#Resampling
#Console: python /store/home/mad/anaconda2/envs/python3/bin/transit resampling 2018_Carey_A-H/Rv_1.wig,2018_Carey_A-H/Rv_2.wig,2018_Carey_A-H/Rv_3.wig 2018_Carey_A-H/663_1.wig,2018_Carey_A-H/663_2.wig /quartz/data/TnSeq/tnseq_matrix_project/tuberculosis/H37Rv.prot_table /quartz/data/TnSeq/tnseq_matrix_project/tuberculosis/Results/result_resampling_carey_663_vs_carey_rv_LOESS_term15_2.txt -l -iN 15 -iC 15
#Control Data: b'2018_Carey_A-H/Rv_1.wig,2018_Carey_A-H/Rv_2.wig,2018_Carey_A-H/Rv_3.wig'
#Experimental Data: b'2018_Carey_A-H/663_1.wig,2018_Carey_A-H/663_2.wig'
#Annotation path: b'/quartz/data/TnSeq/tnseq_matrix_project/tuberculosis/H37Rv.prot_table' 
#Time: 2086.511485815048
#Orf	Name	Desc	Sites	Mean Ctrl	Mean Exp	log2FC	Sum Ctrl	Sum Exp	Delta Mean	p-value	Adj. p-value
Rv1308	atpA	F0F1 ATP synthase subunit alpha 	19	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv1309	atpG	F0F1 ATP synthase subunit gamma 	15	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv1310	atpD	F0F1 ATP synthase subunit beta 	15	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv1311	atpC	F0F1 ATP synthase subunit epsilon 	0	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv1312	-	CONSERVED HYPOTHETICAL SECRETED PROTEIN 	8	12.3	37.3	1.60	295.5	597.30	25.0	0.12440	0.72779
Rv1313c	-	POSSIBLE TRANSPOSASE 	11	169.4	162.1	-0.06	5590.9	3566.20	-7.3	0.92550	1.00000
Rv1314c	-	hypothetical protein Rv1314c 	10	134.6	106.1	-0.34	4036.9	2121.54	-28.5	0.47250	0.95651
Rv1315	murA	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 	11	0.0	0.4	0.43	0.0	7.73	0.4	0.40140	0.92034
Rv1316c	ogt	PROBABLE METHYLATED-DNA--PROTEIN-CYSTEINE METHYLTRANSFERASE OGT (6-O-methylguanine-DNA methyltransferase) (O-6-methylguanine-DNA-alkyltransferase) 	6	196.9	186.5	-0.08	3543.5	2238.07	-10.4	0.93310	1.00000
Rv1317c	alkA	PROBABLE ADA REGULATORY PROTEIN ALKA (Regulatory protein of adaptative response) (Methylated-DNA--protein-cysteine methyltransferase) (O-6-methylguanine-DNA alkyltransferase) (O-6-methylguanine-DNA methyltransferase) (3-methyladenine DNA glycosylase II) 	9	94.6	182.6	0.95	2554.3	3286.22	88.0	0.12370	0.72779
Rv1318c	-	POSSIBLE ADENYLATE CYCLASE (ATP PYROPHOSPHATE-LYASE) (ADENYLYL CYCLASE) 	13	234.8	250.1	0.09	9155.7	6501.86	15.3	0.92190	1.00000
Rv1319c	-	POSSIBLE ADENYLATE CYCLASE (ATP PYROPHOSPHATE-LYASE) (ADENYLYL CYCLASE) 	20	123.9	117.9	-0.07	7431.0	4716.09	-5.9	0.84030	1.00000
Rv1320c	-	POSSIBLE ADENYLATE CYCLASE (ATP PYROPHOSPHATE-LYASE) (ADENYLYL CYCLASE) 	21	195.8	141.9	-0.46	12336.4	5958.30	-54.0	0.35820	0.92034
Rv1321	-	hypothetical protein Rv1321 	7	183.6	148.2	-0.31	3855.9	2075.41	-35.4	0.57560	0.99079
Rv1322	-	hypothetical protein Rv1322 	5	118.7	120.5	0.02	1780.5	1205.29	1.8	0.96820	1.00000
Rv1322A	-	hypothetical protein Rv1322A 	4	66.0	92.1	0.48	792.3	736.61	26.0	0.45780	0.94495
Rv1323	fadA4	acetyl-CoA acetyltransferase 	9	154.9	91.8	-0.76	4182.2	1651.88	-63.1	0.17460	0.77709
Rv1324	-	POSSIBLE THIOREDOXIN 	5	27.8	13.1	-1.09	417.4	130.53	-14.8	0.26520	0.88656
Rv1325c	PE_PGRS24	PE-PGRS FAMILY PROTEIN 	5	5.9	11.5	0.96	88.8	114.94	5.6	0.48030	0.95868
Rv1326c	glgB	glycogen branching enzyme 	28	0.1	0.4	2.54	5.9	23.04	0.3	0.28300	0.90317
Rv1327c	glgE	PROBABLE GLUCANASE GLGE 	28	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv1328	glgP	PROBABLE GLYCOGEN PHOSPHORYLASE GLGP 	29	82.8	145.2	0.81	7201.5	8422.83	62.4	0.09110	0.64178
Rv1329c	dinG	PROBABLE ATP-DEPENDENT HELICASE DING 	17	75.4	112.8	0.58	3845.3	3833.72	37.4	0.34070	0.92034
Rv1330c	-	nicotinate phosphoribosyltransferase 	19	131.4	157.8	0.26	7488.7	5997.61	26.5	0.65490	1.00000
Rv1331	clpS	ATP-dependent Clp protease adaptor protein ClpS 	4	137.4	55.4	-1.31	1648.7	442.98	-82.0	0.05640	0.52982
Rv1332	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	4	91.2	28.5	-1.68	1094.2	228.40	-62.6	0.43720	0.93535
Rv1333	-	PROBABLE HYDROLASE 	9	140.3	81.9	-0.78	3788.5	1473.53	-58.5	0.29960	0.91502
Rv1334	-	hypothetical protein Rv1334 	8	176.7	191.7	0.12	4240.9	3066.95	15.0	0.81410	1.00000
Rv1335	-	9.5 KDA CULTURE FILTRATE ANTIGEN CFP10A 	4	300.5	259.0	-0.21	3605.7	2072.00	-41.5	0.68520	1.00000
Rv1336	cysM	PROBABLE CYSTEINE SYNTHASE B CYSM (CSASE B) (O-acetylserine sulfhydrylase B) (O-acetylserine (Thiol)-lyase B) 	14	196.4	197.7	0.01	8248.8	5534.59	1.3	0.97780	1.00000
Rv1337	-	PROBABLE INTEGRAL MEMBRANE PROTEIN 	9	156.3	244.3	0.64	4221.1	4397.90	88.0	0.08520	0.61585
Rv1338	murI	glutamate racemase 	11	0.8	21.9	4.75	26.8	481.49	21.1	0.00000	0.00000
Rv1339	-	hypothetical protein Rv1339 	11	16.0	19.2	0.26	527.2	421.32	3.2	0.60720	0.99229
Rv1340	rph	ribonuclease PH 	12	34.9	2.7	-3.71	1255.4	63.93	-32.2	0.00040	0.01735
Rv1341	-	putative deoxyribonucleotide triphosphate pyrophosphatase 	3	52.6	175.8	1.74	473.1	1054.82	123.2	0.07750	0.58016
Rv1342c	-	hypothetical protein Rv1342c 	5	1.2	2.2	0.87	18.1	21.98	1.0	0.59940	0.99229
Rv1343c	lprD	PROBABLE CONSERVED LIPOPROTEIN LPRD 	8	0.0	2.2	1.68	0.0	35.29	2.2	0.05540	0.52982
Rv1344	-	acyl carrier protein 	3	261.2	410.1	0.65	2350.7	2460.86	149.0	0.34740	0.92034
Rv1345	fadD33	acyl-CoA synthetase 	19	86.1	144.9	0.75	4909.7	5506.85	58.8	0.11590	0.72079
Rv1346	fadE14	POSSIBLE ACYL-CoA DEHYDROGENASE FADE14 	11	56.0	48.6	-0.20	1846.7	1068.43	-7.4	0.73730	1.00000
Rv1347c	-	hypothetical protein Rv1347c 	10	6.5	23.7	1.87	194.2	474.81	17.3	0.04170	0.45553
Rv1348	-	PROBABLE DRUGS-TRANSPORT TRANSMEMBRANE ATP-BINDING PROTEIN ABC TRANSPORTER 	27	18.5	25.6	0.47	1494.7	1379.97	7.1	0.37330	0.92034
Rv1349	-	PROBABLE DRUGS-TRANSPORT TRANSMEMBRANE ATP-BINDING PROTEIN ABC TRANSPORTER 	14	6.2	8.9	0.52	259.3	248.50	2.7	0.80240	1.00000
Rv1350	fabG	3-ketoacyl-(acyl-carrier-protein) reductase 	7	14.2	11.1	-0.35	298.1	155.67	-3.1	0.76140	1.00000
Rv1351	-	hypothetical protein Rv1351 	5	46.0	47.8	0.06	689.4	477.68	1.8	0.95310	1.00000
Rv1352	-	hypothetical protein Rv1352 	3	59.4	47.2	-0.33	534.5	283.48	-12.1	0.70070	1.00000
Rv1353c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	10	39.2	42.3	0.11	1177.1	846.18	3.1	0.89220	1.00000
Rv1354c	-	hypothetical protein Rv1354c 	28	38.0	24.2	-0.65	3188.3	1354.53	-13.8	0.18970	0.78926
Rv1355c	moeY	hypothetical protein Rv1355c 	28	15.0	10.8	-0.48	1261.2	604.82	-4.2	0.54870	0.97932
Rv1356c	-	hypothetical protein Rv1356c 	22	61.0	63.1	0.05	4024.6	2774.91	2.1	0.93570	1.00000
Rv1357c	-	hypothetical protein Rv1357c 	6	156.5	139.5	-0.17	2816.4	1674.46	-16.9	0.80640	1.00000
Rv1358	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	54	89.3	66.9	-0.42	14474.5	7229.15	-22.4	0.15280	0.75593
Rv1359	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	12	63.1	58.9	-0.10	2271.3	1412.76	-4.2	0.88250	1.00000
Rv1360	-	PROBABLE OXIDOREDUCTASE 	11	197.8	217.0	0.13	6528.3	4774.27	19.2	0.74000	1.00000
Rv1361c	PPE19	PPE FAMILY PROTEIN 	6	158.1	133.0	-0.25	2845.8	1596.37	-25.1	0.70910	1.00000
Rv1362c	-	POSSIBLE MEMBRANE PROTEIN 	11	86.6	117.3	0.44	2858.3	2580.89	30.7	0.45850	0.94495
Rv1363c	-	POSSIBLE MEMBRANE PROTEIN 	6	78.9	95.0	0.27	1420.9	1140.22	16.1	0.67490	1.00000
Rv1364c	-	hypothetical protein Rv1364c 	24	98.3	87.7	-0.16	7074.4	4210.47	-10.5	0.71750	1.00000
Rv1365c	rsfA	ANTI-ANTI-SIGMA FACTOR RSFA (ANTI-SIGMA FACTOR ANTAGONIST) (REGULATOR OF SIGMA F A) 	2	104.4	68.0	-0.62	626.5	271.81	-36.5	0.27470	0.88926
Rv1366	-	hypothetical protein Rv1366 	16	75.5	112.9	0.58	3625.3	3613.69	37.4	0.24760	0.86131
Rv1367c	-	hypothetical protein Rv1367c 	10	110.6	124.5	0.17	3317.1	2489.72	13.9	0.74050	1.00000
Rv1368	lprF	PROBABLE CONSERVED LIPOPROTEIN LPRF 	7	240.1	292.7	0.29	5042.8	4097.46	52.5	0.48670	0.96231
Rv1369c	-	PROBABLE TRANSPOSASE 	17	150.6	19.6	-2.94	7679.0	665.15	-131.0	0.00040	0.01735
Rv1370c	-	PROBABLE TRANSPOSASE 	3	192.7	33.1	-2.54	1734.3	198.59	-159.6	0.07420	0.57265
Rv1371	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	24	25.5	26.3	0.05	1833.0	1263.32	0.9	0.95030	1.00000
Rv1372	-	hypothetical protein Rv1372 	14	41.5	53.3	0.36	1742.2	1493.11	11.8	0.68330	1.00000
Rv1373	-	GLYCOLIPID SULFOTRANSFERASE 	14	130.3	106.2	-0.29	5471.9	2974.49	-24.1	0.32320	0.92034
Rv1374c	-	hypothetical protein Rv1374c 	8	236.8	237.8	0.01	5684.4	3804.30	0.9	0.98780	1.00000
Rv1375	-	hypothetical protein Rv1375 	16	255.7	303.0	0.25	12272.4	9697.00	47.4	0.55110	0.98121
Rv1376	-	hypothetical protein Rv1376 	11	73.6	81.4	0.14	2430.0	1790.28	7.7	0.80400	1.00000
Rv1377c	-	PUTATIVE TRANSFERASE 	9	61.0	81.9	0.42	1646.8	1473.69	20.9	0.62430	1.00000
Rv1378c	-	hypothetical protein Rv1378c 	12	86.4	103.1	0.26	3108.9	2474.86	16.8	0.61000	0.99302
Rv1379	pyrR	pyrimidine regulatory protein PyrR 	7	28.3	7.8	-1.86	593.7	109.12	-20.5	0.44620	0.94116
Rv1380	pyrB	aspartate carbamoyltransferase catalytic subunit 	12	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv1381	pyrC	dihydroorotase 	7	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv1382	-	PROBABLE EXPORT OR MEMBRANE PROTEIN 	5	0.2	2.3	3.60	2.8	22.85	2.1	0.39390	0.92034
Rv1383	carA	carbamoyl phosphate synthase small subunit 	7	0.0	0.5	0.63	0.0	7.62	0.5	0.39610	0.92034
Rv1384	carB	carbamoyl phosphate synthase large subunit 	34	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv1385	pyrF	orotidine 5'-phosphate decarboxylase 	5	0.0	1.4	1.27	0.0	14.20	1.4	0.15250	0.75593
Rv1386	PE15	PE FAMILY PROTEIN 	3	126.9	119.2	-0.09	1142.4	715.37	-7.7	0.88180	1.00000
Rv1387	PPE20	PPE FAMILY PROTEIN 	21	166.8	252.4	0.60	10510.8	10599.54	85.5	0.14100	0.75593
Rv1388	mihF	PUTATIVE INTEGRATION HOST FACTOR MIHF 	5	37.7	18.8	-1.00	565.2	187.91	-18.9	0.82750	1.00000
Rv1389	gmk	guanylate kinase 	4	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv1390	rpoZ	DNA-directed RNA polymerase subunit omega 	6	0.0	0.5	0.63	0.0	6.58	0.5	0.39280	0.92034
Rv1391	dfp	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate synthase 	10	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv1392	metK	S-adenosylmethionine synthetase 	13	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv1393c	-	PROBABLE MONOXYGENASE 	16	184.9	154.6	-0.26	8875.2	4947.53	-30.3	0.50930	0.96455
Rv1394c	cyp132	PROBABLE CYTOCHROME P450 132 CYP132 	14	104.8	110.8	0.08	4403.6	3102.69	6.0	0.84760	1.00000
Rv1395	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	11	80.7	67.0	-0.27	2663.2	1474.02	-13.7	0.72250	1.00000
Rv1396c	PE_PGRS25	PE-PGRS FAMILY PROTEIN 	7	52.9	56.8	0.10	1111.9	795.58	3.9	0.89170	1.00000
Rv1397c	-	hypothetical protein Rv1397c 	6	49.3	79.8	0.70	886.9	958.01	30.6	0.57120	0.98972
Rv1398c	-	hypothetical protein Rv1398c 	2	147.9	186.3	0.33	887.3	745.10	38.4	0.63630	1.00000
Rv1399c	lipH	PROBABLE LIPASE LIPH 	10	104.8	86.4	-0.28	3143.7	1727.87	-18.4	0.74770	1.00000
Rv1400c	lipI	PROBABLE LIPASE LIPH 	10	24.3	16.3	-0.58	730.3	326.39	-8.0	0.50410	0.96395
Rv1401	-	POSSIBLE MEMBRANE PROTEIN 	3	17.4	91.1	2.39	156.8	546.50	73.7	0.18460	0.78926
Rv1402	priA	primosome assembly protein PriA 	19	0.1	1.7	5.02	3.1	66.42	1.7	0.00080	0.02983
Rv1403c	-	PUTATIVE METHYLTRANSFERASE 	10	107.9	55.1	-0.97	3235.8	1101.24	-52.8	0.20150	0.80599
Rv1404	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	5	16.6	88.2	2.41	249.6	881.77	71.5	0.07230	0.56899
Rv1405c	-	PUTATIVE METHYLTRANSFERASE 	8	309.6	254.8	-0.28	7431.4	4076.19	-54.9	0.66730	1.00000
Rv1406	fmt	methionyl-tRNA formyltransferase 	9	0.2	0.8	1.85	5.9	14.18	0.6	0.27200	0.88750
Rv1407	fmu	PROBABLE FMU PROTEIN (SUN PROTEIN) 	12	91.6	85.7	-0.10	3298.6	2057.53	-5.9	0.84750	1.00000
Rv1408	rpe	ribulose-phosphate 3-epimerase 	7	0.6	4.5	3.02	11.7	63.26	4.0	0.01090	0.20418
Rv1409	ribG	PROBABLE BIFUNCTIONAL riboflavin biosynthesis protein RIBG : Diaminohydroxyphosphoribosylaminopyrimidine deaminase (Riboflavin-specific deaminase) + 5-amino-6-(5-phosphoribosylamino) uracil reductase (HTP reductase) 	8	0.0	1.4	1.24	0.0	21.79	1.4	0.05560	0.52982
Rv1410c	-	AMINOGLYCOSIDES/TETRACYCLINE-TRANSPORT INTEGRAL MEMBRANE PROTEIN 	19	81.8	118.1	0.53	4660.0	4485.96	36.3	0.11900	0.72474
Rv1411c	lprG	PROBABLE CONSERVED LIPOPROTEIN LPRG 	7	130.6	148.8	0.19	2741.9	2083.56	18.3	0.76260	1.00000
Rv1412	ribC	riboflavin synthase subunit alpha 	4	0.0	1.9	1.54	0.0	15.23	1.9	0.39620	0.92034
Rv1413	-	hypothetical protein Rv1413 	2	100.4	156.5	0.64	602.4	625.93	56.1	0.49680	0.96327
Rv1414	-	hypothetical protein Rv1414 	3	74.6	126.4	0.76	671.2	758.29	51.8	0.43410	0.93415
Rv1415	ribA2	bifunctional 3,4-dihydroxy-2-butanone 4-phosphate synthase/GTP cyclohydrolase II protein 	10	0.0	0.3	0.41	0.0	6.56	0.3	0.41340	0.92034
Rv1416	ribH	riboflavin synthase subunit beta 	4	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv1417	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	5	14.3	13.4	-0.10	215.2	134.13	-0.9	0.92960	1.00000
Rv1418	lprH	PROBABLE LIPOPROTEIN LPRH 	11	86.3	125.2	0.54	2848.8	2754.57	38.9	0.31640	0.92034
Rv1419	-	hypothetical protein Rv1419 	3	29.8	5.6	-2.40	268.1	33.85	-24.1	0.11670	0.72079
Rv1420	uvrC	excinuclease ABC subunit C 	17	29.9	24.0	-0.32	1527.2	815.43	-6.0	0.50220	0.96395
Rv1421	-	hypothetical protein Rv1421 	11	97.2	106.7	0.13	3207.6	2346.63	9.5	0.83250	1.00000
Rv1422	-	hypothetical protein Rv1422 	5	15.8	8.7	-0.85	236.4	87.17	-7.0	0.34310	0.92034
Rv1423	whiA	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN WHIA 	6	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv1424c	-	POSSIBLE MEMBRANE PROTEIN 	13	54.0	28.4	-0.93	2107.7	738.84	-25.6	0.24900	0.86167
Rv1425	-	hypothetical protein Rv1425 	11	67.0	55.9	-0.26	2212.1	1229.22	-11.2	0.68370	1.00000
Rv1426c	lipO	PROBABLE ESTERASE LIPO 	20	23.8	32.1	0.43	1430.9	1284.12	8.3	0.52930	0.97409
Rv1427c	fadD12	acyl-CoA synthetase 	12	68.6	119.0	0.79	2470.9	2856.66	50.4	0.33420	0.92034
Rv1428c	-	hypothetical protein Rv1428c 	11	85.8	66.8	-0.36	2830.8	1468.95	-19.0	0.56380	0.98527
Rv1429	-	hypothetical protein Rv1429 	15	88.6	92.3	0.06	3985.7	2769.47	3.7	0.90390	1.00000
Rv1430	PE16	PE FAMILY PROTEIN 	31	63.4	57.9	-0.13	5896.8	3592.02	-5.5	0.70230	1.00000
Rv1431	-	hypothetical protein Rv1431 	16	61.2	99.3	0.70	2936.6	3176.07	38.1	0.24850	0.86167
Rv1432	-	PROBABLE DEHYDROGENASE 	12	60.6	114.9	0.92	2182.3	2757.03	54.3	0.09150	0.64276
Rv1433	-	POSSIBLE CONSERVED EXPORTED PROTEIN 	11	180.4	197.8	0.13	5954.3	4352.23	17.4	0.76700	1.00000
Rv1434	-	hypothetical protein Rv1434 	1	175.6	43.7	-2.01	526.7	87.44	-131.9	0.60200	0.99229
Rv1435c	-	Probable conserved Proline, Glycine, Valine-rich secreted protein 	12	53.3	45.3	-0.24	1919.9	1086.90	-8.0	0.80420	1.00000
Rv1436	gap	glyceraldehyde-3-phosphate dehydrogenase 	9	0.6	2.4	2.13	14.9	43.65	1.9	0.07910	0.58882
Rv1437	pgk	phosphoglycerate kinase 	10	0.2	1.4	2.85	5.9	28.38	1.2	0.05960	0.53763
Rv1438	tpiA	triosephosphate isomerase 	11	0.0	0.3	0.43	0.0	7.64	0.3	0.40850	0.92034
Rv1439c	-	hypothetical protein Rv1439c 	6	164.8	104.9	-0.65	2965.5	1258.76	-59.9	0.35770	0.92034
Rv1440	secG	preprotein translocase subunit SecG 	4	0.0	2.5	1.79	0.0	19.69	2.5	0.39330	0.92034
Rv1441c	PE_PGRS26	PE-PGRS FAMILY PROTEIN 	13	72.9	81.3	0.16	2843.8	2113.17	8.4	0.80980	1.00000
Rv1442	bisC	PROBABLE BIOTIN SULFOXIDE REDUCTASE BISC (BDS reductase) (BSO reductase) 	27	116.8	90.6	-0.37	9462.3	4894.68	-26.2	0.32580	0.92034
Rv1443c	-	hypothetical protein Rv1443c 	1	6.6	23.5	1.82	19.9	47.06	16.9	0.29520	0.91502
Rv1444c	-	hypothetical protein Rv1444c 	3	80.8	232.6	1.53	726.9	1395.87	151.9	0.12600	0.73344
Rv1445c	devB	6-phosphogluconolactonase 	5	49.6	70.0	0.50	744.2	699.75	20.4	0.45310	0.94250
Rv1446c	opcA	PUTATIVE OXPP CYCLE PROTEIN OPCA 	10	22.3	28.2	0.34	670.5	563.97	5.8	0.72540	1.00000
Rv1447c	zwf2	glucose-6-phosphate 1-dehydrogenase 	13	53.4	45.0	-0.25	2082.5	1170.89	-8.4	0.59690	0.99229
Rv1448c	tal	transaldolase 	11	50.4	25.6	-0.98	1664.8	563.00	-24.9	0.28220	0.90223
Rv1449c	tkt	transketolase 	15	0.0	0.7	0.79	0.0	21.88	0.7	0.05810	0.53662
Rv1450c	PE_PGRS27	PE-PGRS FAMILY PROTEIN 	24	22.8	30.7	0.43	1641.4	1474.84	7.9	0.44320	0.93912
Rv1451	ctaB	protoheme IX farnesyltransferase 	10	0.1	1.8	4.09	3.1	35.03	1.6	0.02180	0.33199
Rv1452c	PE_PGRS28	PE-PGRS FAMILY PROTEIN 	9	79.8	129.7	0.70	2154.3	2334.34	49.9	0.37370	0.92034
Rv1453	-	POSSIBLE TRANSCRIPTIONAL ACTIVATOR PROTEIN 	10	185.7	197.9	0.09	5570.9	3957.67	12.2	0.82560	1.00000
Rv1454c	qor	PROBABLE QUINONE REDUCTASE QOR (NADPH:quinone reductase) (Zeta-crystallin homolog protein) 	13	190.6	176.3	-0.11	7434.0	4583.48	-14.3	0.81450	1.00000
Rv1455	-	hypothetical protein Rv1455 	11	303.9	521.8	0.78	10027.6	11480.12	218.0	0.29330	0.91356
Rv1456c	-	PROBABLE UNIDENTIFIED ANTIBIOTIC-TRANSPORT INTEGRAL MEMBRANE ABC TRANSPORTER 	8	0.1	0.9	2.83	3.0	14.25	0.8	0.15550	0.75593
Rv1457c	-	PROBABLE UNIDENTIFIED ANTIBIOTIC-TRANSPORT INTEGRAL MEMBRANE ABC TRANSPORTER 	6	1.8	2.3	0.34	32.4	27.41	0.5	0.82140	1.00000
Rv1458c	-	PROBABLE UNIDENTIFIED ANTIBIOTIC-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER 	8	4.0	15.4	1.94	96.1	246.53	11.4	0.00410	0.10487
Rv1459c	-	POSSIBLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	20	1.7	16.8	3.31	101.2	670.47	15.1	0.02510	0.34084
Rv1460	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	5	14.3	52.6	1.87	215.2	525.88	38.2	0.35700	0.92034
Rv1461	-	hypothetical protein Rv1461 	49	0.0	0.3	0.36	0.0	27.44	0.3	0.02560	0.34508
Rv1462	-	hypothetical protein Rv1462 	10	0.0	0.3	0.41	0.0	6.59	0.3	0.39590	0.92034
Rv1463	-	PROBABLE CONSERVED ATP-BINDING PROTEIN ABC TRANSPORTER 	9	0.0	0.4	0.51	0.0	7.69	0.4	0.39680	0.92034
Rv1464	csd	PROBABLE CYSTEINE DESULFURASE CSD 	12	0.1	0.0	-0.11	2.9	0.00	-0.1	1.00000	1.00000
Rv1465	-	POSSIBLE NITROGEN FIXATION RELATED PROTEIN 	5	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv1466	-	hypothetical protein Rv1466 	1	17.3	0.0	-4.19	51.8	0.00	-17.3	0.69700	1.00000
Rv1467c	fadE15	PROBABLE ACYL-CoA DEHYDROGENASE FADE15 	21	93.8	77.4	-0.28	5911.7	3249.42	-16.5	0.66730	1.00000
Rv1468c	PE_PGRS29	PE-PGRS FAMILY PROTEIN 	7	118.8	104.7	-0.18	2494.0	1465.28	-14.1	0.79430	1.00000
Rv1469	ctpD	PROBABLE CATION TRANSPORTER P-TYPE ATPASE D CTPD 	12	47.3	42.3	-0.16	1703.1	1015.11	-5.0	0.85760	1.00000
Rv1470	trxA	PROBABLE THIOREDOXIN TRXA 	3	324.2	262.9	-0.30	2918.1	1577.54	-61.3	0.64900	1.00000
Rv1471	trxB1	PROBABLE THIOREDOXIN TRXB1 	2	76.5	145.3	0.92	459.3	581.23	68.8	0.12530	0.73092
Rv1472	echA12	enoyl-CoA hydratase 	13	190.9	132.9	-0.52	7444.8	3454.73	-58.0	0.25250	0.86702
Rv1473	-	PROBABLE MACROLIDE-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER 	16	40.9	63.6	0.64	1963.5	2034.27	22.7	0.18620	0.78926
Rv1473A	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	4	61.8	208.6	1.76	741.4	1668.96	146.8	0.07310	0.57078
Rv1474c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	6	107.6	167.2	0.64	1936.8	2006.70	59.6	0.51850	0.96857
Rv1475c	acn	aconitate hydratase 	38	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv1476	-	POSSIBLE MEMBRANE PROTEIN 	4	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv1477	-	HYPOTHETICAL INVASION PROTEIN 	15	1.9	10.5	2.43	87.6	314.35	8.5	0.00530	0.12663
Rv1478	-	HYPOTHETICAL INVASION PROTEIN 	7	179.7	170.3	-0.08	3774.0	2384.56	-9.4	0.90520	1.00000
Rv1479	moxR1	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN MOXR1 	11	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv1480	-	hypothetical protein Rv1480 	3	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv1481	-	PROBABLE MEMBRANE PROTEIN 	7	0.0	0.5	0.56	0.0	6.63	0.5	0.39730	0.92034
Rv1482c	-	hypothetical protein Rv1482c 	7	50.9	63.8	0.32	1069.8	892.94	12.8	0.60150	0.99229
Rv1483	fabG1	3-OXOACYL-	8	0.1	0.5	2.01	2.9	7.74	0.4	0.75590	1.00000
Rv1484	inhA	enoyl-(acyl carrier protein) reductase 	6	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv1485	hemH	ferrochelatase 	18	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv1486c	-	hypothetical protein Rv1486c 	5	206.5	421.5	1.03	3097.7	4214.99	215.0	0.16140	0.75593
Rv1487	-	hypothetical protein Rv1487 	2	98.6	147.9	0.58	591.5	591.43	49.3	0.59200	0.99229
Rv1488	-	POSSIBLE EXPORTED CONSERVED PROTEIN 	9	255.8	341.2	0.42	6907.0	6142.23	85.4	0.58230	0.99229
Rv1489	-	hypothetical protein Rv1489 	4	174.3	719.2	2.04	2091.5	5753.46	544.9	0.00550	0.12909
Rv1489A	-	hypothetical protein Rv1489A 	4	129.4	110.8	-0.22	1553.2	886.05	-18.7	0.77550	1.00000
Rv1490	-	PROBABLE MEMBRANE PROTEIN 	30	23.8	26.4	0.15	2146.3	1582.66	2.5	0.81850	1.00000
Rv1491c	-	hypothetical protein Rv1491c 	10	93.5	97.9	0.07	2806.0	1958.85	4.4	0.91830	1.00000
Rv1492	mutA	PROBABLE METHYLMALONYL-CoA MUTASE SMALL SUBUNIT MUTA (MCM) 	9	136.8	163.3	0.26	3693.1	2939.57	26.5	0.67890	1.00000
