#Resampling
#Console: python /store/home/mad/anaconda2/envs/python3/bin/transit resampling 2018_Carey_A-H/Rv_1.wig,2018_Carey_A-H/Rv_2.wig,2018_Carey_A-H/Rv_3.wig 2018_Carey_A-H/663_1.wig,2018_Carey_A-H/663_2.wig /quartz/data/TnSeq/tnseq_matrix_project/tuberculosis/H37Rv.prot_table /quartz/data/TnSeq/tnseq_matrix_project/tuberculosis/Results/result_resampling_carey_663_vs_carey_rv_LOESS.txt -l
#Control Data: b'2018_Carey_A-H/Rv_1.wig,2018_Carey_A-H/Rv_2.wig,2018_Carey_A-H/Rv_3.wig'
#Experimental Data: b'2018_Carey_A-H/663_1.wig,2018_Carey_A-H/663_2.wig'
#Annotation path: b'/quartz/data/TnSeq/tnseq_matrix_project/tuberculosis/H37Rv.prot_table' 
#Time: 2109.9459793567657
#Orf	Name	Desc	Sites	Mean Ctrl	Mean Exp	log2FC	Sum Ctrl	Sum Exp	Delta Mean	p-value	Adj. p-value
Rv1320c	-	POSSIBLE ADENYLATE CYCLASE (ATP PYROPHOSPHATE-LYASE) (ADENYLYL CYCLASE) 	29	201.2	150.3	-0.42	17507.2	8715.26	-51.0	0.25580	0.83386
Rv1321	-	hypothetical protein Rv1321 	12	156.7	104.1	-0.59	5642.8	2499.31	-52.6	0.24060	0.81702
Rv1322	-	hypothetical protein Rv1322 	5	118.7	120.5	0.02	1780.5	1205.29	1.8	0.97110	1.00000
Rv1322A	-	hypothetical protein Rv1322A 	6	67.9	74.2	0.13	1221.5	890.20	6.3	0.80910	1.00000
Rv1323	fadA4	acetyl-CoA acetyltransferase 	14	172.9	101.1	-0.77	7261.9	2830.35	-71.8	0.03240	0.35034
Rv1324	-	POSSIBLE THIOREDOXIN 	6	28.7	12.7	-1.17	516.4	152.61	-16.0	0.15910	0.70636
Rv1325c	PE_PGRS24	PE-PGRS FAMILY PROTEIN 	10	33.5	26.7	-0.33	1006.4	534.12	-6.8	0.72200	0.99595
Rv1326c	glgB	glycogen branching enzyme 	42	0.0	0.3	2.54	5.9	23.04	0.2	0.29160	0.87606
Rv1327c	glgE	PROBABLE GLUCANASE GLGE 	39	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv1328	glgP	PROBABLE GLYCOGEN PHOSPHORYLASE GLGP 	45	69.6	114.4	0.72	9397.1	10296.22	44.8	0.06990	0.51937
Rv1329c	dinG	PROBABLE ATP-DEPENDENT HELICASE DING 	24	58.8	87.6	0.58	4231.7	4206.10	28.9	0.30590	0.88247
Rv1330c	-	nicotinate phosphoribosyltransferase 	23	132.3	136.7	0.05	9131.5	6286.94	4.3	0.93500	1.00000
Rv1331	clpS	ATP-dependent Clp protease adaptor protein ClpS 	5	136.7	78.0	-0.81	2051.1	780.25	-58.7	0.13420	0.70459
Rv1332	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	7	103.9	34.5	-1.59	2181.2	482.59	-69.4	0.07520	0.54063
Rv1333	-	PROBABLE HYDROLASE 	13	149.8	101.7	-0.56	5843.0	2643.11	-48.2	0.31550	0.88964
Rv1334	-	hypothetical protein Rv1334 	12	181.6	165.5	-0.13	6535.9	3971.45	-16.1	0.72280	0.99595
Rv1335	-	9.5 KDA CULTURE FILTRATE ANTIGEN CFP10A 	5	267.3	331.8	0.31	4009.1	3317.78	64.5	0.60300	0.97405
Rv1336	cysM	PROBABLE CYSTEINE SYNTHASE B CYSM (CSASE B) (O-acetylserine sulfhydrylase B) (O-acetylserine (Thiol)-lyase B) 	19	210.1	277.9	0.40	11976.4	10560.64	67.8	0.25430	0.83169
Rv1337	-	PROBABLE INTEGRAL MEMBRANE PROTEIN 	13	151.1	216.8	0.52	5892.6	5635.93	65.7	0.08750	0.59174
Rv1338	murI	glutamate racemase 	16	0.6	16.2	4.85	26.8	516.83	15.6	0.00000	0.00000
Rv1339	-	hypothetical protein Rv1339 	19	21.9	25.2	0.20	1245.7	957.01	3.3	0.59190	0.96982
Rv1340	rph	ribonuclease PH 	13	33.0	2.8	-3.58	1288.3	71.59	-30.3	0.00040	0.01364
Rv1341	-	putative deoxyribonucleotide triphosphate pyrophosphatase 	5	51.7	155.2	1.59	774.8	1551.95	103.5	0.03130	0.34404
Rv1342c	-	hypothetical protein Rv1342c 	5	1.2	2.2	0.87	18.1	21.98	1.0	0.60220	0.97405
Rv1343c	lprD	PROBABLE CONSERVED LIPOPROTEIN LPRD 	12	1.0	17.5	4.13	35.9	420.89	16.5	0.05130	0.44986
Rv1344	-	acyl carrier protein 	10	104.3	132.8	0.35	3127.5	2656.30	28.6	0.65350	0.98465
Rv1345	fadD33	acyl-CoA synthetase 	23	87.1	147.0	0.76	6011.2	6763.46	59.9	0.05480	0.46578
Rv1346	fadE14	POSSIBLE ACYL-CoA DEHYDROGENASE FADE14 	14	66.0	48.6	-0.44	2774.0	1360.77	-17.4	0.52700	0.95052
Rv1347c	-	hypothetical protein Rv1347c 	14	8.5	44.7	2.39	357.5	1251.23	36.2	0.01820	0.26265
Rv1348	-	PROBABLE DRUGS-TRANSPORT TRANSMEMBRANE ATP-BINDING PROTEIN ABC TRANSPORTER 	38	14.0	18.3	0.39	1590.5	1387.62	4.3	0.46390	0.92476
Rv1349	-	PROBABLE DRUGS-TRANSPORT TRANSMEMBRANE ATP-BINDING PROTEIN ABC TRANSPORTER 	19	6.5	10.9	0.75	368.2	413.83	4.4	0.49390	0.93838
Rv1350	fabG	3-ketoacyl-(acyl-carrier-protein) reductase 	15	32.6	23.5	-0.47	1469.2	705.85	-9.1	0.47920	0.93412
Rv1351	-	hypothetical protein Rv1351 	10	41.3	31.9	-0.38	1240.5	637.54	-9.5	0.63490	0.97697
Rv1352	-	hypothetical protein Rv1352 	5	45.2	48.1	0.09	678.4	481.03	2.9	0.90050	1.00000
Rv1353c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	13	33.4	85.8	1.36	1303.6	2229.96	52.3	0.24900	0.82857
Rv1354c	-	hypothetical protein Rv1354c 	44	46.5	31.0	-0.58	6139.9	2731.64	-15.5	0.12700	0.69894
Rv1355c	moeY	hypothetical protein Rv1355c 	40	32.2	19.8	-0.70	3861.2	1580.85	-12.4	0.17320	0.72329
Rv1356c	-	hypothetical protein Rv1356c 	28	59.9	53.4	-0.17	5032.3	2988.48	-6.5	0.76370	0.99595
Rv1357c	-	hypothetical protein Rv1357c 	13	77.7	87.4	0.17	3030.3	2273.61	9.7	0.79120	0.99955
Rv1358	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	73	85.2	68.4	-0.32	18663.2	9991.09	-16.8	0.18120	0.73890
Rv1359	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	17	60.6	46.8	-0.37	3090.5	1591.44	-13.8	0.51180	0.94453
Rv1360	-	PROBABLE OXIDOREDUCTASE 	14	203.2	247.5	0.28	8535.4	6931.23	44.3	0.45790	0.92394
Rv1361c	PPE19	PPE FAMILY PROTEIN 	14	221.9	187.2	-0.25	9320.9	5241.80	-34.7	0.62960	0.97682
Rv1362c	-	POSSIBLE MEMBRANE PROTEIN 	14	92.2	114.7	0.31	3872.6	3211.47	22.5	0.52510	0.95052
Rv1363c	-	POSSIBLE MEMBRANE PROTEIN 	8	78.1	75.3	-0.05	1873.8	1204.81	-2.8	0.92730	1.00000
Rv1364c	-	hypothetical protein Rv1364c 	32	118.2	97.7	-0.27	11347.1	6255.44	-20.5	0.41380	0.91016
Rv1365c	rsfA	ANTI-ANTI-SIGMA FACTOR RSFA (ANTI-SIGMA FACTOR ANTAGONIST) (REGULATOR OF SIGMA F A) 	5	98.7	87.4	-0.17	1480.1	874.09	-11.3	0.78260	0.99750
Rv1366	-	hypothetical protein Rv1366 	19	81.5	105.8	0.38	4643.0	4021.64	24.4	0.41370	0.91016
Rv1367c	-	hypothetical protein Rv1367c 	16	109.6	116.2	0.08	5262.3	3717.20	6.5	0.85420	1.00000
Rv1368	lprF	PROBABLE CONSERVED LIPOPROTEIN LPRF 	7	240.1	292.7	0.29	5042.8	4097.46	52.5	0.47190	0.92989
Rv1369c	-	PROBABLE TRANSPOSASE 	23	152.5	18.1	-3.07	10523.6	834.86	-134.4	0.00000	0.00000
Rv1370c	-	PROBABLE TRANSPOSASE 	4	157.8	24.8	-2.67	1893.9	198.59	-133.0	0.05110	0.44909
Rv1371	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	30	26.0	32.5	0.32	2343.1	1948.04	6.4	0.58990	0.96820
Rv1372	-	hypothetical protein Rv1372 	18	39.7	64.4	0.70	2144.3	2318.37	24.7	0.31480	0.88964
Rv1373	-	GLYCOLIPID SULFOTRANSFERASE 	19	142.8	125.0	-0.19	8137.4	4749.72	-17.8	0.46150	0.92394
Rv1374c	-	hypothetical protein Rv1374c 	14	174.5	220.0	0.33	7327.2	6160.21	45.6	0.38280	0.90731
Rv1375	-	hypothetical protein Rv1375 	22	255.0	275.0	0.11	16830.8	12099.03	20.0	0.75250	0.99595
Rv1376	-	hypothetical protein Rv1376 	16	196.9	130.9	-0.59	9449.3	4187.74	-66.0	0.22440	0.80766
Rv1377c	-	PUTATIVE TRANSFERASE 	13	78.5	114.9	0.55	3062.9	2987.04	36.4	0.38640	0.90731
Rv1378c	-	hypothetical protein Rv1378c 	24	100.4	107.9	0.10	7231.9	5178.65	7.4	0.78040	0.99737
Rv1379	pyrR	pyrimidine regulatory protein PyrR 	7	28.3	7.8	-1.86	593.7	109.12	-20.5	0.44660	0.92394
Rv1380	pyrB	aspartate carbamoyltransferase catalytic subunit 	13	0.0	0.3	0.37	0.0	7.62	0.3	0.40580	0.90731
Rv1381	pyrC	dihydroorotase 	11	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv1382	-	PROBABLE EXPORT OR MEMBRANE PROTEIN 	6	0.2	1.9	3.60	2.8	22.85	1.7	0.40080	0.90731
Rv1383	carA	carbamoyl phosphate synthase small subunit 	12	0.0	0.6	0.67	0.0	14.20	0.6	0.15730	0.70459
Rv1384	carB	carbamoyl phosphate synthase large subunit 	46	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv1385	pyrF	orotidine 5'-phosphate decarboxylase 	6	1.8	1.2	-0.63	33.0	14.20	-0.6	0.72820	0.99595
Rv1386	PE15	PE FAMILY PROTEIN 	6	184.5	196.7	0.09	3320.9	2360.20	12.2	0.88840	1.00000
Rv1387	PPE20	PPE FAMILY PROTEIN 	26	179.4	258.2	0.53	13992.0	13426.59	78.8	0.12160	0.69213
Rv1388	mihF	PUTATIVE INTEGRATION HOST FACTOR MIHF 	7	34.0	13.9	-1.29	714.7	194.49	-20.1	0.54970	0.95472
Rv1389	gmk	guanylate kinase 	6	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv1390	rpoZ	DNA-directed RNA polymerase subunit omega 	7	0.0	0.5	0.56	0.0	6.58	0.5	0.41030	0.90972
Rv1391	dfp	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate synthase 	20	7.0	15.2	1.12	421.8	609.77	8.2	0.42900	0.91614
Rv1392	metK	S-adenosylmethionine synthetase 	19	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv1393c	-	PROBABLE MONOXYGENASE 	27	150.5	135.4	-0.15	12188.9	7312.80	-15.1	0.62370	0.97682
Rv1394c	cyp132	PROBABLE CYTOCHROME P450 132 CYP132 	19	108.8	98.6	-0.14	6200.8	3746.76	-10.2	0.68000	0.98519
Rv1395	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	17	100.5	94.3	-0.09	5123.7	3204.61	-6.2	0.86870	1.00000
Rv1396c	PE_PGRS25	PE-PGRS FAMILY PROTEIN 	12	101.8	106.3	0.06	3663.6	2550.28	4.5	0.92520	1.00000
Rv1397c	-	hypothetical protein Rv1397c 	6	49.3	79.8	0.70	886.9	958.01	30.6	0.57400	0.96189
Rv1398c	-	hypothetical protein Rv1398c 	4	143.7	131.2	-0.13	1724.2	1049.91	-12.4	0.81700	1.00000
Rv1399c	lipH	PROBABLE LIPASE LIPH 	15	75.4	73.2	-0.04	3390.9	2196.62	-2.1	0.95780	1.00000
Rv1400c	lipI	PROBABLE LIPASE LIPH 	18	24.5	26.4	0.11	1324.4	949.93	1.9	0.85110	1.00000
Rv1401	-	POSSIBLE MEMBRANE PROTEIN 	8	9.9	40.6	2.03	238.3	649.17	30.6	0.13710	0.70459
Rv1402	priA	primosome assembly protein PriA 	27	0.0	1.4	5.16	3.1	72.98	1.3	0.00040	0.01364
Rv1403c	-	PUTATIVE METHYLTRANSFERASE 	16	162.7	131.2	-0.31	7807.9	4199.32	-31.4	0.47810	0.93412
Rv1404	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	7	23.4	78.6	1.75	490.9	1100.44	55.2	0.11040	0.65924
Rv1405c	-	PUTATIVE METHYLTRANSFERASE 	12	287.7	300.1	0.06	10357.5	7202.63	12.4	0.88950	1.00000
Rv1406	fmt	methionyl-tRNA formyltransferase 	9	0.2	0.8	1.85	5.9	14.18	0.6	0.27010	0.84992
Rv1407	fmu	PROBABLE FMU PROTEIN (SUN PROTEIN) 	21	88.4	76.6	-0.21	5571.5	3218.85	-11.8	0.62330	0.97682
Rv1408	rpe	ribulose-phosphate 3-epimerase 	13	9.8	8.0	-0.29	380.8	207.12	-1.8	0.79880	0.99955
Rv1409	ribG	PROBABLE BIFUNCTIONAL riboflavin biosynthesis protein RIBG : Diaminohydroxyphosphoribosylaminopyrimidine deaminase (Riboflavin-specific deaminase) + 5-amino-6-(5-phosphoribosylamino) uracil reductase (HTP reductase) 	13	0.0	0.8	0.88	0.0	21.79	0.8	0.06280	0.48655
Rv1410c	-	AMINOGLYCOSIDES/TETRACYCLINE-TRANSPORT INTEGRAL MEMBRANE PROTEIN 	30	113.0	137.2	0.28	10170.5	8230.63	24.2	0.28910	0.87321
Rv1411c	lprG	PROBABLE CONSERVED LIPOPROTEIN LPRG 	9	126.5	129.6	0.03	3414.9	2331.90	3.1	0.94840	1.00000
Rv1412	ribC	riboflavin synthase subunit alpha 	7	2.2	11.0	2.34	45.6	154.05	8.8	0.25500	0.83329
Rv1413	-	hypothetical protein Rv1413 	6	205.2	240.5	0.23	3693.8	2886.18	35.3	0.66810	0.98519
Rv1414	-	hypothetical protein Rv1414 	4	58.3	99.5	0.77	699.6	796.36	41.2	0.44130	0.92326
Rv1415	ribA2	bifunctional 3,4-dihydroxy-2-butanone 4-phosphate synthase/GTP cyclohydrolase II protein 	15	0.0	0.5	0.56	0.0	14.17	0.5	0.16000	0.70636
Rv1416	ribH	riboflavin synthase subunit beta 	4	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv1417	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	8	9.1	8.4	-0.12	218.2	134.13	-0.7	0.91920	1.00000
Rv1418	lprH	PROBABLE LIPOPROTEIN LPRH 	14	70.9	131.4	0.89	2976.5	3678.12	60.5	0.11930	0.68787
Rv1419	-	hypothetical protein Rv1419 	5	96.2	68.0	-0.50	1443.0	680.44	-28.2	0.59210	0.96982
Rv1420	uvrC	excinuclease ABC subunit C 	29	44.3	47.5	0.10	3857.0	2755.00	3.2	0.81420	1.00000
Rv1421	-	hypothetical protein Rv1421 	20	77.5	88.9	0.20	4648.7	3556.86	11.4	0.68010	0.98519
Rv1422	-	hypothetical protein Rv1422 	11	48.6	35.0	-0.47	1602.7	770.15	-13.6	0.49070	0.93838
Rv1423	whiA	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN WHIA 	11	0.2	0.0	-0.24	6.0	0.00	-0.2	1.00000	1.00000
Rv1424c	-	POSSIBLE MEMBRANE PROTEIN 	19	58.4	34.6	-0.76	3330.8	1312.93	-23.9	0.15160	0.70459
Rv1425	-	hypothetical protein Rv1425 	18	115.3	78.5	-0.55	6224.8	2827.41	-36.7	0.21200	0.78945
Rv1426c	lipO	PROBABLE ESTERASE LIPO 	28	26.5	31.4	0.25	2221.8	1757.72	4.9	0.63350	0.97697
Rv1427c	fadD12	acyl-CoA synthetase 	19	63.6	115.4	0.86	3623.8	4384.27	51.8	0.18040	0.73797
Rv1428c	-	hypothetical protein Rv1428c 	18	94.5	83.5	-0.18	5101.0	3006.42	-11.0	0.66890	0.98519
Rv1429	-	hypothetical protein Rv1429 	22	92.1	108.4	0.24	6076.9	4768.37	16.3	0.56870	0.96119
Rv1430	PE16	PE FAMILY PROTEIN 	39	76.7	61.7	-0.31	8973.9	4813.05	-15.0	0.34200	0.90731
Rv1431	-	hypothetical protein Rv1431 	25	62.3	94.1	0.60	4669.8	4707.00	31.9	0.15460	0.70459
Rv1432	-	PROBABLE DEHYDROGENASE 	16	61.0	94.0	0.62	2930.3	3008.08	33.0	0.23030	0.81579
Rv1433	-	POSSIBLE CONSERVED EXPORTED PROTEIN 	17	233.1	224.6	-0.05	11888.5	7635.18	-8.5	0.87260	1.00000
Rv1434	-	hypothetical protein Rv1434 	1	175.6	43.7	-2.01	526.7	87.44	-131.9	0.59530	0.97068
Rv1435c	-	Probable conserved Proline, Glycine, Valine-rich secreted protein 	16	74.1	67.1	-0.14	3554.7	2145.98	-7.0	0.80000	0.99955
Rv1436	gap	glyceraldehyde-3-phosphate dehydrogenase 	14	0.6	1.6	1.30	26.6	43.65	0.9	0.19040	0.75970
Rv1437	pgk	phosphoglycerate kinase 	16	0.4	1.5	2.05	17.8	49.14	1.2	0.02490	0.30286
Rv1438	tpiA	triosephosphate isomerase 	15	0.0	0.3	0.33	0.0	7.64	0.3	0.40370	0.90731
Rv1439c	-	hypothetical protein Rv1439c 	7	166.9	108.6	-0.62	3505.4	1519.90	-58.4	0.30080	0.88182
Rv1440	secG	preprotein translocase subunit SecG 	5	12.5	17.5	0.48	187.8	174.97	5.0	0.72630	0.99595
Rv1441c	PE_PGRS26	PE-PGRS FAMILY PROTEIN 	18	80.5	105.1	0.38	4344.9	3782.49	24.6	0.41260	0.91016
Rv1442	bisC	PROBABLE BIOTIN SULFOXIDE REDUCTASE BISC (BDS reductase) (BSO reductase) 	37	139.4	121.3	-0.20	15476.8	8973.50	-18.2	0.55290	0.95550
Rv1443c	-	hypothetical protein Rv1443c 	2	4.3	11.8	1.46	25.6	47.06	7.5	0.48840	0.93838
Rv1444c	-	hypothetical protein Rv1444c 	3	80.8	232.6	1.53	726.9	1395.87	151.9	0.12420	0.69839
Rv1445c	devB	6-phosphogluconolactonase 	9	36.8	49.2	0.42	993.6	885.72	12.4	0.51110	0.94412
Rv1446c	opcA	PUTATIVE OXPP CYCLE PROTEIN OPCA 	15	19.7	22.3	0.18	885.9	668.87	2.6	0.82030	1.00000
Rv1447c	zwf2	glucose-6-phosphate 1-dehydrogenase 	19	54.2	50.9	-0.09	3092.1	1934.85	-3.3	0.83810	1.00000
Rv1448c	tal	transaldolase 	13	44.0	23.4	-0.91	1715.5	608.97	-20.6	0.29760	0.88016
Rv1449c	tkt	transketolase 	26	0.3	0.7	1.25	22.8	36.09	0.4	0.45370	0.92394
Rv1450c	PE_PGRS27	PE-PGRS FAMILY PROTEIN 	32	96.3	113.0	0.23	9241.6	7229.42	16.7	0.73280	0.99595
Rv1451	ctaB	protoheme IX farnesyltransferase 	16	0.4	2.2	2.53	18.4	71.15	1.8	0.00510	0.11059
Rv1452c	PE_PGRS28	PE-PGRS FAMILY PROTEIN 	17	160.3	222.5	0.47	8177.6	7565.17	62.2	0.25770	0.83527
Rv1453	-	POSSIBLE TRANSCRIPTIONAL ACTIVATOR PROTEIN 	11	224.0	238.0	0.09	7390.5	5236.30	14.1	0.82780	1.00000
Rv1454c	qor	PROBABLE QUINONE REDUCTASE QOR (NADPH:quinone reductase) (Zeta-crystallin homolog protein) 	16	198.6	183.6	-0.11	9533.5	5875.28	-15.0	0.76280	0.99595
Rv1455	-	hypothetical protein Rv1455 	12	289.2	497.8	0.78	10410.9	11947.94	208.6	0.26930	0.84906
Rv1456c	-	PROBABLE UNIDENTIFIED ANTIBIOTIC-TRANSPORT INTEGRAL MEMBRANE ABC TRANSPORTER 	15	32.4	16.5	-0.98	1457.5	494.14	-15.9	0.57200	0.96119
Rv1457c	-	PROBABLE UNIDENTIFIED ANTIBIOTIC-TRANSPORT INTEGRAL MEMBRANE ABC TRANSPORTER 	8	2.3	3.2	0.43	56.2	50.40	0.8	0.60190	0.97405
Rv1458c	-	PROBABLE UNIDENTIFIED ANTIBIOTIC-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER 	14	5.8	21.8	1.90	245.0	610.35	16.0	0.00000	0.00000
Rv1459c	-	POSSIBLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	26	34.0	42.7	0.33	2653.9	2218.05	8.6	0.66730	0.98519
Rv1460	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	9	50.5	84.4	0.74	1364.5	1519.01	33.9	0.38250	0.90731
Rv1461	-	hypothetical protein Rv1461 	59	0.0	0.2	0.30	0.0	27.44	0.2	0.02400	0.29832
Rv1462	-	hypothetical protein Rv1462 	14	0.0	0.2	0.30	0.0	6.59	0.2	0.39130	0.90731
Rv1463	-	PROBABLE CONSERVED ATP-BINDING PROTEIN ABC TRANSPORTER 	12	0.1	0.6	2.90	2.9	14.29	0.5	0.16210	0.70807
Rv1464	csd	PROBABLE CYSTEINE DESULFURASE CSD 	15	0.1	0.0	-0.18	5.9	0.00	-0.1	0.50910	0.94344
Rv1465	-	POSSIBLE NITROGEN FIXATION RELATED PROTEIN 	8	14.6	1.3	-3.48	349.7	20.88	-13.3	0.55570	0.95602
Rv1466	-	hypothetical protein Rv1466 	1	17.3	0.0	-4.19	51.8	0.00	-17.3	0.69880	0.99189
Rv1467c	fadE15	PROBABLE ACYL-CoA DEHYDROGENASE FADE15 	28	113.7	100.7	-0.17	9549.8	5640.21	-13.0	0.73840	0.99595
Rv1468c	PE_PGRS29	PE-PGRS FAMILY PROTEIN 	10	94.7	103.4	0.13	2840.3	2067.45	8.7	0.84280	1.00000
Rv1469	ctpD	PROBABLE CATION TRANSPORTER P-TYPE ATPASE D CTPD 	20	63.1	106.2	0.75	3783.3	4248.79	43.2	0.14900	0.70459
Rv1470	trxA	PROBABLE THIOREDOXIN TRXA 	5	230.6	205.5	-0.17	3458.3	2055.36	-25.0	0.79140	0.99955
Rv1471	trxB1	PROBABLE THIOREDOXIN TRXB1 	3	53.0	98.0	0.89	477.1	587.83	45.0	0.25570	0.83386
Rv1472	echA12	enoyl-CoA hydratase 	15	177.6	125.1	-0.51	7994.1	3754.21	-52.5	0.25880	0.83664
Rv1473	-	PROBABLE MACROLIDE-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER 	25	43.6	57.5	0.40	3268.1	2875.38	13.9	0.28890	0.87321
Rv1473A	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	4	61.8	208.6	1.76	741.4	1668.96	146.8	0.07720	0.55005
Rv1474c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	8	84.2	129.8	0.62	2020.7	2076.06	45.6	0.51800	0.94840
Rv1475c	acn	aconitate hydratase 	56	3.8	2.1	-0.89	646.6	232.27	-1.8	0.62140	0.97682
Rv1476	-	POSSIBLE MEMBRANE PROTEIN 	6	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv1477	-	HYPOTHETICAL INVASION PROTEIN 	24	17.8	30.4	0.77	1281.1	1461.34	12.7	0.28670	0.87321
Rv1478	-	HYPOTHETICAL INVASION PROTEIN 	9	160.8	171.9	0.10	4341.8	3093.74	11.1	0.85830	1.00000
Rv1479	moxR1	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN MOXR1 	14	0.0	0.2	0.31	0.0	6.63	0.2	0.40290	0.90731
Rv1480	-	hypothetical protein Rv1480 	6	34.7	13.9	-1.32	624.9	166.87	-20.8	0.57490	0.96212
Rv1481	-	PROBABLE MEMBRANE PROTEIN 	13	0.0	0.3	0.33	0.0	6.63	0.3	0.40110	0.90731
Rv1482c	-	hypothetical protein Rv1482c 	14	166.5	180.7	0.12	6993.0	5060.37	14.2	0.79900	0.99955
Rv1483	fabG1	3-OXOACYL-	13	0.1	0.3	2.01	2.9	7.74	0.2	0.76930	0.99595
Rv1484	inhA	enoyl-(acyl carrier protein) reductase 	9	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv1485	hemH	ferrochelatase 	25	0.0	1.1	1.04	0.0	53.05	1.1	0.39630	0.90731
Rv1486c	-	hypothetical protein Rv1486c 	8	139.0	266.7	0.94	3335.2	4266.94	127.7	0.26930	0.84906
Rv1487	-	hypothetical protein Rv1487 	3	89.2	106.1	0.25	802.9	636.84	16.9	0.76850	0.99595
Rv1488	-	POSSIBLE EXPORTED CONSERVED PROTEIN 	15	243.5	263.9	0.12	10958.2	7916.51	20.4	0.83430	1.00000
Rv1489	-	hypothetical protein Rv1489 	6	145.3	533.5	1.88	2616.0	6402.44	388.2	0.00500	0.10962
Rv1489A	-	hypothetical protein Rv1489A 	4	129.4	110.8	-0.22	1553.2	886.05	-18.7	0.78340	0.99750
Rv1490	-	PROBABLE MEMBRANE PROTEIN 	38	35.5	37.1	0.06	4048.9	2817.55	1.6	0.90780	1.00000
Rv1491c	-	hypothetical protein Rv1491c 	15	83.6	89.5	0.10	3761.2	2685.70	5.9	0.83910	1.00000
Rv1492	mutA	PROBABLE METHYLMALONYL-CoA MUTASE SMALL SUBUNIT MUTA (MCM) 	16	109.8	139.7	0.35	5269.1	4469.36	29.9	0.48150	0.93573
Rv1493	mutB	methylmalonyl-CoA mutase 	31	125.8	165.5	0.40	11696.6	10261.20	39.7	0.28060	0.86388
Rv1494	-	hypothetical protein Rv1494 	8	74.2	58.3	-0.35	1779.8	932.50	-15.9	0.60090	0.97405
Rv1495	-	hypothetical protein Rv1495 	6	73.5	107.5	0.55	1323.6	1290.06	34.0	0.37370	0.90731
Rv1496	-	arginine/ornithine transport system ATPase 	8	102.1	352.6	1.79	2450.9	5641.31	250.5	0.07020	0.51966
Rv1497	lipL	PROBABLE ESTERASE LIPL 	16	95.1	199.8	1.07	4565.2	6393.38	104.7	0.02070	0.27998
Rv1498A	-	hypothetical protein Rv1498A 	3	213.3	133.6	-0.68	1919.5	801.31	-79.7	0.46330	0.92476
Rv1498c	-	PROBABLE METHYLTRANSFERASE 	16	173.6	152.3	-0.19	8332.9	4874.63	-21.3	0.63240	0.97682
Rv1499	-	hypothetical protein Rv1499 	5	212.8	283.5	0.41	3191.6	2834.69	70.7	0.28900	0.87321
Rv1500	-	PROBABLE GLYCOSYLTRANSFERASE 	36	124.9	90.4	-0.47	13484.8	6506.21	-34.5	0.44950	0.92394
Rv1501	-	hypothetical protein Rv1501 	33	34.8	20.9	-0.74	3446.2	1378.16	-13.9	0.11580	0.67451
Rv1502	-	hypothetical protein Rv1502 	33	37.2	25.5	-0.54	3680.3	1683.91	-11.7	0.42640	0.91583
Rv1503c	-	hypothetical protein Rv1503c 	18	165.8	146.1	-0.18	8951.1	5258.61	-19.7	0.66550	0.98519
Rv1504c	-	hypothetical protein Rv1504c 	12	270.5	278.6	0.04	9738.1	6685.67	8.1	0.90450	1.00000
Rv1505c	-	hypothetical protein Rv1505c 	27	46.6	34.0	-0.46	3771.8	1834.00	-12.6	0.49290	0.93838
Rv1506c	-	hypothetical protein Rv1506c 	20	50.0	43.6	-0.20	2999.5	1743.75	-6.4	0.78810	0.99934
Rv1507A	-	hypothetical protein Rv1507A 	18	33.9	74.3	1.13	1831.4	2675.85	40.4	0.13040	0.70459
Rv1507c	-	hypothetical protein Rv1507c 	29	12.8	17.0	0.40	1115.5	983.91	4.1	0.78320	0.99750
