Rv_ID,Name,Description,Final Call,Functional_Category,PE35_KO_vs_mbio_H37Rv,PPE68_KO_vs_mbio_H37Rv,Rv0950c_KO_vs_CB_WT,Rv0954_KO_vs_RJ_WT,Rv1096_KO_vs_CB_WT,Rv3005c_KO_day32_vs_dejesus_H37Rv_day32,Rv3594_KO_vs_Rubin_FLUTE_WT,Rv3684_KO_vs_CB_WT,Rv3717_KO_vs_Rubin_FLUTE_WT,Rv3811_KO_vs_Rubin_FLUTE_WT,bellerose_MB_HRZE_wk1_vs_bellerose_MB_d21_untreated,bellerose_MB_HRZE_wk1_vs_bellerose_MB_pretreatment,bellerose_MB_d21_untreated_vs_bellerose_MB_pretreatment,carey_621_vs_carey_rv,carey_630_vs_carey_rv,carey_631_vs_carey_rv,carey_632_vs_carey_rv,carey_641_vs_carey_rv,carey_662_vs_carey_rv,carey_663_vs_carey_rv,carey_667_vs_carey_rv,dejesus_H37Rv_day32_vs_dejesus_H37Rv_day0,dejesus_Rv0307c_day32_vs_dejesus_Rv0307c_day0,dejesus_Rv1432_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1432_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1432_day32_vs_dejesus_Rv1432_day0,dejesus_Rv1565c_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1565c_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1565c_day32_vs_dejesus_Rv1565c_day0,dejesus_Rv2680_day0_vs_dejesus_H37Rv_day0,dejesus_Rv2680_day32_vs_dejesus_H37Rv_day32,dejesus_Rv2680_day32_vs_dejesus_Rv2680_day0,dejesus_Rv3916c_day32_vs_dejesus_Rv3916c_day0,eccD1_KO_vs_mbio_H37Rv,espI_KO_vs_mbio_H37Rv,griffin_cholesterol_vs_griffin_glycerol,griffin_glycerol_vs_mbio_H37Rv,kieser_dPonA1_vs_mbio_H37Rv,korte_2016_otsa_trehalose_vs_korte_2016_otsa_7h9,marP_KO_vs_marP_WT,minato_minimal_plate_vs_minato_rich_plate,mishra_C3H_vs_mishra_B6,mishra_NOS2_vs_mishra_B6,mishra_NOS2_vs_mishra_C3H,nambi_2015_ctpC_vs_nambi_2015_wt,ritterhaus_hypoxia_H3_vs_ritterhaus_hypoxia_input,ritterhaus_hypoxia_H6_vs_ritterhaus_hypoxia_input,xu_emb_2.5_vs_xu_emb_0,xu_emb_3_vs_xu_emb_0,xu_inh_025_vs_xu_inh_0,xu_inh_02_vs_xu_inh_0,xu_mero_2.5_vs_xu_mero_0,xu_rif_4_vs_xu_rif_0,xu_van_16_vs_xu_van_0,zhang_AA_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_DETA-NO_pH_7.0_vs_zhang_pH_7.0_no_NO_control,zhang_Fe_1.5mM_vs_zhang_Fe_450uM,zhang_Trp_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_Tyloxapol_pH_6.5_vs_zhang_Tyloxapol_pH_4.5,zhang_Tyloxapol_pH_6.5_vs_zhang_pcit_pH_4.5,zhang_mhcii_mouse_d10_vs_zhang_wt_mouse_d10,zhang_mhcii_mouse_d45_vs_zhang_wt_mouse_d45,zhang_wt_mouse_d10_vs_zhang_input_library,zhang_wt_mouse_d45_vs_zhang_input_library,pca1,pca2,pca3,tsne1,tsne2,y_hc
Rv1022,lpqU,Probable conserved lipoprotein LpqU,NE,cell wall and cell processes,0.22,0.12,-0.23,-0.55,0.16,-1.55,-0.78,-0.14,-0.54,-0.08,-0.53,-0.89,-0.36,1.5,0.81,0.1,0.72,0.48,0.22,0.15,1.22,0.98,2.63,-0.43,-1.77,-0.37,0.61,1.63,2.0,-1.3,-3.94,-1.66,-0.74,0.05,-0.38,-1.56,-1.11,0.88,0.35,-1.47,0.46,-0.03,0.21,0.24,-2.18,-0.05,0.15,-0.1,-1.06,0.82,-0.25,-0.67,-0.42,-0.3,0.96,-0.66,0.39,0.14,-0.6,-1.59,-0.79,-0.87,0.76,-1.47,3.143273945895124,9.195214117162871,0.925225644608344,-15.288224,-41.034977,0
Rv1023,eno,Probable enolase Eno,GD,intermediary metabolism and respiration,0.28,-0.38,-0.14,-3.41,-1.66,0.0,-0.38,-1.38,-2.18,-2.14,0.0,0.0,0.0,2.34,1.23,-0.1,-0.1,-0.1,-0.1,3.89,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,1.02,0.0,-2.0,-2.0,0.0,-1.79,-1.7,0.0,0.0,0.0,0.0,-0.08,1.7,0.0,0.0,-0.06,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,2.16,0.0,0.0,0.0,0.0,-0.79,-0.79,-9.783725504234013,7.809661173146263,7.7221967774269515,9.580153,-32.26523,0
Rv1026,-,hypothetical protein,NE,"virulence, detoxification, adaptation",-0.47,0.38,-0.05,2.3,0.23,-4.03,1.47,0.87,3.58,2.72,0.96,0.84,-0.12,-1.15,1.23,-0.29,-0.36,0.45,1.5,-0.31,0.2,2.31,4.47,2.12,1.28,1.47,-2.03,-4.03,0.0,-2.03,-4.03,0.0,-0.4,0.52,0.26,0.45,0.62,-0.25,2.85,0.47,1.92,0.44,0.25,-0.19,2.71,0.1,-0.44,0.48,0.75,-1.39,-0.04,-0.07,0.99,-0.89,6.07,0.27,-0.57,-0.58,1.53,0.01,0.49,-1.55,-1.35,0.91,-12.862054215616165,0.4674832511927079,-0.07686856865992164,16.385607,-32.6096,3
Rv1027c,kdpE,Probable transcriptional regulatory protein KdpE,NE,regulatory proteins,0.26,0.4,0.27,1.95,0.53,5.35,0.08,0.15,-0.82,-0.53,0.99,0.04,-0.95,1.96,-1.41,-0.33,0.2,0.53,0.15,0.79,0.38,-3.86,-0.3,-7.56,-2.62,1.08,-6.91,-2.75,-0.76,1.97,5.07,-0.75,-3.1,0.29,-0.18,1.88,-0.98,1.38,2.54,-0.05,0.86,1.71,0.84,-0.87,-2.61,-0.42,-0.98,-0.04,-0.39,-0.18,-0.11,-0.68,0.01,0.03,-4.23,0.3,0.44,0.12,0.49,-0.39,-4.38,-0.17,2.55,1.26,-2.4388126128292265,-0.7631466748711356,0.7646718264054286,4.5073466,-17.945759,2
Rv1028A,kdpF,Probable membrane protein KdpF,NE,cell wall and cell processes,0.9,0.22,0.04,2.2,-0.01,-2.33,7.23,-0.05,6.92,6.33,-3.14,-1.81,1.33,-3.26,0.69,-2.31,0.13,-1.08,0.7,-1.58,0.16,-0.65,-1.92,3.31,5.08,1.11,-4.66,-3.86,1.05,-1.3,-4.04,-3.44,-2.15,0.89,1.71,0.29,0.21,-4.87,-1.44,-1.02,-3.15,0.66,-0.96,-1.61,-4.28,-0.04,0.33,-0.17,-0.15,-0.25,0.29,-1.04,-0.74,0.08,-3.54,0.27,2.05,-3.54,-1.79,-1.66,0.0,2.95,-3.4,-3.4,-0.08735187959209982,-1.5457623196117272,0.46860401262742013,-7.355286,-6.1403785,1
Rv1028c,kdpD,Probable sensor protein KdpD,NE,regulatory proteins,0.06,0.01,0.11,0.18,0.62,1.47,0.58,0.44,0.74,0.7,0.42,0.18,-0.24,-0.31,-0.22,-1.25,-0.3,-0.23,-0.22,-0.64,0.45,1.15,3.37,0.72,-0.29,0.14,1.7,0.75,0.2,0.07,-0.87,0.22,-1.17,0.27,-0.18,-0.08,0.93,-0.57,3.0,0.16,1.1,-0.11,0.04,0.15,-0.77,-0.19,-0.3,-0.27,-0.33,-0.71,-0.73,0.18,-0.23,-0.09,0.66,0.11,-0.55,0.26,0.72,0.89,1.01,-0.69,-0.48,-0.27,-2.270983324994678,-1.883451529980432,0.12651858812949018,12.854019,-14.088535,0
Rv1029,kdpA,Probable potassium-transporting ATPase a chain KdpA (potassium-translocating ATPase a chain) (ATP phosphohydrolase [potassium-transporting] a chain) (potassium binding and translocating subunit A),NE,cell wall and cell processes,0.27,0.06,0.15,0.03,0.31,-5.9,-0.11,-0.05,0.09,-0.16,-0.46,0.13,0.58,-0.27,-0.26,-0.62,0.41,-0.28,-0.3,0.05,-0.17,0.67,0.07,0.08,-0.56,0.03,-0.22,-0.85,0.04,-0.42,-0.63,0.45,-1.88,-0.17,-0.0,-0.43,0.39,0.65,0.31,-0.01,0.33,0.3,0.11,-0.19,-0.08,0.01,-0.1,-0.14,0.38,1.74,0.03,-0.07,0.09,0.08,0.04,0.05,0.14,-0.08,-0.33,0.06,-1.07,-0.22,1.24,0.77,-0.4594445753607518,-0.020643466912791824,-2.6563176367155723,8.99592,20.610739,3
Rv1030,kdpB,Probable potassium-transporting P-type ATPase B chain KdpB (potassium-translocating ATPase B chain) (ATP phosphohydrolase [potassium-transporting] B chain) (potassium binding and translocating subunit B),NE,cell wall and cell processes,-0.61,-0.61,-0.29,1.16,0.12,2.77,-0.27,0.24,0.24,0.09,-0.32,-0.38,-0.06,-0.23,1.71,-0.18,0.21,0.29,0.63,0.7,0.23,-0.99,-0.69,-0.14,0.77,-0.08,0.72,2.35,0.64,-0.17,1.18,0.36,-0.12,-0.5,-0.32,-0.26,0.52,-0.58,-1.52,-0.22,0.15,0.17,0.4,0.23,0.61,-0.1,0.06,0.26,0.37,-0.16,-0.0,0.06,-0.13,-0.12,0.07,-0.12,-0.25,0.36,0.74,0.56,-0.19,-0.02,0.67,0.45,-1.0014777287423748,-0.28990039707180104,-3.215066709463556,15.039257,22.898233,4
Rv1031,kdpC,Probable potassium-transporting ATPase C chain KdpC (potassium-translocating ATPase C chain) (ATP phosphohydrolase [potassium-transporting] C chain) (potassium binding and translocating subunit C),NE,cell wall and cell processes,-0.01,0.13,-0.12,-0.52,0.24,1.57,-0.83,-0.29,-0.64,-0.46,0.49,0.13,-0.36,0.76,0.74,-0.33,0.09,0.11,0.27,0.6,-0.38,-1.13,-0.1,0.28,1.43,0.02,1.18,2.41,0.1,-1.11,-2.92,-2.94,-1.2,-0.03,0.19,0.6,-0.31,0.86,-2.05,-1.07,0.89,-0.8,-0.56,0.24,-0.56,0.17,0.21,-0.01,-0.22,-0.22,0.07,-0.02,-0.3,-0.1,-0.5,-0.21,0.41,-0.71,0.21,0.69,0.64,0.49,-0.21,-0.36,1.919005484927085,0.6733390368065151,-0.49651884036800487,-21.07342,-17.991648,0
Rv1032c,trcS,Two component sensor histidine kinase TrcS,NE,regulatory proteins,-0.33,-0.26,0.29,0.25,0.53,-0.26,-0.07,0.33,-0.37,0.02,0.11,0.18,0.07,-0.18,-0.02,-0.28,0.33,-0.32,0.45,0.24,-0.35,-0.53,0.09,0.2,0.63,-0.1,-0.62,-0.28,-0.19,-1.25,-0.6,0.12,3.35,-0.23,-0.13,-0.04,-0.31,-0.5,0.0,0.48,1.16,0.0,0.16,0.16,-0.15,0.04,-0.15,-0.2,-0.33,-0.71,-0.93,-0.04,-0.0,0.01,0.35,0.32,0.07,-2.52,-0.1,0.81,-0.68,0.06,-0.25,0.27,-3.3721168393531684,0.14892916537847528,3.0326819669936094,6.694799,-24.271555,0
Rv1033c,trcR,Two component transcriptional regulator TrcR,GA,regulatory proteins,-0.61,-0.54,0.28,0.46,0.13,-1.86,0.16,0.08,-0.45,-0.25,-0.31,-0.23,0.08,-0.42,-0.6,-0.35,-0.23,-0.36,-0.55,-0.71,-0.33,0.35,1.19,-0.52,-0.88,-0.02,-0.46,-0.59,0.22,-0.73,-1.12,-0.04,0.03,-0.7,-0.48,0.72,-0.49,-0.84,0.29,0.28,0.53,-0.0,-0.24,-0.24,0.54,-0.03,-0.46,0.02,-0.05,-0.41,-0.38,0.44,-0.13,0.04,-0.54,0.24,0.33,-1.02,-0.47,-0.19,-0.11,0.79,0.0,-0.22,11.055018154424795,2.051293038880101,-4.136702333917682,-35.900482,25.563944,0
Rv1034c,-,Probable transposase (fragment),NE,insertion seqs and phages,-0.82,0.02,2.3,2.53,-2.06,-5.84,-6.71,1.2,-6.71,-2.08,2.76,-1.82,-4.42,-2.81,-3.37,-1.37,-5.0,-0.87,-2.0,-1.4,-0.78,5.84,0.0,0.0,-5.84,0.0,0.0,-5.84,0.0,4.52,0.96,2.31,0.0,-0.95,0.07,-3.6,-0.54,2.14,4.77,-1.61,-3.95,2.7,3.97,1.42,5.37,-0.78,0.05,-1.2,-1.91,0.14,0.18,-0.15,-1.08,0.45,-7.11,0.17,4.81,-7.11,1.11,3.21,1.11,1.76,-1.04,-6.07,2.1699246783137274,4.868393481339023,0.28240410800970456,23.647318,2.617228,1
Rv1035c,-,Probable transposase (fragment),NE,insertion seqs and phages,-0.46,-1.06,0.09,0.01,0.51,1.05,1.46,0.31,2.68,2.38,1.62,-0.05,-1.66,1.81,-0.68,0.52,-1.69,-0.03,0.19,-0.09,-0.27,4.38,4.11,0.68,-4.38,-0.68,4.28,-0.17,-0.06,6.74,3.87,1.45,-0.74,-0.75,-0.74,1.58,-1.88,-6.36,-0.98,-0.77,1.12,4.23,2.21,-2.03,5.35,-0.06,-0.3,0.31,0.33,0.26,-0.08,0.29,0.46,0.25,1.89,-0.62,3.82,5.05,0.9,3.12,0.66,1.1,-1.63,-2.13,-1.0958765134405641,-1.3116445773021932,3.5566944180392475,-23.87867,-11.16411,4
Rv1036c,-,Probable IS1560 transposase (fragment),NE,insertion seqs and phages,-0.9,-0.58,-0.12,0.14,-0.27,1.16,0.66,0.01,0.32,-0.1,-1.29,-1.47,-0.18,-0.66,-1.16,-1.3,-1.2,-0.82,-1.18,-0.65,-1.07,-1.18,4.43,-0.69,1.01,0.52,0.66,2.09,0.25,-1.66,-0.63,-0.15,2.02,-0.85,-0.76,0.03,-0.03,-1.08,0.96,-0.3,0.32,-1.58,-1.36,0.22,0.45,-0.09,0.04,0.1,0.03,0.51,0.34,0.55,0.02,0.0,0.92,0.33,1.26,-0.4,-0.32,1.31,-2.43,0.02,0.34,0.04,0.8079191805966953,-2.1282472283166074,1.5488609912612294,-10.718219,1.6149995,0
Rv1037c,esxI,Putative ESAT-6 like protein EsxI (ESAT-6 like protein 1),NE,cell wall and cell processes,-0.79,-0.56,-0.11,0.45,-0.17,2.06,-0.39,-0.02,0.26,-0.28,0.07,-0.05,-0.11,-0.68,0.2,0.55,0.15,-0.39,-0.34,-0.17,-0.24,-0.99,-0.74,-0.42,1.27,0.7,-3.27,-3.88,-1.6,0.54,1.35,-0.19,-0.99,-0.87,-0.24,-0.15,0.23,-1.62,-1.04,-0.33,-0.18,0.65,0.31,-0.34,-0.51,0.11,0.0,0.38,0.24,0.09,0.27,0.08,-0.09,0.04,-1.03,0.1,0.06,-1.6,0.3,1.33,-0.25,0.16,-0.39,-0.38,4.532524153466632,3.121336560906063,-6.710783402120048,-13.296629,25.731441,0
Rv1038c,esxJ,ESAT-6 like protein EsxJ (ESAT-6 like protein 2),NE,cell wall and cell processes,-0.75,-0.73,0.18,0.89,0.18,-6.63,-0.24,-0.13,0.02,-0.38,1.04,0.89,-0.15,-0.22,-1.32,-0.41,-0.79,-0.54,-0.9,0.47,0.37,-0.37,0.29,-2.37,-1.2,0.8,-0.44,-0.17,-0.1,-0.58,-0.4,-0.19,0.13,-0.74,-0.98,-0.84,0.38,-0.61,0.28,0.56,-0.0,0.04,0.01,-0.03,-1.06,-0.27,-0.59,0.22,0.19,0.3,0.04,0.48,-0.09,-0.33,1.03,0.02,0.48,0.28,-0.17,0.16,-0.84,-0.57,1.57,1.06,-6.582440378914536,0.596887711144863,-1.5430344998655576,8.374908,-40.308643,3
Rv1039c,PPE15,PPE family protein PPE15,NE,PE/PPE,-0.28,-0.42,0.2,-0.36,0.23,1.75,-0.18,0.21,-0.07,-0.05,0.08,0.03,-0.05,0.4,0.25,0.96,0.59,0.29,0.19,0.74,0.14,-0.77,-1.05,-0.11,0.56,-0.1,-1.22,-0.31,0.14,-0.35,0.2,-0.21,-0.08,-0.22,-0.31,0.47,-0.21,-0.03,-0.96,0.07,0.13,0.96,0.81,-0.15,0.45,-0.1,-0.13,0.0,0.12,0.2,-0.04,-0.02,0.28,-0.02,-0.61,-0.15,-0.46,0.36,-0.04,-1.18,0.05,0.15,0.33,0.37,-0.466932360773076,-1.297750082696898,2.057109501043476,-5.6808324,-4.381613,0
Rv1040c,PE8,PE family protein PE8,NE,PE/PPE,-0.81,-0.63,0.04,-0.04,0.38,-2.91,0.18,0.39,0.35,-0.22,-0.86,-0.74,0.12,-1.68,0.45,0.69,0.52,0.14,0.4,0.48,0.74,1.13,0.79,0.25,-0.86,0.02,-0.53,-1.25,0.41,1.03,-1.63,-1.54,-0.73,-0.3,-0.5,-0.4,-0.79,-0.15,-0.6,0.14,0.28,-0.17,-0.7,-0.53,1.16,-0.03,-0.22,0.45,0.55,0.62,-0.4,-0.35,-0.1,-0.23,0.64,-0.25,2.24,0.18,1.13,2.4,-1.4,-0.31,2.31,0.45,-1.9003200380836651,0.44210282580415045,1.8621480389390734,3.0694587,-12.842061,0
Rv1041c,-,Probable is like-2 transposase,NE,insertion seqs and phages,-0.24,-0.33,0.13,-0.06,0.17,0.08,-0.33,-0.02,-0.22,-0.44,-0.48,0.14,0.62,-0.25,-0.48,-0.36,-0.5,-0.71,-0.29,-0.46,-0.68,0.69,-0.87,-0.83,-1.3,0.22,0.43,-0.05,0.21,0.94,0.35,0.1,-0.86,-0.27,-0.26,-0.1,0.49,-0.23,0.59,0.33,-0.02,0.56,0.19,-0.36,1.72,0.12,0.19,0.12,-0.02,0.05,0.02,0.08,0.14,0.02,-0.21,-0.07,-0.04,-0.32,0.05,0.46,-0.35,-0.4,0.19,1.54,0.021321560469420003,-1.9032438867081984,0.7226014864366183,-0.016069185,9.276991,0
Rv1042c,-,Probable is like-2 transposase,NE,insertion seqs and phages,0.18,0.21,0.22,-0.6,0.45,-6.62,0.17,-0.09,1.22,0.63,-0.14,0.61,0.76,-0.71,-0.25,-0.17,-1.35,-0.99,-0.21,-0.22,-0.22,2.16,1.15,0.83,-0.61,0.72,1.65,-0.18,0.33,1.73,-1.09,-0.66,-3.27,-0.0,0.15,0.01,0.75,-0.75,-1.23,-0.03,0.29,0.95,0.67,-0.28,4.03,0.27,0.67,-0.0,0.12,-0.37,-0.25,0.01,0.57,0.13,0.79,-0.17,0.37,-0.09,0.25,0.48,0.08,0.86,-0.74,0.15,0.1382020483004718,-2.17442253925005,0.5979082789457448,-7.719494,-7.548944,3
Rv1043c,-,hypothetical protein,GA,conserved hypotheticals,-0.23,-0.37,0.25,-0.06,0.32,1.1,0.78,0.2,0.63,0.85,0.1,0.2,0.1,-0.05,-0.59,0.45,0.15,0.05,0.19,0.44,0.18,1.03,-0.44,0.14,-0.8,0.09,-0.47,-1.1,0.39,0.73,-0.86,-0.56,0.36,-0.36,-0.15,0.36,-0.45,-0.35,-0.58,0.16,0.05,-0.11,-0.37,-0.26,-0.34,0.04,0.0,-0.1,-0.18,1.24,0.8,0.03,0.0,0.02,0.08,0.25,0.66,-0.33,0.35,0.67,0.01,0.54,0.3,-0.65,3.4184065475942442,-2.489022760293203,-2.244086895180524,-2.6622326,29.974491,0
Rv1045,-,Hypothetical protein,NE,conserved hypotheticals,-0.11,-0.27,-0.0,0.74,-0.02,-4.43,-0.68,0.25,-0.3,-0.35,0.13,0.35,0.22,0.64,0.12,-0.44,-0.5,-0.1,0.15,-0.23,0.5,0.48,-0.52,0.36,-0.19,-0.07,-0.83,-1.16,0.15,0.08,0.73,1.13,0.89,-0.01,0.15,-0.19,0.29,-0.28,0.13,0.25,0.5,-0.29,-0.36,-0.07,0.91,-0.2,0.05,-0.12,-0.17,-0.36,-0.06,-0.23,-0.16,0.05,-0.51,-0.07,-0.67,-0.62,-0.19,-0.91,-0.62,-0.23,0.11,-0.58,1.3024795596535648,2.5594258212408696,2.744027534631703,-17.425365,12.5675335,3
Rv1046c,-,Hypothetical protein,NE,unknown,-0.8,-0.76,0.25,-1.64,0.7,2.79,-0.99,0.52,-0.32,-0.94,-0.63,-0.27,0.36,-1.16,-0.33,-0.28,-0.56,-0.43,-0.4,-0.13,-0.41,-2.6,0.09,1.38,4.6,0.62,0.04,2.28,-0.36,1.4,4.7,0.7,0.59,-0.57,-0.63,0.82,-0.59,-0.09,1.1,-0.46,0.01,-0.2,-0.23,-0.03,0.8,0.13,0.29,0.05,0.05,-0.26,-0.22,0.07,0.17,0.06,1.46,0.04,-0.23,-1.4,0.4,2.42,-0.27,-0.59,0.28,0.07,-6.394198803563078,3.5377980449886,0.30363773134986555,10.827025,-33.21436,4
Rv1047,-,Probable transposase,NE,insertion seqs and phages,-0.2,-0.58,-0.04,-0.1,-0.28,-0.22,0.13,-0.26,-0.2,-0.0,0.05,0.32,0.28,-0.15,0.25,-0.85,-0.21,-0.72,-0.09,-0.19,-0.33,1.18,-0.83,0.2,-1.24,-0.26,-0.71,-1.69,0.2,0.3,-0.45,0.43,0.31,-0.61,-0.52,-0.19,-0.65,-1.07,-0.43,-0.12,-0.01,1.08,0.37,-0.71,1.13,0.04,-0.27,0.12,0.24,0.15,-0.25,-0.3,-0.0,0.01,0.47,-0.15,0.62,0.26,0.04,0.11,-0.42,0.53,0.3,0.73,4.126421421761073,-2.134076848439217,-2.379553748144951,-2.1128407,29.905651,0
Rv1048c,-,Hypothetical protein,NE,conserved hypotheticals,-0.08,-0.06,-0.04,0.26,-0.17,1.39,0.3,-0.02,0.06,0.36,0.7,0.55,-0.15,0.09,-0.16,-0.34,-0.39,-0.16,-0.11,0.49,0.01,0.6,1.17,-0.15,-0.23,0.53,0.47,1.17,1.3,-0.31,-0.02,0.89,0.41,-0.03,-0.02,0.17,0.03,-0.05,-0.24,0.27,-0.43,-0.39,-0.07,0.32,-0.22,-0.06,-0.12,0.33,0.32,-0.09,0.03,-0.14,0.03,0.09,0.63,0.1,-0.51,-1.22,-0.08,-0.21,0.49,0.72,0.34,-0.66,2.4791202687327485,0.06600419786790433,1.9912228581966342,-15.360664,-10.285606,0
Rv1049,-,Probable transcriptional repressor protein,NE,regulatory proteins,-0.58,-0.37,0.1,0.32,0.45,-4.78,0.46,0.18,1.7,1.4,0.46,-0.51,-0.97,1.43,1.3,0.82,1.22,0.73,1.31,0.92,0.71,1.07,-0.95,1.73,0.74,0.09,0.04,-1.57,-0.54,1.43,-0.06,-0.42,3.42,-0.43,-0.81,0.27,-1.19,-1.06,1.09,0.06,0.79,-1.82,-0.76,1.06,0.15,0.21,0.11,0.33,0.47,-0.27,-0.09,0.47,0.34,0.07,0.5,0.5,2.49,0.36,-0.03,-1.46,0.82,0.1,-1.1,-1.62,4.970737478111863,4.554689035621596,-2.62186523185054,-29.796638,20.619755,3
Rv1050,-,Probable oxidoreductase,NE,intermediary metabolism and respiration,-0.2,0.02,0.35,-1.28,0.31,2.29,-0.44,0.51,-0.37,-0.64,1.24,0.74,-0.5,1.28,0.98,1.98,0.19,0.5,-0.27,0.45,1.24,0.8,-0.03,-2.25,-2.0,1.05,1.47,0.53,-0.14,0.05,0.51,1.26,-0.3,-0.12,-0.04,-0.22,0.1,0.81,-1.77,-0.08,-0.33,0.96,0.91,-0.05,2.28,-0.31,0.86,-0.28,-0.42,-0.25,0.12,0.88,-0.47,-0.17,0.35,-0.18,-0.56,0.49,-0.11,0.01,0.1,0.34,-0.93,-0.42,1.6069194609021296,-0.18504001675134005,-1.7796812999006801,-14.447763,44.904037,0
Rv1051c,-,hypothetical protein,NE,conserved hypotheticals,-0.34,-0.67,0.21,-2.61,0.93,-1.68,0.07,-0.02,-0.51,-1.2,2.22,-0.04,-2.27,2.11,0.03,-0.9,2.12,-0.44,0.22,1.18,0.61,1.97,-3.01,-7.23,-7.92,1.28,-0.12,-2.64,-0.55,-0.29,0.24,2.49,3.0,-0.47,-0.29,0.47,-1.89,0.55,0.04,-0.29,0.85,2.02,4.23,2.21,-2.31,-0.02,0.07,0.03,-0.3,0.07,0.17,-0.05,0.3,0.18,1.15,0.17,2.43,-0.16,-0.28,1.29,0.32,1.86,0.15,-2.81,-3.24071538258978,-0.23047926269325147,0.8972901736601022,5.049468,-16.120043,2
Rv1052,-,Hypothetical protein,NE,conserved hypotheticals,-0.1,0.08,0.02,0.02,0.06,-4.26,-0.05,0.52,-0.82,-0.47,0.41,0.54,0.12,1.04,1.63,0.33,0.76,0.71,-0.06,0.16,0.41,-0.41,-0.61,1.83,1.79,-0.45,2.47,3.22,0.34,1.89,1.76,-0.54,-0.17,0.11,-0.18,0.32,0.39,-0.41,-2.58,-1.02,1.23,-0.09,-0.02,0.07,2.41,-0.09,-0.11,-0.47,-0.34,-0.2,-0.14,0.12,-0.15,0.16,3.08,0.03,1.44,2.93,-0.0,0.48,-0.09,-0.63,0.47,1.37,0.8104813149134225,-0.27259050257729506,-2.857334328497115,11.555243,23.113108,3
Rv1053c,-,Hypothetical protein,NE,conserved hypotheticals,0.7,0.71,-0.25,-0.49,-0.01,-5.27,0.37,0.11,0.61,0.25,-1.12,-0.36,0.77,0.75,1.52,0.28,0.08,0.43,0.86,0.61,-0.34,0.76,0.36,1.7,1.57,0.63,2.42,1.77,0.1,2.61,1.47,-0.37,1.29,0.48,0.48,0.69,-1.23,-0.52,0.55,-0.37,0.86,-0.23,-0.04,0.19,4.52,0.12,-0.43,0.12,0.16,0.28,0.33,-0.63,-0.13,0.08,3.02,-0.01,0.42,4.88,-0.27,0.96,0.52,-0.04,-0.44,0.12,-1.439438296924382,-3.0288547151978116,0.6406599500725374,12.115825,-12.268728,3
Rv1054,-,Probable integrase (fragment),NE,insertion seqs and phages,-0.04,-0.28,-0.43,3.58,-0.17,-2.23,-1.02,-0.19,-1.19,-1.3,-0.4,-0.66,-0.26,1.58,-0.29,0.23,0.44,0.15,0.83,0.28,0.88,-0.71,6.25,1.09,1.49,-0.31,0.44,1.9,0.75,1.11,2.38,0.56,1.58,0.95,0.45,-0.06,0.22,1.14,1.96,-0.27,0.12,1.49,0.04,-1.45,-0.59,-0.09,-0.44,0.16,-0.22,-0.16,0.02,0.54,0.3,0.1,-0.89,-0.19,-1.33,-0.36,1.44,0.68,-0.16,0.99,-2.65,-0.46,7.982962431445869,0.7869312808990164,0.9632479100590584,-25.33051,29.247345,3
Rv1055,-,Possible integrase (fragment),NE,insertion seqs and phages,-0.33,0.15,1.62,1.04,1.63,2.02,5.76,0.03,6.36,3.15,1.81,0.88,-0.93,-3.99,-2.95,-2.11,-4.95,-1.76,-2.18,-1.8,-1.88,0.0,-2.65,0.0,0.0,0.0,0.0,0.0,0.0,7.83,4.53,-3.36,-5.58,0.79,0.46,1.57,-0.82,-2.38,0.75,2.07,-1.31,1.34,4.13,2.79,2.48,0.21,0.18,-0.17,-1.32,-0.18,1.76,-2.99,-1.96,0.2,0.24,0.06,-0.3,-2.89,0.23,-0.85,-4.85,-2.39,1.05,0.14,0.6211685026750496,7.207284865466927,-3.2111301453916785,-23.6037,13.500976,4
Rv1056,-,hypothetical protein,NE,conserved hypotheticals,0.16,0.12,0.02,0.64,0.03,0.95,-0.03,-0.07,-0.15,-0.19,0.04,0.03,-0.0,-0.34,0.08,-0.58,0.26,-0.21,-0.12,0.32,-0.13,0.64,-1.13,0.21,-0.2,0.23,0.11,-0.5,0.03,-0.16,-1.06,-0.25,1.07,0.04,0.2,-0.01,0.11,0.22,0.26,0.64,-0.05,0.57,0.32,-0.25,0.35,-0.12,-0.09,-0.05,-0.17,-0.29,-0.33,0.18,-0.09,0.01,-0.13,0.04,0.68,-0.28,-0.1,-0.15,0.53,0.75,0.46,0.12,-4.720748185570734,2.279133915453787,0.22841465697209312,2.3519387,-28.960966,0
