#Orf	Name	Desc	Sites	Mean Ctrl	Mean Exp	log2FC	Sum Ctrl	Sum Exp	Delta Sum	p-value	Adj. p-value
Rv1312	-	CONSERVED HYPOTHETICAL SECRETED PROTEIN 	10	21.3	9.8	-1.12	765.1	351.48	-413.6	0.05800	0.40247
Rv1313c	-	POSSIBLE TRANSPOSASE 	16	53.0	51.1	-0.05	3390.1	3270.73	-119.3	0.88690	1.00000
Rv1314c	-	hypothetical protein Rv1314c 	15	54.4	100.7	0.89	3265.9	6044.63	2778.8	0.01410	0.15123
Rv1315	murA	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 	16	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv1316c	ogt	PROBABLE METHYLATED-DNA--PROTEIN-CYSTEINE METHYLTRANSFERASE OGT (6-O-methylguanine-DNA methyltransferase) (O-6-methylguanine-DNA-alkyltransferase) 	9	95.4	62.1	-0.62	3053.6	1988.06	-1065.6	0.25160	0.84360
Rv1317c	alkA	PROBABLE ADA REGULATORY PROTEIN ALKA (Regulatory protein of adaptative response) (Methylated-DNA--protein-cysteine methyltransferase) (O-6-methylguanine-DNA alkyltransferase) (O-6-methylguanine-DNA methyltransferase) (3-methyladenine DNA glycosylase II) 	13	54.1	65.3	0.27	2815.1	3396.06	581.0	0.35800	0.94128
Rv1318c	-	POSSIBLE ADENYLATE CYCLASE (ATP PYROPHOSPHATE-LYASE) (ADENYLYL CYCLASE) 	19	61.8	71.1	0.20	4452.7	5120.75	668.0	0.45540	0.97453
Rv1319c	-	POSSIBLE ADENYLATE CYCLASE (ATP PYROPHOSPHATE-LYASE) (ADENYLYL CYCLASE) 	28	73.5	83.7	0.19	8230.0	9379.98	1150.0	0.38960	0.96168
Rv1320c	-	POSSIBLE ADENYLATE CYCLASE (ATP PYROPHOSPHATE-LYASE) (ADENYLYL CYCLASE) 	29	71.4	79.7	0.16	7709.8	8603.75	893.9	0.35870	0.94128
Rv1321	-	hypothetical protein Rv1321 	12	63.7	72.4	0.18	3059.0	3476.22	417.2	0.60070	1.00000
Rv1322	-	hypothetical protein Rv1322 	5	55.3	52.4	-0.08	1105.5	1047.28	-58.2	0.86000	1.00000
Rv1322A	-	hypothetical protein Rv1322A 	6	28.6	48.7	0.77	686.5	1167.98	481.5	0.04520	0.34682
Rv1323	fadA4	acetyl-CoA acetyltransferase 	14	62.5	98.3	0.65	3250.7	5111.30	1860.6	0.11310	0.58989
Rv1324	-	POSSIBLE THIOREDOXIN 	6	3.7	2.4	-0.60	73.5	48.49	-25.0	0.47520	0.97634
Rv1325c	PE_PGRS24	PE-PGRS FAMILY PROTEIN 	10	17.0	17.8	0.07	543.8	570.62	26.8	0.90670	1.00000
Rv1326c	glgB	glycogen branching enzyme 	42	0.5	0.0	-0.63	4.4	0.00	-4.4	0.46560	0.97453
Rv1327c	glgE	PROBABLE GLUCANASE GLGE 	39	0.2	0.9	2.02	3.4	13.92	10.5	0.60540	1.00000
Rv1328	glgP	PROBABLE GLYCOGEN PHOSPHORYLASE GLGP 	45	18.9	16.6	-0.18	3320.5	2930.28	-390.2	0.42130	0.97293
Rv1329c	dinG	PROBABLE ATP-DEPENDENT HELICASE DING 	24	30.2	29.4	-0.04	2656.0	2583.20	-72.8	0.90420	1.00000
Rv1330c	-	nicotinate phosphoribosyltransferase 	23	51.9	45.1	-0.20	4357.3	3787.29	-570.0	0.49570	0.98991
Rv1331	clpS	ATP-dependent Clp protease adaptor protein ClpS 	5	90.2	201.6	1.16	1804.4	4032.75	2228.4	0.01840	0.18681
Rv1332	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	7	32.9	82.4	1.32	922.1	2306.91	1384.8	0.07080	0.45711
Rv1333	-	PROBABLE HYDROLASE 	13	48.8	36.2	-0.43	2342.0	1735.57	-606.4	0.26660	0.86412
Rv1334	-	hypothetical protein Rv1334 	12	78.7	90.2	0.20	3777.5	4331.27	553.7	0.46410	0.97453
Rv1335	-	9.5 KDA CULTURE FILTRATE ANTIGEN CFP10A 	5	118.7	86.2	-0.46	2373.4	1724.95	-648.4	0.28140	0.87886
Rv1336	cysM	PROBABLE CYSTEINE SYNTHASE B CYSM (CSASE B) (O-acetylserine sulfhydrylase B) (O-acetylserine (Thiol)-lyase B) 	19	78.3	62.7	-0.32	5947.7	4764.64	-1183.1	0.21200	0.79175
Rv1337	-	PROBABLE INTEGRAL MEMBRANE PROTEIN 	13	68.1	18.1	-1.91	3539.3	942.65	-2596.6	0.00000	0.00000
Rv1338	murI	glutamate racemase 	16	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv1339	-	hypothetical protein Rv1339 	19	28.1	6.2	-2.18	2020.9	444.96	-1575.9	0.00000	0.00000
Rv1340	rph	ribonuclease PH 	13	12.1	0.3	-5.22	531.4	14.24	-517.2	0.00000	0.00000
Rv1341	-	putative deoxyribonucleotide triphosphate pyrophosphatase 	5	31.9	25.3	-0.34	638.2	505.18	-133.0	0.69860	1.00000
Rv1342c	-	hypothetical protein Rv1342c 	5	0.8	1.2	0.57	15.9	23.53	7.6	0.50530	0.99554
Rv1343c	lprD	PROBABLE CONSERVED LIPOPROTEIN LPRD 	12	7.3	6.5	-0.16	203.6	182.44	-21.1	0.85410	1.00000
Rv1344	-	acyl carrier protein 	10	63.2	54.0	-0.23	2527.7	2158.95	-368.7	0.61660	1.00000
Rv1345	fadD33	acyl-CoA synthetase 	23	48.0	48.5	0.02	4222.1	4268.10	46.0	0.95690	1.00000
Rv1346	fadE14	POSSIBLE ACYL-CoA DEHYDROGENASE FADE14 	14	32.4	24.4	-0.41	1557.3	1173.50	-383.8	0.21500	0.79175
Rv1347c	-	hypothetical protein Rv1347c 	14	6.3	11.0	0.79	253.9	439.63	185.7	0.13350	0.64380
Rv1348	-	PROBABLE DRUGS-TRANSPORT TRANSMEMBRANE ATP-BINDING PROTEIN ABC TRANSPORTER 	38	13.1	5.5	-1.26	1206.3	502.28	-704.0	0.01300	0.14211
Rv1349	-	PROBABLE DRUGS-TRANSPORT TRANSMEMBRANE ATP-BINDING PROTEIN ABC TRANSPORTER 	19	6.1	3.2	-0.94	268.1	140.00	-128.1	0.13840	0.65137
Rv1350	fabG	3-ketoacyl-(acyl-carrier-protein) reductase 	15	15.0	14.8	-0.02	721.9	709.71	-12.2	0.94690	1.00000
Rv1351	-	hypothetical protein Rv1351 	10	24.0	13.6	-0.82	766.6	434.05	-332.5	0.20030	0.78047
Rv1352	-	hypothetical protein Rv1352 	5	26.6	23.3	-0.19	531.8	466.30	-65.5	0.76220	1.00000
Rv1353c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	13	20.1	25.0	0.32	1043.2	1299.91	256.7	0.53870	1.00000
Rv1354c	-	hypothetical protein Rv1354c 	44	16.5	21.2	0.36	2770.5	3553.97	783.5	0.27560	0.87513
Rv1355c	moeY	hypothetical protein Rv1355c 	40	11.9	11.3	-0.08	1572.4	1486.33	-86.1	0.84350	1.00000
Rv1356c	-	hypothetical protein Rv1356c 	28	32.7	31.9	-0.03	3005.1	2934.92	-70.2	0.95930	1.00000
Rv1357c	-	hypothetical protein Rv1357c 	13	39.8	28.0	-0.51	2071.8	1457.29	-614.5	0.14860	0.67694
Rv1358	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	73	31.5	31.1	-0.02	8941.3	8830.21	-111.1	0.91880	1.00000
Rv1359	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	17	22.7	25.6	0.17	1451.1	1636.42	185.3	0.57320	1.00000
Rv1360	-	PROBABLE OXIDOREDUCTASE 	14	69.1	83.3	0.27	3867.0	4665.75	798.8	0.37990	0.95514
Rv1361c	PPE19	PPE FAMILY PROTEIN 	14	73.2	73.0	-0.00	4096.7	4087.54	-9.2	0.99170	1.00000
Rv1362c	-	POSSIBLE MEMBRANE PROTEIN 	14	42.9	49.0	0.19	2061.2	2354.13	292.9	0.53960	1.00000
Rv1363c	-	POSSIBLE MEMBRANE PROTEIN 	8	39.5	38.2	-0.05	1262.6	1222.93	-39.7	0.90230	1.00000
Rv1364c	-	hypothetical protein Rv1364c 	32	42.9	23.0	-0.90	5486.0	2939.10	-2546.9	0.00020	0.00358
Rv1365c	rsfA	ANTI-ANTI-SIGMA FACTOR RSFA (ANTI-SIGMA FACTOR ANTAGONIST) (REGULATOR OF SIGMA F A) 	5	30.5	39.2	0.36	610.8	783.44	172.6	0.51170	0.99682
Rv1366	-	hypothetical protein Rv1366 	19	35.0	46.2	0.40	2517.1	3326.35	809.2	0.08580	0.51385
Rv1367c	-	hypothetical protein Rv1367c 	16	60.7	66.9	0.14	3399.6	3744.31	344.8	0.59530	1.00000
Rv1368	lprF	PROBABLE CONSERVED LIPOPROTEIN LPRF 	7	92.7	123.9	0.42	2594.7	3468.24	873.5	0.16010	0.70085
Rv1369c	-	PROBABLE TRANSPOSASE 	23	86.2	75.2	-0.20	7933.5	6914.70	-1018.8	0.52310	1.00000
Rv1370c	-	PROBABLE TRANSPOSASE 	4	88.9	86.3	-0.04	1421.7	1380.12	-41.6	0.93790	1.00000
Rv1371	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	30	10.5	15.0	0.52	925.1	1322.85	397.8	0.30200	0.89324
Rv1372	-	hypothetical protein Rv1372 	18	15.2	16.2	0.10	970.7	1038.91	68.2	0.84310	1.00000
Rv1373	-	GLYCOLIPID SULFOTRANSFERASE 	19	71.5	81.5	0.19	5146.4	5870.53	724.1	0.36500	0.94374
Rv1374c	-	hypothetical protein Rv1374c 	14	77.0	91.8	0.25	4310.0	5142.02	832.0	0.33540	0.92704
Rv1375	-	hypothetical protein Rv1375 	22	99.5	102.3	0.04	8756.2	9006.04	249.9	0.90700	1.00000
Rv1376	-	hypothetical protein Rv1376 	16	59.5	68.1	0.19	3807.9	4358.70	550.8	0.54940	1.00000
Rv1377c	-	PUTATIVE TRANSFERASE 	13	39.2	46.8	0.25	1883.5	2247.66	364.1	0.53930	1.00000
Rv1378c	-	hypothetical protein Rv1378c 	24	48.1	65.1	0.44	4041.6	5471.18	1429.6	0.11950	0.59900
Rv1379	pyrR	pyrimidine regulatory protein PyrR 	7	9.1	33.7	1.89	72.5	269.40	196.9	0.16470	0.70738
Rv1380	pyrB	aspartate carbamoyltransferase catalytic subunit 	13	0.0	0.3	0.42	0.0	1.36	1.4	1.00000	1.00000
Rv1381	pyrC	dihydroorotase 	11	0.0	0.3	0.42	0.0	1.36	1.4	1.00000	1.00000
Rv1382	-	PROBABLE EXPORT OR MEMBRANE PROTEIN 	6	0.0	0.3	0.42	0.0	1.36	1.4	1.00000	1.00000
Rv1383	carA	carbamoyl phosphate synthase small subunit 	12	0.9	0.0	-0.89	3.4	0.00	-3.4	1.00000	1.00000
Rv1384	carB	carbamoyl phosphate synthase large subunit 	46	0.1	0.2	0.45	1.0	1.36	0.4	1.00000	1.00000
Rv1385	pyrF	orotidine 5'-phosphate decarboxylase 	6	1.0	2.6	1.40	4.0	10.59	6.6	0.71510	1.00000
Rv1386	PE15	PE FAMILY PROTEIN 	6	108.0	38.1	-1.50	2590.8	913.26	-1677.5	0.00020	0.00358
Rv1387	PPE20	PPE FAMILY PROTEIN 	26	95.6	52.0	-0.88	9941.6	5409.87	-4531.8	0.00050	0.00835
Rv1388	mihF	PUTATIVE INTEGRATION HOST FACTOR MIHF 	7	6.4	6.7	0.07	128.1	134.67	6.6	0.93640	1.00000
Rv1389	gmk	guanylate kinase 	6	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv1390	rpoZ	DNA-directed RNA polymerase subunit omega 	7	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv1391	dfp	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate synthase 	20	32.1	59.3	0.89	256.8	474.49	217.7	0.31740	0.90914
Rv1392	metK	S-adenosylmethionine synthetase 	19	0.0	0.3	0.42	0.0	1.36	1.4	1.00000	1.00000
Rv1393c	-	PROBABLE MONOXYGENASE 	27	73.1	79.0	0.11	7311.2	7898.47	587.3	0.63670	1.00000
Rv1394c	cyp132	PROBABLE CYTOCHROME P450 132 CYP132 	19	43.5	64.5	0.57	3307.3	4901.09	1593.8	0.16630	0.71119
Rv1395	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	17	36.2	43.6	0.27	2173.0	2613.07	440.0	0.46730	0.97453
Rv1396c	PE_PGRS25	PE-PGRS FAMILY PROTEIN 	12	34.5	37.7	0.13	1241.2	1355.88	114.7	0.82610	1.00000
Rv1397c	-	hypothetical protein Rv1397c 	6	20.9	22.4	0.10	501.0	537.93	36.9	0.86590	1.00000
Rv1398c	-	hypothetical protein Rv1398c 	4	56.3	41.3	-0.45	901.4	660.69	-240.7	0.30620	0.89724
Rv1399c	lipH	PROBABLE LIPASE LIPH 	15	30.9	31.0	0.01	1727.8	1735.20	7.4	0.98830	1.00000
Rv1400c	lipI	PROBABLE LIPASE LIPH 	18	19.2	8.9	-1.11	1150.7	534.91	-615.8	0.01630	0.17070
Rv1401	-	POSSIBLE MEMBRANE PROTEIN 	8	12.9	9.9	-0.39	412.6	315.81	-96.8	0.51410	0.99721
Rv1402	priA	primosome assembly protein PriA 	27	0.2	0.0	-0.32	2.0	0.00	-2.0	0.46210	0.97453
Rv1403c	-	PUTATIVE METHYLTRANSFERASE 	16	62.3	48.8	-0.35	3735.5	2930.00	-805.5	0.30600	0.89724
Rv1404	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	7	8.2	11.3	0.47	229.7	317.59	87.9	0.49400	0.98991
Rv1405c	-	PUTATIVE METHYLTRANSFERASE 	12	100.6	122.4	0.28	4829.1	5875.59	1046.5	0.31360	0.90671
Rv1406	fmt	methionyl-tRNA formyltransferase 	9	3.1	0.0	-2.03	99.0	0.00	-99.0	0.00000	0.00000
Rv1407	fmu	PROBABLE FMU PROTEIN (SUN PROTEIN) 	21	27.3	26.2	-0.06	2181.4	2095.86	-85.5	0.81470	1.00000
Rv1408	rpe	ribulose-phosphate 3-epimerase 	13	7.1	14.9	1.07	255.3	537.01	281.7	0.31950	0.91253
Rv1409	ribG	PROBABLE BIFUNCTIONAL riboflavin biosynthesis protein RIBG : Diaminohydroxyphosphoribosylaminopyrimidine deaminase (Riboflavin-specific deaminase) + 5-amino-6-(5-phosphoribosylamino) uracil reductase (HTP reductase) 	13	0.2	0.0	-0.32	1.0	0.00	-1.0	1.00000	1.00000
Rv1410c	-	AMINOGLYCOSIDES/TETRACYCLINE-TRANSPORT INTEGRAL MEMBRANE PROTEIN 	30	96.9	5.8	-4.06	11239.4	673.64	-10565.8	0.00000	0.00000
Rv1411c	lprG	PROBABLE CONSERVED LIPOPROTEIN LPRG 	9	70.6	3.6	-4.31	2260.7	114.16	-2146.5	0.00000	0.00000
Rv1412	ribC	riboflavin synthase subunit alpha 	7	3.6	7.3	1.03	42.7	87.36	44.6	0.49310	0.98917
Rv1413	-	hypothetical protein Rv1413 	6	93.6	88.7	-0.08	2247.4	2129.72	-117.7	0.84670	1.00000
Rv1414	-	hypothetical protein Rv1414 	4	41.0	35.6	-0.20	655.6	570.08	-85.6	0.72490	1.00000
Rv1415	ribA2	bifunctional 3,4-dihydroxy-2-butanone 4-phosphate synthase/GTP cyclohydrolase II protein 	15	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv1416	ribH	riboflavin synthase subunit beta 	4	0.9	0.0	-0.89	3.4	0.00	-3.4	1.00000	1.00000
Rv1417	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	8	13.9	20.2	0.54	333.3	485.43	152.1	0.40170	0.96168
Rv1418	lprH	PROBABLE LIPOPROTEIN LPRH 	14	28.7	45.1	0.65	1605.8	2525.34	919.5	0.13050	0.63422
Rv1419	-	hypothetical protein Rv1419 	5	31.5	51.4	0.71	629.3	1027.14	397.8	0.15480	0.68950
Rv1420	uvrC	excinuclease ABC subunit C 	29	21.0	3.7	-2.49	2188.5	388.34	-1800.1	0.00000	0.00000
Rv1421	-	hypothetical protein Rv1421 	20	19.0	0.6	-4.87	1289.9	44.16	-1245.7	0.00000	0.00000
Rv1422	-	hypothetical protein Rv1422 	11	58.7	216.0	1.88	2581.6	9505.22	6923.7	0.00140	0.02116
Rv1423	whiA	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN WHIA 	11	5.2	0.0	-2.64	21.0	0.00	-21.0	1.00000	1.00000
Rv1424c	-	POSSIBLE MEMBRANE PROTEIN 	19	30.3	29.7	-0.03	2180.4	2136.39	-44.1	0.93220	1.00000
Rv1425	-	hypothetical protein Rv1425 	18	57.8	65.2	0.17	4159.2	4692.49	533.3	0.61540	1.00000
Rv1426c	lipO	PROBABLE ESTERASE LIPO 	28	14.2	11.3	-0.32	1358.9	1087.45	-271.4	0.33730	0.92763
Rv1427c	fadD12	acyl-CoA synthetase 	19	30.7	26.3	-0.22	2213.7	1897.07	-316.7	0.57900	1.00000
Rv1428c	-	hypothetical protein Rv1428c 	18	40.7	33.8	-0.27	2931.4	2435.43	-496.0	0.37750	0.95196
Rv1429	-	hypothetical protein Rv1429 	22	34.8	51.1	0.55	2922.9	4288.50	1365.6	0.07460	0.47097
Rv1430	PE16	PE FAMILY PROTEIN 	39	30.3	26.6	-0.19	4477.7	3929.78	-548.0	0.41440	0.97091
Rv1431	-	hypothetical protein Rv1431 	25	36.3	29.6	-0.30	3340.3	2719.14	-621.1	0.28560	0.88268
Rv1432	-	PROBABLE DEHYDROGENASE 	16	14.6	1.0	-3.85	878.5	60.73	-817.7	0.00000	0.00000
Rv1433	-	POSSIBLE CONSERVED EXPORTED PROTEIN 	17	118.2	79.4	-0.57	7565.0	5083.96	-2481.0	0.01950	0.19354
Rv1434	-	hypothetical protein Rv1434 	1	47.8	34.3	-0.48	191.1	137.14	-54.0	0.68720	1.00000
Rv1435c	-	Probable conserved Proline, Glycine, Valine-rich secreted protein 	16	41.9	32.4	-0.37	1843.6	1426.20	-417.4	0.40970	0.96386
Rv1436	gap	glyceraldehyde-3-phosphate dehydrogenase 	14	3.6	0.0	-2.21	188.7	0.00	-188.7	0.00000	0.00000
Rv1437	pgk	phosphoglycerate kinase 	16	4.2	0.0	-2.38	236.4	0.00	-236.4	0.00000	0.00000
Rv1438	tpiA	triosephosphate isomerase 	15	0.2	0.0	-0.32	1.0	0.00	-1.0	1.00000	1.00000
Rv1439c	-	hypothetical protein Rv1439c 	7	59.2	65.2	0.14	1656.7	1824.45	167.7	0.64030	1.00000
Rv1440	secG	preprotein translocase subunit SecG 	5	38.9	39.5	0.02	155.7	158.02	2.3	1.00000	1.00000
Rv1441c	PE_PGRS26	PE-PGRS FAMILY PROTEIN 	18	24.7	25.7	0.06	1481.6	1542.50	60.9	0.90620	1.00000
Rv1442	bisC	PROBABLE BIOTIN SULFOXIDE REDUCTASE BISC (BDS reductase) (BSO reductase) 	37	47.4	48.2	0.02	6832.3	6940.23	107.9	0.92330	1.00000
Rv1443c	-	hypothetical protein Rv1443c 	2	7.9	21.6	1.44	63.4	172.57	109.2	0.57720	1.00000
Rv1444c	-	hypothetical protein Rv1444c 	3	9.2	17.9	0.96	110.6	215.09	104.5	0.22530	0.80622
Rv1445c	devB	6-phosphogluconolactonase 	9	16.2	11.2	-0.53	453.0	313.08	-139.9	0.37360	0.95119
Rv1446c	opcA	PUTATIVE OXPP CYCLE PROTEIN OPCA 	15	11.0	7.5	-0.56	485.5	330.12	-155.4	0.47070	0.97453
Rv1447c	zwf2	glucose-6-phosphate 1-dehydrogenase 	19	18.0	25.1	0.48	1297.1	1805.09	508.0	0.11510	0.59340
Rv1448c	tal	transaldolase 	13	17.0	23.1	0.44	678.2	922.56	244.4	0.43520	0.97293
Rv1449c	tkt	transketolase 	26	5.1	12.3	1.27	61.1	147.69	86.6	0.56500	1.00000
Rv1450c	PE_PGRS27	PE-PGRS FAMILY PROTEIN 	32	41.0	41.4	0.01	4097.0	4136.28	39.3	0.98080	1.00000
Rv1451	ctaB	protoheme IX farnesyltransferase 	16	1.8	3.0	0.74	43.2	72.25	29.0	0.61390	1.00000
Rv1452c	PE_PGRS28	PE-PGRS FAMILY PROTEIN 	17	60.2	45.0	-0.42	3850.5	2879.96	-970.5	0.20320	0.78452
Rv1453	-	POSSIBLE TRANSCRIPTIONAL ACTIVATOR PROTEIN 	11	75.5	112.7	0.58	3319.8	4959.62	1639.8	0.10290	0.56176
Rv1454c	qor	PROBABLE QUINONE REDUCTASE QOR (NADPH:quinone reductase) (Zeta-crystallin homolog protein) 	16	72.6	69.2	-0.07	4648.6	4431.75	-216.9	0.81870	1.00000
Rv1455	-	hypothetical protein Rv1455 	12	76.6	95.6	0.32	3372.4	4207.85	835.4	0.54560	1.00000
Rv1456c	-	PROBABLE UNIDENTIFIED ANTIBIOTIC-TRANSPORT INTEGRAL MEMBRANE ABC TRANSPORTER 	15	23.0	14.9	-0.62	551.4	357.98	-193.4	0.54570	1.00000
Rv1457c	-	PROBABLE UNIDENTIFIED ANTIBIOTIC-TRANSPORT INTEGRAL MEMBRANE ABC TRANSPORTER 	8	1.4	5.6	2.00	39.0	156.03	117.0	0.00130	0.01987
Rv1458c	-	PROBABLE UNIDENTIFIED ANTIBIOTIC-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER 	14	2.0	10.2	2.36	110.8	568.74	458.0	0.00000	0.00000
Rv1459c	-	POSSIBLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	26	48.4	43.9	-0.14	2325.6	2108.83	-216.7	0.81180	1.00000
Rv1460	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	9	13.0	14.8	0.18	417.3	473.50	56.2	0.77290	1.00000
Rv1461	-	hypothetical protein Rv1461 	59	0.0	0.3	0.42	0.0	2.72	2.7	0.46540	0.97453
Rv1462	-	hypothetical protein Rv1462 	14	0.0	0.7	0.73	0.0	5.30	5.3	0.46540	0.97453
Rv1463	-	PROBABLE CONSERVED ATP-BINDING PROTEIN ABC TRANSPORTER 	12	0.4	0.2	-1.18	3.1	1.36	-1.7	1.00000	1.00000
Rv1464	csd	PROBABLE CYSTEINE DESULFURASE CSD 	15	0.0	0.3	0.42	0.0	1.36	1.4	1.00000	1.00000
Rv1465	-	POSSIBLE NITROGEN FIXATION RELATED PROTEIN 	8	25.9	38.8	0.58	103.6	155.21	51.6	0.47890	0.97660
Rv1466	-	hypothetical protein Rv1466 	1	5.1	0.3	-4.03	20.6	1.26	-19.3	1.00000	1.00000
Rv1467c	fadE15	PROBABLE ACYL-CoA DEHYDROGENASE FADE15 	28	36.8	41.7	0.18	4116.7	4667.57	550.8	0.47600	0.97647
Rv1468c	PE_PGRS29	PE-PGRS FAMILY PROTEIN 	10	28.2	27.3	-0.05	1016.1	982.88	-33.2	0.93550	1.00000
Rv1469	ctpD	PROBABLE CATION TRANSPORTER P-TYPE ATPASE D CTPD 	20	33.0	32.3	-0.03	2637.8	2586.02	-51.8	0.92230	1.00000
Rv1470	trxA	PROBABLE THIOREDOXIN TRXA 	5	108.9	103.9	-0.07	2178.2	2077.91	-100.3	0.87030	1.00000
Rv1471	trxB1	PROBABLE THIOREDOXIN TRXB1 	3	44.3	31.2	-0.51	531.3	373.96	-157.3	0.34810	0.93990
Rv1472	echA12	enoyl-CoA hydratase 	15	57.8	67.5	0.22	3234.7	3779.37	544.6	0.41620	0.97170
Rv1473	-	PROBABLE MACROLIDE-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER 	25	27.7	23.2	-0.26	2770.7	2315.29	-455.4	0.35340	0.94128
Rv1473A	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	4	31.2	29.5	-0.08	499.2	471.84	-27.3	0.91290	1.00000
Rv1474c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	8	37.1	39.4	0.09	1186.1	1259.76	73.7	0.90720	1.00000
Rv1475c	acn	aconitate hydratase 	56	10.1	14.1	0.48	201.6	281.11	79.5	0.67020	1.00000
Rv1476	-	POSSIBLE MEMBRANE PROTEIN 	6	0.8	0.0	-0.82	3.1	0.00	-3.1	1.00000	1.00000
Rv1477	-	HYPOTHETICAL INVASION PROTEIN 	24	36.4	6.0	-2.60	1891.6	312.32	-1579.3	0.00010	0.00186
Rv1478	-	HYPOTHETICAL INVASION PROTEIN 	9	53.0	75.6	0.51	1696.8	2419.85	723.0	0.16910	0.71854
Rv1479	moxR1	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN MOXR1 	14	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv1480	-	hypothetical protein Rv1480 	6	28.0	7.5	-1.90	112.0	29.91	-82.1	0.13580	0.64589
Rv1481	-	PROBABLE MEMBRANE PROTEIN 	13	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv1482c	-	hypothetical protein Rv1482c 	14	85.2	86.3	0.02	4773.9	4833.74	59.9	0.95960	1.00000
Rv1483	fabG1	3-OXOACYL-	13	0.9	0.0	-0.89	3.4	0.00	-3.4	1.00000	1.00000
Rv1484	inhA	enoyl-(acyl carrier protein) reductase 	9	0.0	0.3	0.42	0.0	1.36	1.4	1.00000	1.00000
Rv1485	hemH	ferrochelatase 	25	0.4	0.7	0.82	5.1	8.94	3.9	0.67030	1.00000
Rv1486c	-	hypothetical protein Rv1486c 	8	42.4	40.0	-0.08	1356.1	1281.30	-74.8	0.85550	1.00000
Rv1487	-	hypothetical protein Rv1487 	3	55.6	67.8	0.29	667.3	814.08	146.8	0.75070	1.00000
Rv1488	-	POSSIBLE EXPORTED CONSERVED PROTEIN 	15	96.7	77.2	-0.33	5417.7	4324.84	-1092.9	0.21430	0.79175
Rv1489	-	hypothetical protein Rv1489 	6	92.8	94.7	0.03	2227.6	2271.84	44.3	0.94300	1.00000
Rv1489A	-	hypothetical protein Rv1489A 	4	35.6	43.2	0.28	570.1	690.88	120.7	0.38720	0.96168
Rv1490	-	PROBABLE MEMBRANE PROTEIN 	38	17.0	21.6	0.34	2385.8	3025.55	639.7	0.47740	0.97660
Rv1491c	-	hypothetical protein Rv1491c 	15	59.5	30.8	-0.95	3334.7	1724.26	-1610.4	0.00630	0.07855
Rv1492	mutA	PROBABLE METHYLMALONYL-CoA MUTASE SMALL SUBUNIT MUTA (MCM) 	16	43.3	36.2	-0.26	2598.2	2174.31	-423.9	0.43800	0.97453
Rv1493	mutB	methylmalonyl-CoA mutase 	31	55.5	64.1	0.21	5988.8	6921.80	933.0	0.39780	0.96168
Rv1494	-	hypothetical protein Rv1494 	8	19.0	16.8	-0.18	532.0	470.11	-61.9	0.77830	1.00000
Rv1495	-	hypothetical protein Rv1495 	6	41.2	40.8	-0.01	989.7	979.76	-10.0	0.97740	1.00000
Rv1496	-	arginine/ornithine transport system ATPase 	8	52.9	41.5	-0.35	1693.0	1327.01	-366.0	0.35040	0.94128
Rv1497	lipL	PROBABLE ESTERASE LIPL 	16	57.7	64.9	0.17	3461.8	3893.03	431.2	0.63500	1.00000
Rv1498A	-	hypothetical protein Rv1498A 	3	103.5	83.5	-0.31	1241.5	1002.31	-239.2	0.36730	0.94374
Rv1498c	-	PROBABLE METHYLTRANSFERASE 	16	85.3	61.7	-0.47	5115.8	3701.97	-1413.9	0.09140	0.53532
Rv1499	-	hypothetical protein Rv1499 	5	129.9	99.7	-0.38	2598.5	1993.14	-605.4	0.40500	0.96168
Rv1500	-	PROBABLE GLYCOSYLTRANSFERASE 	36	50.9	41.4	-0.30	5695.6	4633.00	-1062.6	0.47010	0.97453
Rv1501	-	hypothetical protein Rv1501 	33	18.5	15.8	-0.22	2140.8	1833.59	-307.2	0.47860	0.97660
