#Orf	Name	Desc	Sites	Mean Ctrl	Mean Exp	log2FC	Sum Ctrl	Sum Exp	Delta Sum	p-value	Adj. p-value
Rv0749	-	hypothetical protein Rv0749 	4	41.2	46.3	0.17	329.9	370.54	40.6	0.82350	1.00000
Rv0749A	-	hypothetical protein Rv0749A 	2	71.0	28.7	-1.30	283.8	114.91	-168.9	0.41480	1.00000
Rv0750	-	hypothetical protein Rv0750 	5	12.5	24.2	0.96	124.5	241.91	117.4	0.59920	1.00000
Rv0751c	mmsB	PROBABLE 3-HYDROXYISOBUTYRATE DEHYDROGENASE MMSB (HIBADH) 	8	61.5	25.1	-1.29	738.1	301.72	-436.4	0.09180	0.86387
Rv0752c	fadE9	PROBABLE ACYL-CoA DEHYDROGENASE FADE9 	16	28.8	18.1	-0.67	632.8	398.42	-234.4	0.61880	1.00000
Rv0753c	mmsA	PROBABLE METHYLMALONATE-SEMIALDEHYDE DEHYDROGENASE MMSA (METHYLMALONIC ACID SEMIALDEHYDE DEHYDROGENASE) (MMSDH) 	19	20.3	27.6	0.44	649.9	882.14	232.3	0.44060	1.00000
Rv0754	PE_PGRS11	PE-PGRS FAMILY PROTEIN 	31	47.3	51.9	0.14	2173.7	2388.87	215.2	0.81570	1.00000
Rv0755A	-	PUTATIVE TRANSPOSASE (FRAGMENT) 	7	143.9	181.8	0.34	1726.3	2181.59	455.3	0.65000	1.00000
Rv0755c	PPE12	PPE FAMILY PROTEIN 	56	32.7	31.7	-0.05	1504.5	1458.17	-46.4	0.94730	1.00000
Rv0756c	-	hypothetical protein Rv0756c 	7	58.9	50.2	-0.23	824.5	702.96	-121.5	0.72570	1.00000
Rv0757	phoP	POSSIBLE TWO COMPONENT SYSTEM RESPONSE TRANSCRIPTIONAL POSITIVE REGULATOR PHOP 	12	14.4	19.3	0.42	316.2	424.05	107.9	0.37830	1.00000
Rv0758	phoR	POSSIBLE TWO COMPONENT SYSTEM RESPONSE SENSOR KINASE MEMBRANE ASSOCIATED PHOR 	18	6.9	23.8	1.80	219.5	762.79	543.3	0.00050	0.03990
Rv0759c	-	hypothetical protein Rv0759c 	2	11.6	42.1	1.85	46.5	168.27	121.8	0.19630	1.00000
Rv0760c	-	hypothetical protein Rv0760c 	6	6.4	27.2	2.08	64.3	271.53	207.2	0.09500	0.86739
Rv0761c	adhB	POSSIBLE ZINC-CONTAINING ALCOHOL DEHYDROGENASE NAD DEPENDENT ADHB 	14	88.4	43.6	-1.02	1768.0	871.71	-896.3	0.06050	0.77275
Rv0762c	-	hypothetical protein Rv0762c 	14	66.1	32.4	-1.03	1852.0	906.19	-945.8	0.35250	1.00000
Rv0763c	-	POSSIBLE FERREDOXIN 	3	2.4	30.5	3.67	9.6	122.16	112.5	0.14070	0.96959
Rv0764c	cyp51	CYTOCHROME P450 51 CYP51 (CYPL1) (P450-L1A1) (STEROL 14-ALPHA DEMETHYLASE) (LANOSTEROL 14-ALPHA DEMETHYLASE) (P450-14DM) 	19	26.4	18.5	-0.51	580.9	407.32	-173.6	0.69050	1.00000
Rv0765c	-	short chain dehydrogenase 	12	28.2	8.6	-1.71	451.8	138.05	-313.8	0.06180	0.77298
Rv0766c	cyp123	PROBABLE CYTOCHROME P450 123 CYP123 	26	24.2	18.7	-0.37	725.3	560.54	-164.7	0.56100	1.00000
Rv0767c	-	hypothetical protein Rv0767c 	14	36.0	26.1	-0.46	647.7	470.25	-177.4	0.52410	1.00000
Rv0768	aldA	PROBABLE ALDEHYDE DEHYDROGENASE NAD DEPENDENT ALDA (ALDEHYDE DEHYDROGENASE 	28	21.5	20.9	-0.04	689.5	668.61	-20.9	0.96080	1.00000
Rv0769	-	short chain dehydrogenase 	17	30.6	18.5	-0.73	672.9	406.08	-266.8	0.31600	1.00000
Rv0770	-	PROBABLE DEHYDROGENASE/REDUCTASE 	10	33.0	14.1	-1.23	527.5	225.07	-302.5	0.08620	0.85344
Rv0771	-	POSSIBLE 4-CARBOXYMUCONOLACTONE DECARBOXYLASE (CMD) 	10	30.9	17.0	-0.86	370.9	203.85	-167.1	0.35310	1.00000
Rv0772	purD	phosphoribosylamine--glycine ligase 	24	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv0773c	ggtA	PROBABLE BIFUNCTIONAL ACYLASE GGTA: CEPHALOSPORIN ACYLASE (GL-7ACA ACYLASE) + GAMMA-GLUTAMYLTRANSPEPTIDASE (GGT) 	21	6.1	19.1	1.64	159.3	496.15	336.9	0.06800	0.79567
Rv0774c	-	PROBABLE CONSERVED EXPORTED PROTEIN 	11	13.9	23.4	0.75	250.0	421.64	171.6	0.44930	1.00000
Rv0775	-	hypothetical protein Rv0775 	9	99.5	85.1	-0.22	1591.5	1362.17	-229.3	0.75790	1.00000
Rv0776c	-	hypothetical protein Rv0776c 	15	60.8	46.3	-0.39	1579.9	1203.49	-376.4	0.60440	1.00000
Rv0777	purB	adenylosuccinate lyase 	18	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv0778	cyp126	POSSIBLE CYTOCHROME P450 126 CYP126 	21	21.5	27.3	0.35	687.8	873.76	185.9	0.54930	1.00000
Rv0779c	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	8	2.6	22.3	3.09	26.1	222.54	196.5	0.13300	0.95559
Rv0780	hemH	phosphoribosylaminoimidazole-succinocarboxamide synthase 	26	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv0781	ptrBa	PROBABLE PROTEASE II PTRBA 	26	7.0	9.3	0.42	111.5	148.96	37.5	0.68500	1.00000
Rv0782	ptrBb	PROBABLE PROTEASE II PTRBB 	46	17.2	14.3	-0.27	723.6	599.30	-124.3	0.73050	1.00000
Rv0783c	emrB	POSSIBLE MULTIDRUG RESISTANCE INTEGRAL MEMBRANE EFFLUX PROTEIN EMRB 	26	11.7	29.7	1.34	305.1	772.55	467.5	0.07740	0.83524
Rv0784	-	hypothetical protein Rv0784 	10	15.5	12.4	-0.32	124.0	99.09	-24.9	0.81170	1.00000
Rv0785	-	putative FAD-binding dehydrogenase 	35	8.6	16.7	0.96	343.2	666.34	323.1	0.33730	1.00000
Rv0786c	-	hypothetical protein Rv0786c 	12	9.1	35.2	1.95	108.9	422.02	313.2	0.14980	0.98049
Rv0787	-	hypothetical protein Rv0787 	16	24.8	30.5	0.30	743.6	914.02	170.4	0.62650	1.00000
Rv0787A	-	phosphoribosylformylglycinamidine synthase subunit PurS 	2	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv0788	purQ	phosphoribosylformylglycinamidine synthase subunit I 	12	0.0	0.4	0.51	0.0	0.85	0.8	1.00000	1.00000
Rv0789c	-	hypothetical protein Rv0789c 	7	2.4	39.7	4.05	19.2	317.91	298.7	0.02730	0.54663
Rv0790c	-	hypothetical protein Rv0790c 	21	83.6	57.6	-0.54	2841.0	1957.22	-883.8	0.30700	1.00000
Rv0791c	-	hypothetical protein Rv0791c 	13	19.0	23.4	0.30	417.8	513.87	96.1	0.62210	1.00000
Rv0792c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY GNTR-FAMILY) 	18	63.1	52.8	-0.26	2146.0	1795.21	-350.8	0.86020	1.00000
Rv0793	-	hypothetical protein Rv0793 	8	38.4	38.7	0.01	615.1	618.84	3.8	0.99060	1.00000
Rv0794c	-	PROBABLE OXIDOREDUCTASE 	20	32.0	24.3	-0.40	832.2	632.12	-200.1	0.52220	1.00000
Rv0795	-	PUTATIVE TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS6110 (FRAGMENT) 	4	51.9	42.5	-0.29	415.4	340.40	-75.0	0.71140	1.00000
Rv0796	-	PUTATIVE TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS6110 	25	58.9	58.8	-0.00	2943.3	2940.06	-3.3	0.99610	1.00000
Rv0797	-	IS1547 transposase 	13	37.3	44.0	0.24	820.1	967.29	147.1	0.62890	1.00000
Rv0798c	cfp29	29 KDa ANTIGEN CFP29 	17	18.0	12.2	-0.56	395.0	268.29	-126.8	0.56730	1.00000
Rv0799c	-	hypothetical protein Rv0799c 	10	15.4	24.7	0.68	246.5	395.11	148.6	0.37900	1.00000
Rv0800	pepC	putative aminopeptidase 2 	17	17.4	25.9	0.58	451.9	673.82	221.9	0.47120	1.00000
Rv0801	-	hypothetical protein Rv0801 	2	10.4	2.7	-1.94	20.9	5.45	-15.4	0.66410	1.00000
Rv0802c	-	hypothetical protein Rv0802c 	16	23.1	13.9	-0.73	462.9	278.44	-184.5	0.45240	1.00000
Rv0803	purL	phosphoribosylformylglycinamidine synthase II 	35	0.0	0.9	0.93	0.0	1.82	1.8	1.00000	1.00000
Rv0804	-	hypothetical protein Rv0804 	7	32.4	32.1	-0.01	389.2	385.67	-3.5	0.98630	1.00000
Rv0805	-	hypothetical protein Rv0805 	18	47.7	95.5	1.00	1527.3	3055.58	1528.3	0.22040	1.00000
Rv0806c	cpsY	POSSIBLE UDP-GLUCOSE-4-EPIMERASE CPSY (GALACTOWALDENASE) (UDP-GALACTOSE-4-EPIMERASE) (URIDINE DIPHOSPHATE GALACTOSE-4-EPIMERASE) (URIDINE DIPHOSPHO-GALACTOSE-4-EPIMERASE) 	42	53.5	15.3	-1.81	3640.2	1038.53	-2601.7	0.00000	0.00000
Rv0807	-	hypothetical protein Rv0807 	3	21.4	58.4	1.45	85.5	233.76	148.2	0.20500	1.00000
Rv0808	purF	amidophosphoribosyltransferase 	27	29.4	114.8	1.97	117.4	459.14	341.7	0.31670	1.00000
Rv0809	purM	phosphoribosylaminoimidazole synthetase 	14	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv0810c	-	hypothetical protein Rv0810c 	5	4.2	27.5	2.71	8.4	54.92	46.5	0.33760	1.00000
Rv0811c	-	hypothetical protein Rv0811c 	17	0.0	1.6	1.36	0.0	6.29	6.3	0.43320	1.00000
Rv0812	-	4-amino-4-deoxychorismate lyase 	17	0.3	4.0	3.90	5.4	80.82	75.4	0.00140	0.08096
Rv0813c	-	hypothetical protein Rv0813c 	14	48.6	40.9	-0.25	1360.9	1146.21	-214.7	0.59640	1.00000
Rv0814c	sseC2	CONSERVED HYPOTHETICAL PROTEIN SSEC2 	2	50.0	65.2	0.38	200.1	260.70	60.6	0.62650	1.00000
Rv0815c	cysA2	PROBABLE THIOSULFATE SULFURTRANSFERASE CYSA2 (RHODANESE-LIKE PROTEIN) (THIOSULFATE CYANIDE TRANSSULFURASE) (THIOSULFATE THIOTRANSFERASE) 	15	66.6	92.5	0.47	1997.9	2773.57	775.7	0.27690	1.00000
Rv0816c	thiX	PROBABLE THIOREDOXIN THIX 	3	54.1	11.8	-2.20	108.1	23.60	-84.5	1.00000	1.00000
Rv0817c	-	PROBABLE CONSERVED EXPORTED PROTEIN 	15	1.2	1.7	0.52	18.4	26.50	8.1	0.47530	1.00000
Rv0818	-	TRANSCRIPTIONAL REGULATORY PROTEIN 	11	154.1	100.4	-0.62	3390.5	2208.61	-1181.9	0.18090	1.00000
Rv0819	-	hypothetical protein Rv0819 	14	39.4	17.8	-1.15	946.3	427.47	-518.8	0.22840	1.00000
Rv0820	phoT	PROBABLE PHOSPHATE-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER PHOT 	13	645.9	53.5	-3.59	14210.7	1176.15	-13034.6	0.00000	0.00000
Rv0821c	phoY2	PROBABLE PHOSPHATE-TRANSPORT SYSTEM TRANSCRIPTIONAL REGULATORY PROTEIN PHOY2 	7	26.3	20.9	-0.33	367.8	292.29	-75.5	0.72660	1.00000
Rv0822c	-	hypothetical protein Rv0822c 	30	68.7	69.9	0.03	3709.9	3777.02	67.2	0.93400	1.00000
Rv0823c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	17	111.6	106.8	-0.06	3346.7	3203.98	-142.7	0.89500	1.00000
Rv0824c	desA1	PROBABLE ACYL-	20	0.0	0.4	0.51	0.0	0.85	0.8	1.00000	1.00000
Rv0825c	-	hypothetical protein Rv0825c 	10	53.9	66.3	0.30	970.3	1192.78	222.4	0.67320	1.00000
Rv0826	-	hypothetical protein Rv0826 	22	48.5	87.4	0.85	2132.7	3845.64	1713.0	0.07030	0.81068
Rv0827c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	7	8.5	51.7	2.61	101.8	620.13	518.3	0.00870	0.28688
Rv0828c	-	POSSIBLE DEAMINASE 	10	89.7	80.0	-0.16	1793.2	1600.05	-193.1	0.80340	1.00000
Rv0829	-	POSSIBLE TRANSPOSASE (FRAGMENT) 	4	23.7	57.5	1.28	189.7	459.96	270.3	0.15330	0.98975
Rv0830	-	hypothetical protein Rv0830 	20	91.4	63.5	-0.53	3291.7	2284.23	-1007.5	0.13790	0.96959
Rv0831c	-	hypothetical protein Rv0831c 	19	67.5	59.6	-0.18	2564.8	2265.51	-299.3	0.65990	1.00000
Rv0832	PE_PGRS12	PE-PGRS FAMILY PROTEIN 	4	66.6	39.7	-0.74	399.4	238.41	-161.0	0.48300	1.00000
Rv0833	PE_PGRS13	PE-PGRS FAMILY PROTEIN 	11	5.7	6.6	0.20	57.5	66.19	8.7	0.77970	1.00000
Rv0834c	PE_PGRS14	PE-PGRS FAMILY PROTEIN 	28	27.3	32.4	0.24	1148.4	1359.22	210.8	0.57130	1.00000
Rv0835	lpqQ	POSSIBLE LIPOPROTEIN LPQQ 	14	25.2	61.1	1.28	554.4	1345.17	790.8	0.13550	0.96342
Rv0836c	-	hypothetical protein Rv0836c 	10	49.0	45.6	-0.11	882.5	820.20	-62.3	0.89130	1.00000
Rv0837c	-	hypothetical protein Rv0837c 	23	45.5	51.8	0.19	1727.5	1967.05	239.5	0.73140	1.00000
Rv0838	lpqR	PROBABLE CONSERVED LIPOPROTEIN LPQR 	7	47.1	32.8	-0.52	565.1	393.46	-171.6	0.61400	1.00000
Rv0839	-	hypothetical protein Rv0839 	14	37.5	38.5	0.04	1051.1	1079.11	28.0	0.96380	1.00000
Rv0840c	pip	PROBABLE PROLINE IMINOPEPTIDASE PIP (PROLYL AMINOPEPTIDASE) (PAP) 	9	71.6	76.7	0.10	1001.9	1074.18	72.3	0.85270	1.00000
Rv0841	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	3	17.4	24.6	0.50	69.4	98.49	29.1	0.66400	1.00000
Rv0842	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	24	16.7	23.7	0.50	669.1	946.78	277.7	0.40370	1.00000
Rv0843	-	PROBABLE DEHYDROGENASE 	18	16.1	52.9	1.71	451.6	1480.97	1029.4	0.00250	0.11875
Rv0844c	narL	POSSIBLE NITRATE/NITRITE RESPONSE TRANSCRIPTIONAL REGULATORY PROTEIN NARL 	10	31.8	92.2	1.53	636.5	1843.16	1206.6	0.00470	0.18207
Rv0845	-	POSSIBLE TWO COMPONENT SENSOR KINASE 	27	30.5	36.7	0.27	1523.7	1835.25	311.6	0.68610	1.00000
Rv0846c	-	PROBABLE OXIDASE 	31	41.4	36.1	-0.20	1822.3	1588.53	-233.7	0.70360	1.00000
Rv0847	lpqS	PROBABLE LIPOPROTEIN LPQS 	6	59.4	74.0	0.32	593.7	739.67	145.9	0.76180	1.00000
Rv0848	cysK2	POSSIBLE CYSTEINE SYNTHASE A CYSK2 (O-ACETYLSERINE SULFHYDRYLASE) (O-ACETYLSERINE (THIOL)-LYASE) (CSASE) 	28	45.4	34.4	-0.40	2089.0	1584.62	-504.4	0.38030	1.00000
Rv0849	-	PROBABLE CONSERVED INTEGRAL MEMBRANE TRANSPORT PROTEIN 	24	31.1	44.2	0.51	1305.4	1856.99	551.6	0.31090	1.00000
Rv0850	-	PUTATIVE TRANSPOSASE (FRAGMENT) 	9	17.5	34.5	0.98	210.3	414.15	203.9	0.50440	1.00000
Rv0851c	-	short chain dehydrogenase 	10	38.8	21.0	-0.89	698.3	377.28	-321.1	0.44500	1.00000
Rv0852	fadD16	POSSIBLE FATTY-ACID-CoA LIGASE FADD16 (FATTY-ACID-CoA SYNTHETASE) (FATTY-ACID-CoA SYNTHASE) 	15	17.8	31.5	0.82	462.6	818.00	355.3	0.16180	1.00000
Rv0853c	pdc	PROBABLE PYRUVATE OR INDOLE-3-PYRUVATE DECARBOXYLASE PDC 	26	37.5	31.4	-0.25	1575.1	1320.52	-254.6	0.71350	1.00000
Rv0854	-	hypothetical protein Rv0854 	6	113.9	50.5	-1.17	1366.7	606.18	-760.5	0.10510	0.89034
Rv0855	far	PROBABLE FATTY-ACID-CoA RACEMASE FAR 	13	39.3	48.6	0.31	706.7	875.04	168.4	0.66980	1.00000
Rv0856	-	hypothetical protein Rv0856 	5	36.3	57.9	0.67	290.6	463.10	172.5	0.39760	1.00000
Rv0857	-	hypothetical protein Rv0857 	8	40.2	37.3	-0.11	562.3	521.80	-40.5	0.89480	1.00000
Rv0858c	-	aminotransferase 	22	31.5	31.0	-0.02	1007.1	992.37	-14.8	0.96600	1.00000
Rv0859	fadA	acetyl-CoA acetyltransferase 	8	41.6	31.7	-0.39	665.3	506.44	-158.9	0.60880	1.00000
Rv0860	fadB	PROBABLE FATTY OXIDATION PROTEIN FADB 	27	18.6	9.4	-0.99	816.8	411.62	-405.2	0.05850	0.77275
Rv0861c	ercc3	PROBABLE DNA HELICASE ERCC3 	27	32.0	26.5	-0.27	1215.0	1008.55	-206.4	0.64830	1.00000
Rv0862c	-	hypothetical protein Rv0862c 	30	22.0	20.9	-0.07	747.1	710.02	-37.1	0.88610	1.00000
Rv0863	-	hypothetical protein Rv0863 	6	73.8	106.4	0.53	738.3	1064.46	326.2	0.61850	1.00000
Rv0864	moaC	molybdenum cofactor biosynthesis protein C 	11	111.4	63.9	-0.80	1783.1	1022.36	-760.8	0.41950	1.00000
Rv0865	mog	PROBABLE MOLYBDOPTERIN BIOSYNTHESIS MOG PROTEIN 	8	86.5	62.6	-0.47	1037.6	751.26	-286.4	0.53430	1.00000
Rv0866	moaE2	PROBABLE MOLYBDENUM COFACTOR BIOSYNTHESIS PROTEIN E2 MOAE2 (MOLYBDOPTERIN CONVERTING FACTOR LARGE SUBUNIT) (MOLYBDOPTERIN 	3	157.2	34.3	-2.20	629.0	137.34	-491.6	0.34100	1.00000
Rv0867c	rpfA	POSSIBLE RESUSCITATION-PROMOTING FACTOR RPFA 	11	91.5	68.3	-0.42	1647.4	1228.54	-418.9	0.48600	1.00000
Rv0868c	moaD2	PROBABLE MOLYBDENUM COFACTOR BIOSYNTHESIS PROTEIN D 2 MOAD2 (MOLYBDOPTERIN CONVERTING FACTOR SMALL SUBUNIT) (MOLYBDOPTERIN 	7	66.9	85.5	0.35	668.6	854.54	186.0	0.68520	1.00000
Rv0869c	moaA	molybdenum cofactor biosynthesis protein A 	15	38.9	70.4	0.86	854.9	1548.39	693.5	0.13050	0.95191
Rv0870c	-	hypothetical protein Rv0870c 	5	12.4	37.1	1.58	124.2	370.84	246.6	0.07740	0.83524
Rv0871	cspB	PROBABLE COLD SHOCK-LIKE PROTEIN B CSPB 	4	267.6	35.9	-2.90	1605.7	215.31	-1390.4	0.01300	0.36528
Rv0872c	PE_PGRS15	PE-PGRS FAMILY PROTEIN 	28	58.2	49.4	-0.24	2326.5	1974.98	-351.6	0.68530	1.00000
Rv0873	fadE10	PROBABLE ACYL-CoA DEHYDROGENASE FADE10 	34	55.7	49.1	-0.18	3229.1	2849.22	-379.8	0.63260	1.00000
Rv0874c	-	hypothetical protein Rv0874c 	10	84.8	79.5	-0.09	1356.4	1272.70	-83.7	0.91410	1.00000
Rv0875c	-	POSSIBLE CONSERVED EXPORTED PROTEIN 	12	5.4	7.9	0.53	119.7	173.14	53.4	0.42420	1.00000
Rv0876c	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	26	78.1	0.6	-6.98	3122.0	24.68	-3097.4	0.00000	0.00000
Rv0877	-	hypothetical protein Rv0877 	15	197.8	183.7	-0.11	5935.3	5511.74	-423.6	0.79620	1.00000
Rv0878c	PPE13	PPE FAMILY PROTEIN 	19	31.3	52.7	0.75	1187.8	2003.25	815.5	0.04280	0.67390
Rv0879c	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	4	28.2	36.4	0.37	169.0	218.26	49.2	0.77740	1.00000
Rv0880	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY MARR-FAMILY) 	1	2.2	8.2	1.89	4.4	16.34	11.9	1.00000	1.00000
Rv0881	-	POSSIBLE RRNA METHYLTRANSFERASE (RRNA METHYLASE) 	15	10.6	19.9	0.91	232.3	437.20	204.9	0.16400	1.00000
Rv0882	-	PROBABLE TRANSMEMBRANE PROTEIN 	1	10.6	53.8	2.34	21.2	107.53	86.3	0.33320	1.00000
Rv0883c	-	hypothetical protein Rv0883c 	7	4.8	0.0	-2.54	9.6	0.00	-9.6	0.32870	1.00000
Rv0884c	serC	phosphoserine aminotransferase 	13	0.0	4.4	2.42	0.0	8.71	8.7	0.32660	1.00000
Rv0885	-	hypothetical protein Rv0885 	14	5.7	36.4	2.68	135.9	873.04	737.2	0.00110	0.07079
Rv0886	fprB	PROBABLE NADPH:ADRENODOXIN OXIDOREDUCTASE FPRB (ADRENODOXIN REDUCTASE) (AR) (FERREDOXIN-NADP(+) REDUCTASE) 	26	39.1	31.0	-0.33	1643.5	1303.18	-340.3	0.49120	1.00000
Rv0887c	-	hypothetical protein Rv0887c 	5	17.8	14.4	-0.31	106.9	86.38	-20.6	0.87090	1.00000
Rv0888	-	PROBABLE EXPORTED PROTEIN 	31	52.8	62.6	0.25	2640.1	3131.32	491.2	0.58190	1.00000
Rv0889c	citA	citrate synthase 2 	12	35.3	42.3	0.26	706.9	846.71	139.8	0.65970	1.00000
Rv0890c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY LUXR-FAMILY) 	48	46.8	56.3	0.27	4118.4	4953.52	835.1	0.39610	1.00000
Rv0891c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	25	32.2	26.3	-0.29	1350.5	1104.14	-246.4	0.52550	1.00000
Rv0892	-	PROBABLE MONOOXYGENASE 	43	9.0	13.4	0.57	579.0	859.75	280.8	0.27870	1.00000
Rv0893c	-	hypothetical protein Rv0893c 	25	5.5	11.9	1.11	109.8	237.42	127.6	0.28910	1.00000
Rv0894	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY LUXR-FAMILY) 	17	20.2	18.9	-0.10	363.5	339.73	-23.7	0.93610	1.00000
Rv0895	-	hypothetical protein Rv0895 	28	30.6	30.8	0.01	1347.0	1356.26	9.3	0.98030	1.00000
Rv0896	gltA	type II citrate synthase 	28	0.7	0.3	-1.28	4.4	1.82	-2.6	0.45290	1.00000
Rv0897c	-	PROBABLE OXIDOREDUCTASE 	20	15.1	17.4	0.20	453.3	522.28	69.0	0.73500	1.00000
Rv0898c	-	hypothetical protein Rv0898c 	2	52.8	30.2	-0.81	105.5	60.36	-45.2	0.66930	1.00000
Rv0899	ompA	OUTER MEMBRANE PROTEIN A OMPA 	20	27.3	15.0	-0.86	599.6	329.75	-269.8	0.24430	1.00000
Rv0900	-	POSSIBLE MEMBRANE PROTEIN 	2	7.5	38.6	2.37	15.0	77.29	62.3	0.33840	1.00000
Rv0901	-	POSSIBLE CONSERVED EXPORTED OR MEMBRANE PROTEIN 	9	51.0	31.0	-0.72	612.4	371.48	-240.9	0.34300	1.00000
Rv0902c	prrB	TWO COMPONENT SENSOR HISTIDINE KINASE PRRB 	15	52.4	40.9	-0.36	209.8	163.65	-46.1	0.62550	1.00000
Rv0903c	prrA	TWO COMPONENT RESPONSE TRANSCRIPTIONAL REGULATORY PROTEIN PRRA 	10	12.1	30.8	1.34	24.3	61.60	37.3	0.66500	1.00000
Rv0904c	accD3	PUTATIVE ACETYL-COENZYME A CARBOXYLASE CARBOXYL TRANSFERASE (SUBUNIT BETA) ACCD3 (ACCASE BETA CHAIN) 	25	12.5	24.1	0.95	474.6	914.54	439.9	0.06160	0.77291
Rv0905	echA6	enoyl-CoA hydratase 	9	14.4	31.9	1.15	201.9	447.16	245.2	0.54400	1.00000
Rv0906	-	hypothetical protein Rv0906 	15	34.9	35.6	0.03	837.7	853.27	15.5	0.96460	1.00000
Rv0907	-	hypothetical protein Rv0907 	40	12.6	10.3	-0.30	630.3	512.51	-117.8	0.59120	1.00000
Rv0908	ctpE	PROBABLE METAL CATION TRANSPORTER ATPASE P-TYPE CTPE 	30	24.5	38.3	0.64	1077.3	1683.52	606.2	0.26260	1.00000
Rv0909	-	hypothetical protein Rv0909 	2	16.8	24.1	0.53	67.0	96.53	29.5	0.70040	1.00000
Rv0910	-	hypothetical protein Rv0910 	7	50.5	25.4	-0.99	504.6	253.97	-250.7	0.41450	1.00000
Rv0911	-	hypothetical protein Rv0911 	15	14.2	23.7	0.74	369.8	616.69	246.9	0.27140	1.00000
Rv0912	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	4	7.6	2.9	-1.38	60.6	23.22	-37.4	0.31140	1.00000
Rv0913c	-	POSSIBLE DIOXYGENASE 	41	28.5	11.5	-1.31	1310.5	527.79	-782.7	0.05580	0.76247
Rv0914c	-	acetyl-CoA acetyltransferase 	16	41.4	37.9	-0.13	1157.9	1061.19	-96.7	0.96670	1.00000
Rv0915c	PPE14	PPE FAMILY PROTEIN 	20	39.2	27.7	-0.50	1176.2	831.40	-344.8	0.45890	1.00000
Rv0916c	PE7	PE FAMILY PROTEIN 	6	15.3	27.0	0.82	122.2	216.32	94.1	0.49130	1.00000
Rv0917	betP	POSSIBLE GLYCINE BETAINE TRANSPORT INTEGRAL MEMBRANE PROTEIN BETP 	43	35.9	47.1	0.39	2799.9	3676.27	876.4	0.28570	1.00000
Rv0918	-	hypothetical protein Rv0918 	8	14.4	13.8	-0.06	230.8	220.89	-9.9	0.94820	1.00000
Rv0919	-	hypothetical protein Rv0919 	10	73.4	89.4	0.28	1174.4	1430.76	256.3	0.70050	1.00000
Rv0920c	-	PROBABLE TRANSPOSASE 	22	22.3	27.6	0.31	758.4	937.45	179.1	0.56580	1.00000
Rv0921	-	POSSIBLE RESOLVASE 	7	44.5	59.9	0.43	534.0	718.88	184.9	0.51320	1.00000
Rv0922	-	POSSIBLE TRANSPOSASE 	18	38.5	48.6	0.34	1232.8	1556.01	323.2	0.51020	1.00000
Rv0923c	-	hypothetical protein Rv0923c 	22	36.0	39.3	0.13	1369.2	1495.07	125.9	0.88690	1.00000
Rv0924c	mntH	manganese transport protein MntH 	20	84.2	18.4	-2.19	3198.3	699.73	-2498.6	0.00040	0.03470
Rv0925c	-	hypothetical protein Rv0925c 	17	48.2	40.2	-0.26	1351.0	1126.69	-224.3	0.68330	1.00000
Rv0926c	-	hypothetical protein Rv0926c 	21	50.8	29.5	-0.78	1624.2	944.57	-679.7	0.28480	1.00000
Rv0927c	-	short chain dehydrogenase 	6	42.4	23.6	-0.84	508.8	283.76	-225.0	0.27330	1.00000
Rv0928	pstS3	PERIPLASMIC PHOSPHATE-BINDING LIPOPROTEIN PSTS3 (PBP-3) (PSTS3) (PHOS1) 	22	109.6	16.2	-2.76	4382.9	646.40	-3736.5	0.00050	0.03990
Rv0929	pstC2	PHOSPHATE-TRANSPORT INTEGRAL MEMBRANE ABC TRANSPORTER PSTC2 	17	122.1	8.0	-3.94	3175.0	207.46	-2967.5	0.00090	0.06191
Rv0930	pstA1	PROBABLE PHOSPHATE-TRANSPORT INTEGRAL MEMBRANE ABC TRANSPORTER PSTA1 	16	98.8	16.3	-2.60	2963.9	490.10	-2473.8	0.01020	0.31549
