"","Orf","Name","Desc","Sites","Sites_Hit","B6","B6_pval","B6_Qval","DBA","DBA_pval","DBA_Qval","BXD9","BXD9_pval","BXD9_Qval","BXD29","BXD29_pval","BXD29_Qval","BXD39","BXD39_pval","BXD39_Qval","BXD40","BXD40_pval","BXD40_Qval","BXD48a","BXD48a_pval","BXD48a_Qval","BXD51","BXD51_pval","BXD51_Qval","BXD54","BXD54_pval","BXD54_Qval","BXD56","BXD56_pval","BXD56_Qval","BXD60","BXD60_pval","BXD60_Qval","BXD62","BXD62_pval","BXD62_Qval","BXD67","BXD67_pval","BXD67_Qval","BXD69","BXD69_pval","BXD69_Qval","BXD73","BXD73_pval","BXD73_Qval","BXD73b","BXD73b_pval","BXD73b_Qval","BXD77","BXD77_pval","BXD77_Qval","BXD79","BXD79_pval","BXD79_Qval","BXD90","BXD90_pval","BXD90_Qval","BXD93","BXD93_pval","BXD93_Qval","BXD102","BXD102_pval","BXD102_Qval"
"1147","Rv1127c","ppdK","pyruvate phosphate dikinase ",19,10,-0.9,0.1087,1,-2.29,0.0031,0.07068,-0.58,0.2833,1,-2.23,0.0025,0.095,-0.98,0.1012,0.64813,-1.88,0.005,0.13566,-1.37,0.1035,1,-2.26,0.0314,0.77352,-0.85,0.1283,0.85178,-1.66,0.0099,0.20681,-1.94,0.0065,0.16841,-0.65,0.2183,0.77493,-1.76,0.0102,0.18842,-0.39,0.4356,1,-2.48,0.0018,0.06589,-2.06,0.005,0.14149,-1.63,0.0112,0.24371,-2.27,0.0029,0.08385,-1.45,0.0153,0.32645,-2.16,0.0031,0.10663,-2.41,0.003,0.09425
"1148","Rv1128c","-","hypothetical protein Rv1128c ",30,16,0.07,0.8629,1,0.92,0.0173,0.22411,0.42,0.4166,1,0.53,0.2268,1,-0.27,0.5701,1,0.81,0.0535,0.63531,0.41,0.4332,1,0.31,0.6161,1,0.16,0.7341,1,1.23,0.0012,0.04237,0.54,0.2179,1,0.38,0.3575,0.87083,0.51,0.2072,0.98773,0.47,0.2362,1,1.21,0.0056,0.15517,0.32,0.5171,1,0.76,0.0429,0.57963,0.57,0.1679,1,0.42,0.2811,1,1.37,0.0012,0.05204,0.94,0.0322,0.44303
"1149","Rv1129c","-","PROBABLE TRANSCRIPTIONAL REGULATOR PROTEIN ",27,17,0.04,0.9234,1,0.31,0.371,0.8933,0.55,0.1615,0.92508,0.52,0.134,1,0.45,0.2284,0.87772,0.57,0.0848,0.77426,0.36,0.3998,1,0.02,0.9741,1,0.69,0.0683,0.69147,0.5,0.1239,0.80646,0.79,0.0253,0.42061,0.05,0.9049,1,0.39,0.2722,1,0.54,0.1088,0.86213,0.44,0.2175,1,0.2,0.6263,1,0.37,0.2599,1,0.4,0.2181,1,0.3,0.3491,1,0.55,0.1628,0.79702,0.21,0.5733,1
"1150","Rv1130","-","hypothetical protein Rv1130 ",27,18,-0.06,0.8803,1,0.64,0.1038,0.58345,0.41,0.3304,1,0.54,0.172,1,0.38,0.3702,0.9687,0.84,0.0196,0.342,0.58,0.1883,1,0.47,0.3365,1,0.93,0.0116,0.25154,0.59,0.1156,0.7898,0.8,0.0292,0.46051,0.35,0.4441,0.91937,0.29,0.4885,1,0.75,0.0381,0.49009,0.76,0.0467,0.61405,0.9,0.0243,0.3645,0.72,0.0384,0.5418,0.65,0.0653,0.77314,1.03,0.0049,0.1459,0.6,0.1472,0.76831,1.08,0.0053,0.13912
"1151","Rv1131","gltA1","methylcitrate synthase ",16,12,0.05,0.9406,1,0.88,0.0819,0.5247,0.69,0.1965,0.99131,0.79,0.1208,1,-0.03,0.9561,1,0.72,0.1755,1,0.2,0.7883,1,0.36,0.6266,1,1.16,0.0258,0.42017,1.07,0.0266,0.39455,1.03,0.0536,0.64537,1.61,0.0309,0.32809,0.55,0.3543,1,0.75,0.1086,0.86213,0.43,0.4454,1,1.18,0.0343,0.437,0.61,0.2427,1,0.82,0.1021,0.92586,0.67,0.1818,1,1.4,0.0149,0.26541,0.84,0.0988,0.7581
"1152","Rv1132","-","hypothetical protein Rv1132 ",26,22,0.16,0.5504,1,-0.37,0.1817,0.73379,-0.3,0.2865,1,0.05,0.8564,1,-0.11,0.6579,1,-0.34,0.2094,1,-0.11,0.7369,1,-0.84,0.0454,0.88364,-0.28,0.3585,1,-0.15,0.574,1,-0.06,0.8178,1,-0.06,0.8148,1,0.2,0.4245,1,0.09,0.7142,1,0.2,0.4368,1,-0.13,0.6924,1,-0.17,0.5104,1,-0.28,0.2935,1,0.08,0.7478,1,0.15,0.5815,1,-0.08,0.7721,1
"1153","Rv1133c","metE","5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase ",36,1,-0.37,0.7963,1,-0.37,0.7949,1,-0.22,0.9442,1,-0.37,0.7955,1,-0.37,0.797,1,-0.37,0.7896,1,-0.37,0.8651,1,0.19,1,1,0.3,1,1,-0.37,0.7973,1,-0.03,0.9389,1,-0.37,0.7931,1,-0.37,0.8002,1,-0.37,0.7946,1,-0.37,0.7972,1,-0.37,0.794,1,-0.37,0.7933,1,-0.37,0.794,1,-0.37,0.7889,1,-0.37,0.7948,1,-0.37,0.7993,1
"1154","Rv1134","-","hypothetical protein Rv1134 ",5,4,-0.52,0.3198,1,-0.6,0.2647,0.83156,0.49,0.335,1,-0.57,0.2663,1,-0.85,0.1191,0.67711,-0.78,0.1609,1,-1.11,0.1712,1,-0.42,0.5663,1,-0.37,0.4421,1,-0.79,0.1445,0.86775,-0.79,0.1576,0.94276,-1.22,0.0449,0.399,-0.74,0.224,1,-0.44,0.3738,1,-0.43,0.4085,1,0.11,0.8031,1,-0.35,0.4747,1,-0.7,0.1791,1,-0.31,0.5125,1,-1.43,0.0265,0.36841,0,0.9965,1
"1155","Rv1135A","-","POSSIBLE ACETYL-CoA ACETYLTRANSFERASE (ACETOACETYL-CoA THIOLASE) ",6,5,0.46,0.2632,1,0.69,0.1324,0.65309,0.59,0.1665,0.93549,-0.08,0.8507,1,-0.14,0.7645,1,0.03,0.9321,1,-0.12,0.8418,1,0.66,0.2773,1,0.87,0.1072,0.8139,0.4,0.3382,1,0.62,0.164,0.96229,0.53,0.1526,0.68939,-0.28,0.5239,1,0.44,0.288,1,0.37,0.383,1,-0.36,0.4645,1,0.48,0.2648,1,0.4,0.3093,1,-0.09,0.8357,1,-0.21,0.6347,1,0.25,0.663,1
"1156","Rv1135c","PPE16","PPE FAMILY PROTEIN ",26,21,-0.02,0.9543,1,-0.13,0.6787,1,0.46,0.0786,0.68461,0.15,0.586,1,-0.15,0.6024,1,-0.39,0.2015,1,-0.35,0.3845,1,-0.19,0.6226,1,0.04,0.8964,1,-0.45,0.1348,0.83438,-0.01,0.9632,1,-0.05,0.8483,1,0.02,0.9362,1,-0.22,0.4401,1,0,0.9902,1,-0.47,0.1631,0.83079,-0.09,0.7437,1,-0.2,0.4946,1,-0.33,0.2675,1,-0.02,0.9444,1,-0.1,0.744,1
"1157","Rv1136","-","POSSIBLE ENOYL-CoA HYDRATASE ",3,3,0.26,0.7425,1,0.81,0.3049,0.85384,1.37,0.1515,0.90087,0.89,0.2874,1,0.63,0.4823,1,0.42,0.6088,1,0.19,0.8388,1,0.9,0.4765,1,-0.52,0.615,1,0.03,0.9692,1,-0.13,0.8839,1,1.43,0.0886,0.53886,0.04,0.9441,1,0.71,0.3987,1,0.82,0.3112,1,1.22,0.071,0.60703,0.39,0.6309,1,0.34,0.6403,1,1.14,0.1068,0.92898,-0.46,0.6414,1,0.52,0.4855,1
"1158","Rv1137c","-","hypothetical protein Rv1137c ",2,2,-0.65,0.4465,1,0.17,0.8171,1,0.05,0.9342,1,0.18,0.7555,1,0.18,0.6659,1,0.23,0.6834,1,0.02,0.947,1,-0.2,0.6688,1,0.69,0.426,1,0.41,0.459,1,-0.85,0.2843,1,0.45,0.5444,0.96885,0.42,0.5385,1,0.45,0.5114,1,0.27,0.6507,1,-0.22,0.7623,1,0.63,0.2807,1,0.7,0.3333,1,0.21,0.6445,1,0.18,0.69,1,0.73,0.2558,0.99933
"1159","Rv1138c","-","POSSIBLE OXIDOREDUCTASE ",16,11,0.12,0.7844,1,-0.1,0.821,1,-0.16,0.7118,1,-0.43,0.3283,1,-0.11,0.7889,1,-0.02,0.9611,1,0.48,0.3237,1,-0.7,0.2521,1,0.22,0.5997,1,-0.2,0.6255,1,-0.22,0.6225,1,0.12,0.7626,1,-0.18,0.6643,1,-0.16,0.6894,1,0.24,0.5449,1,0.09,0.8165,1,0.02,0.9564,1,0.12,0.7444,1,-0.21,0.5987,1,-0.44,0.3291,0.95977,-0.26,0.5582,1
"1160","Rv1139c","-","hypothetical protein Rv1139c ",12,10,-0.51,0.3343,1,0.29,0.4866,0.96442,0.28,0.5617,1,-0.37,0.4637,1,0.41,0.3458,0.94697,0.01,0.977,1,-0.01,0.9868,1,-0.4,0.5606,1,0.15,0.7187,1,0.15,0.7309,1,0.04,0.9397,1,-0.1,0.8532,1,0.3,0.5092,1,0.22,0.599,1,0.15,0.7508,1,0.11,0.826,1,-0.17,0.7125,1,-0.1,0.8252,1,-0.18,0.6977,1,-0.31,0.5361,1,0.3,0.5067,1
"1161","Rv1140","-","PROBABLE INTEGRAL MEMBRANE PROTEIN ",11,6,0.9,0.1334,1,0.26,0.699,1,-0.23,0.7195,1,0.33,0.556,1,-1.36,0.0689,0.57643,-0.57,0.3742,1,-0.31,0.696,1,-0.02,0.977,1,-0.75,0.2662,1,0.13,0.8277,1,-0.61,0.3383,1,-0.69,0.2832,0.8269,-0.41,0.4951,1,-0.26,0.6894,1,-0.42,0.492,1,-0.08,0.8966,1,-0.52,0.4297,1,-0.05,0.9426,1,-0.04,0.9435,1,0.23,0.7459,1,-0.3,0.6097,1
"1162","Rv1141c","echA11","enoyl-CoA hydratase ",14,11,0.01,0.9854,1,0.1,0.7137,1,-0.38,0.2206,1,-0.1,0.7295,1,-0.09,0.7896,1,0,0.9999,1,-0.25,0.5183,1,0.01,0.9715,1,0.51,0.1177,0.83664,-0.03,0.9153,1,-0.2,0.5133,1,-0.02,0.9576,1,-0.29,0.3277,1,-0.17,0.5558,1,0.25,0.3654,1,-0.35,0.2992,0.97173,-0.05,0.842,1,0.03,0.9257,1,-0.29,0.3501,1,0.04,0.8853,1,-0.15,0.612,1
"1163","Rv1142c","echA10","enoyl-CoA hydratase ",8,8,0.26,0.5661,1,0.61,0.1291,0.64712,0.39,0.4728,1,0.81,0.0927,0.94355,0.3,0.5927,1,0.61,0.1326,0.92495,0.43,0.4655,1,-0.09,0.894,1,0.01,0.9901,1,0.39,0.351,1,0.45,0.3239,1,0.15,0.7433,1,0.22,0.642,1,0.4,0.3817,1,0.53,0.2336,1,-0.02,0.9719,1,0.21,0.6693,1,0.37,0.4207,1,0.15,0.7483,1,0.11,0.8277,1,0.18,0.7109,1
"1164","Rv1143","mcr","PROBABLE ALPHA-METHYLACYL-CoA RACEMASE MCR (2-methylacyl-CoA racemase) (2-arylpropionyl-CoA epimerase ) ",15,15,-0.04,0.9067,1,0.03,0.9124,1,0.1,0.7164,1,-0.04,0.9005,1,0.09,0.7604,1,-0.01,0.9774,1,0.17,0.6321,1,0.26,0.44,1,-0.23,0.4387,1,0.03,0.9201,1,0.22,0.3959,1,0.11,0.6842,1,0.03,0.9114,1,0.06,0.8154,1,0.04,0.8917,1,0.04,0.9029,1,0.05,0.8691,1,0.07,0.7963,1,0.03,0.9288,1,0.13,0.6399,1,-0.11,0.7079,1
"1165","Rv1144","-","PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE ",12,12,-0.06,0.8432,1,-0.55,0.1252,0.6385,0.09,0.7832,1,0.06,0.8509,1,-0.33,0.3207,0.93023,-0.25,0.4605,1,-0.25,0.5928,1,0.17,0.6826,1,0.15,0.6176,1,-0.05,0.8777,1,-0.08,0.8215,1,-0.34,0.3151,0.84835,-0.4,0.239,1,-0.13,0.6947,1,-0.31,0.3454,1,-0.57,0.1221,0.76387,-0.33,0.3276,1,-0.31,0.3309,1,-0.33,0.3278,1,-0.5,0.1592,0.79402,0,0.9962,1
"1166","Rv1145","mmpL13a","PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL13A ",11,9,0.23,0.6304,1,0.09,0.8385,1,-0.34,0.5471,1,-0.4,0.4782,1,0.41,0.3755,0.97162,-0.13,0.8081,1,-0.21,0.7659,1,0.08,0.8938,1,-0.47,0.3802,1,0.04,0.9387,1,-0.03,0.9489,1,0.65,0.1923,0.74493,-0.02,0.9689,1,-0.16,0.7528,1,-0.61,0.2837,1,-0.91,0.164,0.83079,0.31,0.4897,1,-0.09,0.872,1,-0.68,0.2372,1,0.54,0.2919,0.94009,0.72,0.1422,0.86623
"1167","Rv1146","mmpL13b","PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL13B ",23,20,0.06,0.7827,1,-0.23,0.3033,0.85043,0.22,0.3222,1,0.07,0.7338,1,0.19,0.38,0.97251,0.04,0.8551,1,-0.09,0.7648,1,0.07,0.7907,1,0.05,0.795,1,-0.21,0.345,1,0.12,0.5886,1,-0.25,0.2742,0.8269,0.04,0.8569,1,-0.2,0.374,1,-0.12,0.5956,1,-0.2,0.4109,1,-0.12,0.5965,1,-0.16,0.4744,1,0.05,0.8201,1,0.07,0.7371,1,0.03,0.8949,1
"1168","Rv1147","-","hypothetical protein Rv1147 ",9,7,-0.01,0.9794,1,-0.58,0.2886,0.83686,-0.34,0.526,1,-0.06,0.9046,1,-0.09,0.8484,1,-0.18,0.723,1,0.49,0.3618,1,0,0.9979,1,0.15,0.7623,1,-0.09,0.8477,1,-0.26,0.6233,1,-0.2,0.6964,1,-0.06,0.9053,1,0.19,0.681,1,-0.14,0.7924,1,0.36,0.5015,1,-0.13,0.7972,1,-0.15,0.7621,1,-0.14,0.7803,1,-0.25,0.6693,1,0.59,0.2251,0.98461
"1169","Rv1148c","-","hypothetical protein Rv1148c ",23,20,0.5,0.07,0.90517,-0.25,0.4097,0.92329,0.2,0.5204,1,-0.3,0.3385,1,0.15,0.6129,1,0.12,0.6971,1,-0.1,0.8001,1,0.47,0.1686,1,0.13,0.6331,1,-0.18,0.564,1,0.02,0.9624,1,-0.06,0.8441,1,-0.06,0.8487,1,-0.18,0.5707,1,-0.18,0.568,1,0.06,0.8448,1,-0.1,0.7439,1,0.07,0.8204,1,-0.16,0.5824,1,-0.06,0.8365,1,-0.1,0.7508,1
"1170","Rv1149","-","POSSIBLE TRANSPOSASE ",6,5,0.46,0.3715,1,0.28,0.5903,0.99641,0.48,0.3468,1,0.3,0.5694,1,0.61,0.2536,0.89846,0.26,0.6277,1,0.2,0.7741,1,-1.03,0.2328,1,0.04,0.9375,1,0.27,0.592,1,0.33,0.5557,1,-0.16,0.7858,1,0.79,0.2075,0.98798,0.38,0.424,1,0.28,0.5893,1,0.6,0.2818,0.96533,0.52,0.287,1,0.41,0.4064,1,0.33,0.4635,1,-0.67,0.304,0.94413,-0.5,0.3847,1
"1171","Rv1151c","-","NAD-dependent deacetylase ",10,9,0.5,0.1776,1,0.49,0.2057,0.7653,0.25,0.549,1,0.18,0.6809,1,0.73,0.0431,0.46478,0.83,0.033,0.46017,0.86,0.0569,1,0.1,0.854,1,0.18,0.681,1,0.53,0.1633,0.89995,0.63,0.1166,0.85678,0.93,0.0279,0.30947,0.76,0.0659,0.5865,0.76,0.0419,0.51599,0.57,0.1521,1,0.25,0.5739,1,0.47,0.2101,1,0.17,0.6966,1,0.36,0.3617,1,0.38,0.3954,0.98491,0.93,0.0173,0.31957
"1172","Rv1152","-","PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN ",6,4,0.1,0.8655,1,0.02,0.9705,1,-0.21,0.7432,1,-0.2,0.7538,1,0.68,0.1977,0.83883,0.46,0.4558,1,0.47,0.5513,1,-0.29,0.7346,1,-0.18,0.7712,1,0.11,0.8503,1,0.11,0.8601,1,0.25,0.7456,1,-0.27,0.6974,1,0.27,0.6707,1,0.29,0.6195,1,0.19,0.7592,1,0.18,0.7567,1,0.29,0.6037,1,-0.45,0.5109,1,-0.39,0.5568,1,-0.05,0.9371,1
"1173","Rv1153c","omt","PROBABLE O-METHYLTRANSFERASE OMT ",19,12,-0.08,0.8268,1,-0.22,0.5718,0.99641,0.04,0.9107,1,0.11,0.7475,1,0.08,0.8304,1,-0.05,0.8871,1,0.27,0.5774,1,-0.37,0.4883,1,-0.06,0.877,1,-0.09,0.7976,1,0.34,0.3409,1,-0.29,0.4801,0.93915,-0.18,0.6629,1,0.05,0.8992,1,0.11,0.7635,1,-0.14,0.7324,1,-0.11,0.7771,1,-0.09,0.8059,1,0.32,0.3494,1,0.21,0.5726,1,0.09,0.8106,1
"1174","Rv1154c","-","hypothetical protein Rv1154c ",16,14,-0.02,0.9316,1,0,0.9884,1,-0.19,0.5339,1,0,0.9954,1,0.25,0.3442,0.94471,0.06,0.8113,1,0.2,0.548,1,0.19,0.5653,1,0.07,0.7904,1,-0.17,0.5536,1,0,0.9967,1,0.23,0.3991,0.89364,-0.04,0.8938,1,0.07,0.7837,1,0.04,0.8762,1,-0.29,0.3746,1,0.09,0.7308,1,0.16,0.5516,1,-0.1,0.7218,1,0.25,0.3935,0.98462,0.29,0.309,1
"1175","Rv1155","-","hypothetical protein Rv1155 ",11,10,-0.1,0.7105,1,-0.38,0.1623,0.70236,-0.44,0.1454,0.88829,-0.04,0.8807,1,-0.37,0.189,0.82812,-0.06,0.8234,1,-0.12,0.7355,1,-0.15,0.6661,1,-0.12,0.6535,1,-0.26,0.3292,1,0.18,0.5135,1,0.33,0.3034,0.8395,0.27,0.345,1,0.05,0.8464,1,-0.21,0.4469,1,-0.22,0.448,1,-0.28,0.3026,1,-0.01,0.967,1,-0.21,0.4411,1,0.02,0.9507,1,0.09,0.7403,1
"1176","Rv1156","-","hypothetical protein Rv1156 ",12,11,0.24,0.5644,1,-0.36,0.4327,0.93607,0.41,0.3828,1,0.11,0.8041,1,-0.29,0.5456,1,0.03,0.9474,1,0.27,0.618,1,0.4,0.4299,1,0.31,0.4606,1,-0.22,0.6074,1,-0.01,0.983,1,0.49,0.2544,0.81299,-0.05,0.9075,1,-0.01,0.9817,1,-0.09,0.8405,1,-0.34,0.524,1,-0.08,0.8472,1,-0.05,0.9073,1,-0.12,0.7921,1,0.25,0.5856,1,-0.25,0.6023,1
"1177","Rv1157c","-","CONSERVED HYPOTHETICAL ALA-, PRO-RICH PROTEIN ",9,3,1.96,0.0711,0.91513,1.25,0.2091,0.7653,-0.88,0.8066,1,-1.5,0.7091,1,0.45,0.7521,1,0.35,0.7969,1,-0.63,0.9758,1,0.41,0.8909,1,-0.84,0.772,1,0.67,0.6061,1,-0.62,0.8187,1,0.94,0.5295,0.96251,-4.01,0.1542,0.8995,-0.54,0.8021,1,-0.5,0.8757,1,-1.18,0.7586,1,-0.29,0.8778,1,-1.41,0.7334,1,-0.36,0.8513,1,-1.2,0.719,1,1.47,0.3794,1
"1178","Rv1158c","-","CONSERVED HYPOTHETICAL ALA-, PRO-RICH PROTEIN ",11,7,-0.17,0.808,1,-1.11,0.1761,0.72411,-0.73,0.3667,1,-0.81,0.3089,1,0.8,0.3649,0.96293,-1.7,0.0745,0.74228,-0.48,0.6435,1,-2.18,0.1368,1,-1.02,0.2224,0.99282,-0.63,0.4313,1,-1.36,0.1215,0.86805,-2.71,0.0291,0.3179,-0.91,0.2758,1,-2.53,0.0287,0.42412,-1.51,0.0947,0.84342,-0.1,0.9065,1,-1.79,0.055,0.67941,-1.28,0.1311,1,-1.42,0.1055,0.92488,-1.19,0.1694,0.80947,-1.43,0.1131,0.80154
"1179","Rv1159","pimE","mannosyltransferase ",28,17,-1.33,0.029,0.5529,-2.23,0.0023,0.05845,-0.46,0.411,1,-1.38,0.0425,0.62115,-1.94,0.0046,0.12401,-0.81,0.2635,1,-2.55,0.0174,0.58341,-3.14,0.0101,0.52336,-0.33,0.4983,1,-1.79,0.0049,0.12453,-1.28,0.0377,0.54109,-3.71,2e-04,0.00867,0.14,0.8818,1,-1.45,0.0226,0.35087,-0.61,0.3578,1,-1.83,0.0072,0.17955,-1.5,0.0182,0.33934,-1.97,0.0051,0.12879,-1.59,0.0175,0.35808,-2.41,0.0014,0.05943,-2.71,9e-04,0.03861
"1180","Rv1159A","phhB","pterin-4-alpha-carbinolamine dehydratase ",13,9,0.25,0.6064,1,0.13,0.7912,1,0.43,0.3946,1,0.32,0.468,1,0.22,0.6202,1,0.3,0.5363,1,0.32,0.5682,1,0.59,0.2474,1,0,0.9956,1,0.32,0.468,1,-0.58,0.272,1,0.41,0.4005,0.89364,0.64,0.1504,0.88903,0.29,0.5282,1,0.44,0.3233,1,0.29,0.5708,1,0.32,0.4749,1,0.17,0.7078,1,0.35,0.497,1,1.08,0.0377,0.44242,0.98,0.0658,0.64191
"1181","Rv1160","mutT2","PROBABLE MUTATOR PROTEIN MUTT (7,8-dihydro-8-oxoguanine-triphosphatase) (8-OXO-DGTPASE) ",4,4,1.18,0.1242,1,0.07,0.9444,1,-0.61,0.5518,1,-1.65,0.1334,1,1.74,0.0782,0.59325,-1.51,0.1524,0.98235,-2.59,0.1797,1,0.6,0.524,1,-0.11,0.8879,1,-2.19,0.0825,0.7189,-0.1,0.9287,1,-0.27,0.7646,1,-0.58,0.5075,1,-0.2,0.8289,1,-2.52,0.0634,0.71459,-2.55,0.0617,0.58432,-2.42,0.0662,0.75594,-1.78,0.1213,1,-0.82,0.3736,1,0.03,0.9785,1,-1.08,0.2634,0.99933
"1182","Rv1161","narG","PROBABLE RESPIRATORY NITRATE REDUCTASE (ALPHA CHAIN) NARG ",74,52,-0.03,0.8518,1,-0.11,0.5178,0.98179,-0.1,0.574,1,-0.05,0.7899,1,-0.03,0.8848,1,-0.12,0.4882,1,-0.2,0.3879,1,0.28,0.196,1,0.01,0.953,1,-0.19,0.2854,1,-0.21,0.2589,1,-0.5,0.0113,0.17892,-0.38,0.0439,0.46079,-0.15,0.391,1,0.13,0.4257,1,-0.29,0.144,0.79911,-0.1,0.5848,1,0.07,0.7084,1,-0.12,0.4881,1,-0.15,0.4278,0.99552,-0.07,0.6901,1
"1183","Rv1162","narH","PROBABLE RESPIRATORY NITRATE REDUCTASE (BETA CHAIN) NARH ",35,30,0.49,0.0102,0.27686,0.39,0.0294,0.30998,0.23,0.2242,1,0.23,0.2185,1,-0.04,0.8585,1,0.06,0.7509,1,0.15,0.5128,1,-0.32,0.2273,1,0.13,0.4762,1,0.23,0.2064,0.98025,0.26,0.1493,0.92361,-0.42,0.0421,0.38264,0.02,0.9361,1,0.22,0.2462,1,0.25,0.1597,1,0.15,0.4711,1,0.35,0.0499,0.63333,0.22,0.2324,1,0.05,0.7862,1,-0.21,0.3223,0.95977,0.25,0.1927,0.9574
"1184","Rv1163","narJ","PROBABLE RESPIRATORY NITRATE REDUCTASE (DELTA CHAIN) NARJ ",15,12,-0.04,0.9101,1,-0.18,0.6326,1,-0.42,0.3111,1,-0.58,0.159,1,-0.28,0.4626,1,-0.3,0.4423,1,-0.67,0.2235,1,0.02,0.9595,1,-0.84,0.0507,0.61301,-0.08,0.8261,1,-0.38,0.3475,1,-0.95,0.0259,0.29526,-0.24,0.5564,1,-0.68,0.0964,0.83068,-0.06,0.8636,1,-0.79,0.0922,0.68095,-0.6,0.1301,1,-0.38,0.3244,1,-0.49,0.2151,1,-0.37,0.3767,0.97754,0.03,0.9361,1
"1185","Rv1164","narI","PROBABLE RESPIRATORY NITRATE REDUCTASE (GAMMA CHAIN) NARI ",18,14,-0.05,0.8823,1,-0.31,0.3156,0.8608,0.08,0.8072,1,-0.16,0.6254,1,-0.42,0.2218,0.87097,-0.13,0.6815,1,-0.26,0.548,1,-0.04,0.9305,1,-0.02,0.9631,1,-0.15,0.6406,1,-0.11,0.728,1,-0.54,0.1218,0.63197,-0.03,0.9215,1,-0.19,0.5565,1,-0.16,0.6309,1,-0.11,0.764,1,-0.13,0.6674,1,-0.11,0.7218,1,-0.2,0.5415,1,-0.69,0.0639,0.5483,0.12,0.6965,1
"1186","Rv1165","typA","POSSIBLE GTP-BINDING TRANSLATION ELONGATION FACTOR TYPA (TYROSINE PHOSPHORYLATED PROTEIN A) (GTP-BINDING PROTEIN) ",15,13,-0.12,0.6704,1,-0.19,0.4846,0.96356,-0.4,0.2166,1,-0.23,0.3981,1,-0.61,0.0434,0.4655,-0.15,0.5757,1,-0.31,0.392,1,0.11,0.7477,1,-0.02,0.9467,1,-0.2,0.4535,1,0.16,0.54,1,-0.46,0.109,0.59252,0.18,0.5217,1,-0.26,0.3766,1,-0.31,0.2736,1,-0.1,0.7509,1,-0.26,0.3611,1,-0.21,0.4367,1,-0.36,0.1816,1,0.45,0.1044,0.66923,0.05,0.8657,1
"1187","Rv1166","lpqW","PROBABLE CONSERVED LIPOPROTEIN LPQW ",23,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
"1188","Rv1167c","-","PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN ",10,8,-0.68,0.1358,1,-0.26,0.553,0.99641,0.33,0.4222,1,0.11,0.813,1,-0.29,0.4662,1,0.17,0.7291,1,0.5,0.2856,1,-0.05,0.9274,1,-0.07,0.8676,1,0.02,0.9551,1,-0.21,0.6461,1,-1.52,0.007,0.13051,0.34,0.4205,1,-0.38,0.3646,1,0.28,0.5138,1,0.47,0.3021,0.97319,0.14,0.6998,1,-0.28,0.4879,1,-0.19,0.6171,1,-0.31,0.5486,1,0.02,0.9694,1
"1189","Rv1168c","PPE17","PPE FAMILY PROTEIN ",17,14,-0.05,0.8963,1,0.1,0.7801,1,0.24,0.4924,1,0.18,0.6043,1,-0.23,0.5502,1,0.06,0.8589,1,0.04,0.929,1,0.11,0.8183,1,-0.13,0.7335,1,0.15,0.6547,1,0.03,0.9406,1,-0.28,0.4601,0.92517,0.29,0.4124,1,0.14,0.6692,1,0.05,0.8772,1,0.24,0.512,1,-0.06,0.8557,1,0.01,0.983,1,-0.06,0.8694,1,-0.09,0.8075,1,0.04,0.9164,1
"1190","Rv1169c","PE11","PE FAMILY PROTEIN ",4,3,-0.01,0.987,1,-0.01,0.9897,1,0.12,0.8383,1,0.31,0.6018,1,-0.33,0.6569,1,0.59,0.2878,1,-0.17,0.8139,1,0.39,0.6035,1,-0.23,0.6822,1,-0.01,0.9837,1,-0.59,0.3817,1,0.11,0.8335,1,0.81,0.213,0.994,0.24,0.6648,1,-0.36,0.5545,1,-0.18,0.7814,1,-0.05,0.927,1,0.34,0.53,1,0.12,0.8183,1,0,0.9946,1,-0.75,0.2492,0.99933
"1191","Rv1170","mshB","N-Acetyl-1-D-myo-Inosityl-2-Amino-2-Deoxy-alpha- D-Glucopyranoside Deacetylase mshB (GlcNAc-Ins deacetylase) ",11,1,2.31,0.0044,0.1596,4.6,0,0,3.23,0,0,2.78,4e-04,0.02455,3.16,0.0018,0.0684,4.96,0,0,-0.06,1,1,4.32,0.0031,0.24738,2.3,0.0067,0.17588,5.39,0,0,3.02,0.005,0.13854,4.23,0.0762,0.51099,3.27,0.0052,0.12277,4.65,0,0,2.49,2e-04,0.01191,3.69,0.0056,0.1559,4,0,0,4.45,0,0,3.13,1e-04,0.00596,4.5,0,0,4.15,0,0
