Rv_ID	gene_name	Description	Final Call	tuberculist_category	NN_joined
Rv0866	moaE2	Probable molybdenum cofactor biosynthesis protein E2 MoaE2 (molybdopterin converting factor large subunit) (molybdopterin [MPT] converting factor, subunit 2)	Non essential	intermediary metabolism and respiration	Rv1009, Rv2346c, Rv0937c, Rv0385, Rv0091, Rv3234c, Rv1198, Rv3371, Rv2276, Rv1033c
Rv0867c	rpfA	Possible resuscitation-promoting factor RpfA	Non essential	cell wall and cell processes	Rv0107c, Rv3152, Rv1743, Rv2973c, Rv3150, Rv3151, Rv2573, Rv1372, Rv0980c, Rv2032
Rv0868c	moaD2	Probable molybdenum cofactor biosynthesis protein D 2 MoaD2 (molybdopterin converting factor small subunit) (molybdopterin [MPT] converting factor, subunit 1)	Non essential	intermediary metabolism and respiration	Rv0132c, Rv1850, Rv2063A, Rv3547, Rv1155, Rv2573, Rv0583c, Rv1364c, Rv0116c, Rv3744
Rv0869c	moaA2	Probable molybdenum cofactor biosynthesis protein A2 MoaA2	Non essential	intermediary metabolism and respiration	Rv1410c, Rv2861c, Rv3097c, Rv2880c, Rv0073, Rv0904c, Rv2301, Rv3660c, Rv2005c, Rv1266c
Rv0870c	-	Possible conserved integral membrane protein	Non essential	cell wall and cell processes	Rv2009, Rv1384, Rv3080c, Rv3607c, Rv3487c, Rv2238c, Rv3740c, Rv2404c, Rv0629c, Rv2484c
Rv0871	cspB	Probable cold shock-like protein B CspB	Non essential	virulence, detoxification, adaptation	Rv3441c, Rv2743c, Rv2786c, Rv0642c, Rv2946c, Rv1335, Rv1962c, Rv2795c, Rv0014c, Rv1611
Rv0872c	PE_PGRS15	PE-PGRS family protein PE_PGRS15	Non essential	PE/PPE	Rv1222, Rv1468c, Rv1328, Rv1205, Rv3419c, Rv2218, Rv3297, Rv1365c, Rv1239c, Rv1386
Rv0873	fadE10	Probable acyl-CoA dehydrogenase FadE10	Non essential	lipid metabolism	Rv1981c, Rv1103c, Rv1242, Rv2196, Rv0512, Rv2748c, Rv1372, Rv3886c, Rv1558, Rv3660c
Rv0874c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv1270c, Rv0564c, Rv2228c, Rv2953, Rv3449, Rv0292, Rv1653, Rv3509c, Rv2950c, Rv0934
Rv0875c	-	Possible conserved exported protein	Non essential	cell wall and cell processes	Rv1412, Rv1700, Rv1280c, Rv1391, Rv2524c, Rv2151c, Rv0859, Rv1701, Rv0860, Rv2171
Rv0876c	-	Possible conserved transmembrane protein	Non essential	cell wall and cell processes	Rv2496c, Rv2445c, Rv2096c, Rv1956, Rv2391, Rv3588c, Rv1908c, Rv2131c, Rv1340, Rv0462
Rv0877	-	hypothetical protein	Growth advantage	conserved hypotheticals	Rv0475, Rv0668, Rv3842c, Rv2118c, Rv1302, Rv0045c, Rv0823c, Rv0203, Rv1955, Rv1212c
Rv0878c	PPE13	PPE family protein PPE13	Growth advantage	PE/PPE	Rv0848, Rv0980c, Rv1372, Rv2416c, Rv0505c, Rv3151, Rv1981c, Rv3124, Rv3150, Rv3392c
Rv0879c	-	Possible conserved transmembrane protein	Non essential	cell wall and cell processes	Rv2745c, Rv0013, Rv2949c, Rv1114, Rv3168, Rv2252, Rv3414c, Rv0282, Rv2829c, Rv2757c
Rv0880	-	Possible transcriptional regulatory protein (possibly MarR-family)	Uncertain	regulatory proteins	Rv1238, Rv1348, Rv0998, Rv0994, Rv3546, Rv0101, Rv1086, Rv0099, Rv0450c, Rv0391
Rv0881	-	Possible rRNA methyltransferase (rRNA methylase)	Non essential	intermediary metabolism and respiration	Rv1198, Rv3371, Rv2346c, Rv0937c, Rv1009, Rv0866, Rv0091, Rv3234c, Rv0385, Rv0548c
Rv0882	-	Probable transmembrane protein	Non essential	cell wall and cell processes	Rv1475c, Rv0241c, Rv1474c, Rv2985, Rv0129c, Rv0600c, Rv2841c, Rv2215, Rv3384c, Rv3791
Rv0883c	-	hypothetical protein	Essential	conserved hypotheticals	Rv1956, Rv3588c, Rv2445c, Rv0462, Rv2110c, Rv2392, Rv3764c, Rv1248c, Rv0489, Rv1340
Rv0884c	serC	Possible phosphoserine aminotransferase SerC (PSAT)	Essential	intermediary metabolism and respiration	Rv1338, Rv3137, Rv1600, Rv3003c, Rv3276c, Rv0337c, Rv3336c, Rv3789, Rv2210c, Rv3227
Rv0885	-	hypothetical protein	Non essential	conserved hypotheticals	Rv2429, Rv0182c, Rv2006, Rv0233, Rv2958c, Rv1317c, Rv2407, Rv3133c, Rv2289, Rv2436
Rv0886	fprB	Probable NADPH:adrenodoxin oxidoreductase FprB (adrenodoxin reductase) (AR) (ferredoxin-NADP(+) reductase)	Non essential	intermediary metabolism and respiration	Rv0382c, Rv1330c, Rv0285, Rv2373c, Rv3389c, Rv1605, Rv2145c, Rv1599, Rv0558, Rv0503c
Rv0887c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv3383c, Rv1102c, Rv1108c, Rv0858c, Rv0409, Rv3364c, Rv0408, Rv2602, Rv2002, Rv3286c
Rv0888	-	Probable exported protein	Non essential	cell wall and cell processes	Rv2027c, Rv3404c, Rv0823c, Rv1212c, Rv2430c, Rv2350c, Rv3198c, Rv0751c, Rv1302, Rv2982c
Rv0889c	citA	Probable citrate synthase II CitA	Non essential	intermediary metabolism and respiration	Rv0114, Rv2006, Rv1180, Rv0187, Rv2688c, Rv2821c, Rv1425, Rv2289, Rv0577, Rv2429
Rv0890c	-	Probable transcriptional regulatory protein (probably LuxR-family)	Non essential	regulatory proteins	Rv2213, Rv3357, Rv1562c, Rv3754, Rv1561, Rv3878, Rv0933, Rv0500, Rv0137c, Rv3157
Rv0891c	-	Possible transcriptional regulatory protein	Non essential	regulatory proteins	Rv2501c, Rv3825c, Rv2351c, Rv1651c, Rv1297, Rv1552, Rv1690, Rv2349c, Rv2824c, Rv2914c
Rv0892	-	Probable monooxygenase	Non essential	intermediary metabolism and respiration	Rv0386, Rv2820c, Rv2763c, Rv1143, Rv0844c, Rv0301, Rv2918c, Rv0838, Rv0518, Rv0901
Rv0893c	-	Possible S-adenosylmethionine-dependent methyltransferase	Non essential	lipid metabolism	Rv2757c, Rv1541c, Rv3414c, Rv2745c, Rv0282, Rv2043c, Rv1218c, Rv3565, Rv3130c, Rv0601c
Rv0894	-	Possible transcriptional regulatory protein (possibly LuxR-family)	Non essential	regulatory proteins	Rv3886c, Rv2196, Rv2301, Rv0934, Rv1242, Rv2748c, Rv3509c, Rv3660c, Rv0956, Rv1981c
Rv0895	-	Possible triacylglycerol synthase (diacylglycerol acyltransferase)	Non essential	lipid metabolism	Rv1341, Rv3315c, Rv3307, Rv1563c, Rv1859, Rv1267c, Rv3316, Rv3480c, Rv0408, NONE
Rv0896	gltA2	Probable citrate synthase I GltA2	Growth defect	intermediary metabolism and respiration	Rv3676, Rv0482, Rv1837c, Rv0288, Rv3923c, Rv2986c, Rv3802c, Rv3465, Rv0733, Rv3032
Rv0897c	-	Probable oxidoreductase	Non essential	intermediary metabolism and respiration	Rv0187, Rv2688c, Rv1425, Rv0577, Rv2821c, Rv1180, Rv3203, Rv0114, Rv0889c, Rv1219c
Rv0898c	-	hypothetical protein	Uncertain	conserved hypotheticals	Rv1819c, Rv0019c, Rv3433c, Rv2710, Rv1221, Rv3823c, Rv3036c, Rv0009, Rv0627, Rv0981
Rv0899	ompA	Outer membrane protein A OmpA	Non essential	cell wall and cell processes	Rv2590, Rv0447c, Rv0676c, Rv0516c, Rv1747, Rv0159c, Rv3469c, Rv3617, Rv3824c, Rv0598c
Rv0900	-	Possible membrane protein	Non essential	cell wall and cell processes	Rv2829c, Rv0126, Rv1114, Rv3168, Rv3835, Rv0626, Rv0211, Rv0596c, Rv3358, Rv2865
Rv0901	-	Possible conserved exported or membrane protein	Non essential	cell wall and cell processes	Rv0301, Rv3585, Rv2914c, Rv3382c, Rv0252, Rv1399c, Rv0669c, Rv2158c, Rv2823c, Rv1143
Rv0902c	prrB	Two component sensor histidine kinase PrrB	Essential	regulatory proteins	Rv2870c, Rv3518c, Rv1938, Rv0005, Rv1169c, Rv3565, Rv1218c, Rv0013, Rv2745c, Rv1187
Rv0903c	prrA	Two component response transcriptional regulatory protein PrrA	Essential	regulatory proteins	Rv0352, Rv3722c, Rv1106c, Rv1638, Rv2752c, Rv1420, Rv3822, Rv3273, Rv2115c, Rv0490
Rv0904c	accD3	Putative acetyl-coenzyme A carboxylase carboxyl transferase (subunit beta) AccD3 (accase beta chain)	Non essential	lipid metabolism	Rv1408, Rv2861c, Rv2345, Rv2880c, Rv3628, Rv1410c, Rv0869c, Rv3854c, Rv2032, Rv1560
Rv0905	echA6	Possible enoyl-CoA hydratase EchA6 (enoyl hydrase) (unsaturated acyl-CoA hydratase) (crotonase)	Non essential	lipid metabolism	Rv0475, Rv0668, Rv2118c, Rv1302, Rv3842c, Rv0045c, Rv0203, Rv0823c, Rv1955, Rv2232
Rv0906	-	hypothetical protein	Non essential	conserved hypotheticals	Rv3487c, Rv1384, Rv2462c, Rv2431c, Rv3566c, Rv2484c, Rv2009, Rv3080c, Rv0468, Rv0458
Rv0907	-	hypothetical protein	Non essential	cell wall and cell processes	Rv1399c, Rv1189, Rv0301, Rv2823c, Rv1075c, Rv0901, Rv3585, Rv2701c, Rv0252, Rv3225c
Rv0908	ctpE	Probable metal cation transporter ATPase P-type CtpE	Non essential	cell wall and cell processes	Rv0677c, Rv0847, Rv3452, Rv3600c, Rv3109, Rv1886c, Rv0986, Rv1368, Rv0620, Rv0277c
Rv0909	-	hypothetical protein	Non essential	conserved hypotheticals	Rv1221, Rv0981, Rv3557c, Rv2677c, Rv3790, Rv0432, Rv2710, Rv1819c, Rv3838c, Rv3866
Rv0910	-	hypothetical protein	Non essential	conserved hypotheticals	Rv3036c, Rv3433c, Rv0019c, Rv1819c, Rv0627, Rv3838c, Rv3823c, Rv2977c, Rv0009, Rv3908
Rv0911	-	hypothetical protein	Non essential	conserved hypotheticals	Rv1872c, Rv0987, Rv0969, Rv0277c, Rv2549c, Rv1859, Rv0620, Rv0986, Rv3600c, Rv2866
Rv0912	-	Probable conserved transmembrane protein	Non essential	cell wall and cell processes	Rv2088, Rv2976c, Rv0469, Rv0234c, Rv3286c, Rv3567c, Rv1897c, Rv3328c, Rv3812, Rv1885c
Rv0913c	-	Possible dioxygenase	Non essential	intermediary metabolism and respiration	Rv1010, Rv2402, Rv2924c, Rv0535, Rv3406, Rv3515c, Rv1213, Rv3232c, Rv1915, Rv0103c
Rv0914c	-	Possible lipid carrier protein or keto acyl-CoA thiolase	Non essential	lipid metabolism	Rv0503c, Rv3389c, Rv2373c, Rv1330c, Rv0886, Rv0382c, Rv0285, Rv1182, Rv2607, Rv0153c
Rv0915c	PPE14	PPE family protein PPE14	Non essential	PE/PPE	Rv0300, Rv2495c, Rv2464c, Rv0483, Rv3803c, Rv2593c, Rv2916c, NONE, NONE, NONE
Rv0916c	PE7	PE family protein PE7	Non essential	PE/PPE	Rv2586c, Rv0902c, Rv2870c, Rv0126, Rv3518c, Rv0013, Rv0900, Rv3835, Rv1938, Rv2829c
Rv0917	betP	Possible glycine betaine transport integral membrane protein BetP	Non essential	cell wall and cell processes	Rv0404, Rv3377c, Rv0764c, Rv1980c, Rv0821c, Rv3408, Rv2187, Rv1876, Rv2267c, Rv1365c
Rv0918	-	hypothetical protein	Non essential	conserved hypotheticals	Rv2232, Rv0203, Rv0137c, Rv2118c, Rv1302, Rv3357, Rv0045c, Rv3488, Rv2350c, Rv1561
Rv0919	-	GCN5-related N-acetyltransferase	Non essential	intermediary metabolism and respiration	Rv2429, Rv3133c, Rv0182c, Rv2006, Rv3089, Rv1777, Rv0114, Rv0889c, Rv0233, NONE
Rv0920c	-	Probable transposase	Non essential	insertion seqs and phages	Rv3687c, Rv0582, Rv3417c, Rv3610c, Rv0208c, Rv0678, Rv2623, Rv0070c, Rv0948c, Rv0749
Rv0921	-	Possible resolvase	Non essential	insertion seqs and phages	Rv0577, Rv2688c, Rv2376c, Rv0187, Rv1223, Rv3203, Rv0262c, Rv0889c, Rv2959c, Rv0114
Rv0922	-	Possible transposase	Non essential	insertion seqs and phages	Rv1400c, Rv1931c, Rv3561, Rv3045, Rv3378c, Rv2780, Rv3793, Rv3913, Rv1027c, Rv2950c
Rv0923c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv3124, Rv0505c, Rv0342, Rv3297, Rv2218, Rv1558, Rv2416c, Rv0445c, Rv1328, Rv0848
Rv0924c	mntH	Divalent cation-transport integral membrane protein MntH (BRAMP) (MRAMP)	Non essential	cell wall and cell processes	Rv0644c, Rv0989c, Rv0645c, Rv0928, Rv0929, Rv0820, Rv0930, Rv0413, Rv0932c, Rv1239c
Rv0925c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv1027c, Rv3913, Rv1558, Rv3378c, Rv0512, Rv3793, Rv0505c, Rv3124, Rv3561, Rv1103c
Rv0926c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv3855, Rv1448c, Rv0065, Rv1173, Rv2848c, Rv1737c, Rv1495, Rv0295c, Rv1996, Rv0694
Rv0927c	-	Probable short-chain type dehydrogenase/reductase	Non essential	intermediary metabolism and respiration	Rv2232, Rv3488, Rv2350c, Rv1302, Rv3357, Rv0203, Rv2744c, Rv2118c, Rv1185c, Rv2430c
Rv0928	pstS3	Periplasmic phosphate-binding lipoprotein PstS3 (PBP-3) (PstS3) (PHOS1)	Non essential	cell wall and cell processes	Rv0929, Rv0820, Rv0930, Rv0924c, Rv0644c, Rv0645c, Rv0989c, Rv3696c, Rv1239c, Rv0413
Rv0929	pstC2	Phosphate-transport integral membrane ABC transporter PstC2	Non essential	cell wall and cell processes	Rv0928, Rv0820, Rv0930, Rv0924c, Rv0644c, Rv0645c, Rv0989c, Rv3696c, Rv1239c, Rv0413
Rv0930	pstA1	Probable phosphate-transport integral membrane ABC transporter PstA1	Non essential	cell wall and cell processes	Rv0820, Rv0929, Rv0928, Rv0924c, Rv0644c, Rv0645c, Rv0989c, Rv3696c, Rv1239c, Rv0413
Rv0931c	pknD	Transmembrane serine/threonine-protein kinase D PknD (protein kinase D) (STPK D)	Growth advantage	regulatory proteins	Rv0932c, Rv1386, Rv0413, Rv2450c, Rv2191, Rv2187, Rv1239c, Rv3419c, Rv1205, Rv0989c
Rv0932c	pstS2	Periplasmic phosphate-binding lipoprotein PstS2 (PBP-2) (PstS2)	Non essential	cell wall and cell processes	Rv0413, Rv0931c, Rv1386, Rv1239c, Rv3419c, Rv0989c, Rv0645c, Rv0644c, Rv0924c, Rv2450c
Rv0933	pstB	Phosphate-transport ATP-binding protein ABC transporter PstB	Non essential	cell wall and cell processes	Rv2702, Rv0137c, Rv3754, Rv0045c, Rv2530c, Rv0203, Rv2232, Rv3357, Rv1562c, Rv0486
Rv0934	pstS1	Periplasmic phosphate-binding lipoprotein PstS1 (PBP-1) (PstS1)	Non essential	cell wall and cell processes	Rv3509c, Rv2301, Rv3886c, Rv0956, Rv2332, Rv2196, Rv2950c, Rv1242, Rv3660c, Rv2748c
Rv0935	pstC1	Phosphate-transport integral membrane ABC transporter PstC1	Non essential	cell wall and cell processes	Rv2673, Rv1206, Rv2266, Rv1033c, Rv2793c, Rv3903c, Rv0073, Rv1694, Rv1026, Rv3097c
Rv0936	pstA2	Phosphate-transport integral membrane ABC transporter PstA2	Non essential	cell wall and cell processes	Rv2952, Rv1173, Rv3734c, Rv3506, Rv1029, Rv0295c, Rv3088, Rv1731, Rv1777, Rv2821c
Rv0937c	mku	DNA end-binding protein, Mku	Non essential	information pathways	Rv1009, Rv0091, Rv3234c, Rv0385, Rv0866, Rv1198, Rv2346c, Rv3371, Rv1033c, Rv0292
Rv0938	ligD	ATP dependent DNA ligase LigD (ATP dependent polydeoxyribonucleotide synthase) (thermostable DNA ligase) (ATP dependent polynucleotide ligase) (sealase) (DNA repair enzyme) (DNA joinase)	Non essential	information pathways	Rv3879c, Rv3083, Rv1020, Rv1994c, Rv1162, Rv1013, Rv1155, Rv2063A, Rv1850, Rv0132c
Rv0939	-	Possible bifunctional enzyme: 2-hydroxyhepta-2,4-diene-1,7-dioate isomerase (HHDD isomerase) + cyclase/dehydrase	Non essential	intermediary metabolism and respiration	Rv3109, Rv1745c, Rv3119, Rv0978c, Rv1886c, Rv3398c, Rv0847, Rv1746, Rv3826, Rv0677c
Rv0940c	-	Possible oxidoreductase	Non essential	intermediary metabolism and respiration	Rv0113, Rv0478, Rv0582, Rv2623, Rv3610c, Rv0557, Rv3592, Rv1604, Rv3687c, Rv1316c
Rv0941c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv1196, Rv1771, Rv2299c, Rv2294, Rv3808c, Rv3366, Rv0683, Rv2156c, Rv0054, Rv1660
Rv0942	-	Hypothetical protein	Non essential	conserved hypotheticals	Rv0969, Rv0987, Rv2549c, Rv0986, Rv0277c, Rv2866, Rv0586, Rv1872c, Rv3229c, Rv1553
Rv0943c	-	Probable monooxygenase	Non essential	intermediary metabolism and respiration	Rv2136c, Rv0194, Rv3065, Rv2349c, Rv1690, Rv1297, Rv1552, Rv0458, Rv0844c, Rv2631
Rv0944	-	Possible formamidopyrimidine-DNA glycosylase (FAPY-DNA glycosylase)	Non essential	information pathways	Rv1187, Rv2816c, Rv1608c, Rv0220, Rv2428, Rv1264, Rv3155, Rv1848, Rv3130c, Rv1218c
Rv0945	-	Probable short-chain type dehydrogenase/reductase	Non essential	intermediary metabolism and respiration	Rv2428, Rv1848, Rv1608c, Rv1264, Rv2816c, Rv0220, Rv3155, Rv1755c, Rv1187, Rv3444c
Rv0946c	pgi	Probable glucose-6-phosphate isomerase Pgi (GPI) (phosphoglucose isomerase) (phosphohexose isomerase) (phi)	Growth defect	intermediary metabolism and respiration	Rv3804c, Rv3101c, Rv2553c, Rv1512, Rv0011c, Rv3102c, Rv2594c, Rv3859c, Rv3671c, Rv2582
Rv0948c	-	Chorismate mutase	Essential	intermediary metabolism and respiration	Rv0020c, Rv0130, Rv3270, Rv3417c, Rv0678, Rv1884c, Rv3687c, Rv3223c, Rv0949, Rv2466c
Rv0949	uvrD1	Probable ATP-dependent DNA helicase II UvrD1	Non essential	information pathways	Rv0617, Rv2626c, Rv3282, Rv2217, Rv0130, Rv3667, Rv3223c, Rv0948c, Rv0020c, Rv1021
Rv0950c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv0129c, Rv0241c, Rv3586, Rv0600c, Rv1184c, Rv0206c, Rv1633, Rv1474c, Rv2215, Rv2985
Rv0951	sucC	Probable succinyl-CoA synthetase (beta chain) SucC (SCS-beta)	Essential	intermediary metabolism and respiration	Rv0555, Rv1094, Rv2726c, Rv3782, Rv0001, Rv0534c, Rv3806c, Rv0685, Rv2361c, Rv1656
Rv0952	sucD	Probable succinyl-CoA synthetase (alpha chain) SucD (SCS-alpha)	Essential	intermediary metabolism and respiration	Rv0641, Rv3795, Rv1383, Rv2580c, Rv2555c, Rv0283, Rv1652, Rv2612c, Rv0562, Rv2678c
Rv0953c	-	Possible oxidoreductase	Non essential	intermediary metabolism and respiration	Rv3111, Rv1634, Rv0573c, Rv3370c, Rv2873, Rv3451, Rv1082, Rv2284, Rv1984c, Rv2275
Rv0954	-	Probable conserved transmembrane protein	Non essential	cell wall and cell processes	Rv3866, Rv3703c, Rv1447c, Rv1846c, Rv1692, Rv3557c, Rv0191, Rv2677c, Rv1860, Rv0432
Rv0955	-	Probable conserved integral membrane protein	Non essential	cell wall and cell processes	Rv2677c, Rv3866, Rv3703c, Rv1692, Rv1447c, Rv1846c, Rv3557c, Rv1860, Rv0432, Rv0191
Rv0956	purN	Probable 5'-phosphoribosylglycinamide formyltransferase PurN (GART) (gar transformylase) (5'-phosphoribosylglycinamide transformylase)	Essential	intermediary metabolism and respiration	Rv2332, Rv3886c, Rv2950c, Rv1242, Rv2196, Rv0934, Rv3509c, Rv0512, Rv1103c, Rv2953
Rv0957	purH	Probable bifunctional purine biosynthesis protein PurH: phosphoribosylaminoimidazolecarboxamide formyltransferase (AICAR transformylase) (5'-phosphoribosyl-5-aminoimidazole-4-carboxamide formyltransferase) + inosinemonophosphate cyclohydrolase (imp cyclohydrolase) (inosinicase) (imp synthetase) (ATIC)	Essential	intermediary metabolism and respiration	Rv1201c, Rv2965c, Rv1310, Rv0706, Rv3581c, Rv3458c, Rv1655, Rv0423c, Rv1626, Rv3220c
Rv0958	-	Possible magnesium chelatase	Non essential	intermediary metabolism and respiration	Rv2032, Rv0867c, Rv0107c, Rv3152, Rv3628, Rv0414c, Rv1364c, Rv2005c, Rv1266c, Rv3547
Rv0959	-	hypothetical protein	Non essential	conserved hypotheticals	Rv2878c, Rv3619c, Rv2243, Rv2970c, Rv2176, Rv1601, Rv3820c, Rv0624, Rv3409c, Rv2631
Rv0960	vapC9	Possible toxin VapC9	Non essential	virulence, detoxification, adaptation	Rv1497, Rv0533c, Rv0297, Rv0295c, Rv3153, Rv3088, Rv1029, Rv3681c, Rv1261c, Rv1130
Rv0961	-	Probable integral membrane protein	Non essential	cell wall and cell processes	Rv3155, Rv0220, Rv1264, Rv2428, Rv3130c, Rv1848, Rv1608c, Rv2816c, Rv1218c, Rv1187
Rv0962c	lprP	Possible lipoprotein LprP	Non essential	cell wall and cell processes	Rv0182c, Rv3133c, Rv2429, Rv3089, Rv0233, Rv1777, Rv2958c, Rv2006, Rv0148, NONE
Rv0963c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv3452, Rv1368, Rv0677c, Rv0847, Rv3309c, Rv3826, Rv0620, Rv1886c, Rv0908, Rv3600c
Rv0964c	-	Hypothetical protein	Non essential	conserved hypotheticals	Rv2149c, Rv3919c, Rv2548, Rv1346, Rv0631c, Rv1675c, Rv2285, Rv2727c, Rv2389c, Rv0230c
Rv0965c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv0904c, Rv2861c, Rv0869c, Rv3097c, Rv2880c, Rv1408, Rv1410c, Rv0073, Rv2266, Rv2345
Rv0966c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv2537c, Rv0491, Rv2241, Rv1640c, Rv2746c, Rv2258c, Rv2421c, Rv1820, Rv3420c, Rv1485
Rv0967	csoR	Copper-sensitive operon repressor CsoR	Uncertain	regulatory proteins	Rv2384, Rv2378c, Rv2383c, Rv1080c, Rv1159, Rv0437c, Rv2869c, Rv2386c, Rv2115c, Rv2051c
Rv0968	-	hypothetical protein	Non essential	conserved hypotheticals	Rv0987, Rv0969, Rv1872c, Rv3364c, Rv1859, Rv0277c, Rv2549c, Rv0586, Rv0986, NONE
Rv0969	ctpV	Probable metal cation transporter P-type ATPase CtpV	Non essential	cell wall and cell processes	Rv2549c, Rv0277c, Rv0986, Rv0987, Rv1872c, Rv2866, Rv3229c, Rv3600c, Rv1553, Rv0620
Rv0970	-	Probable conserved integral membrane protein	Non essential	cell wall and cell processes	Rv1884c, Rv0020c, Rv3270, Rv2466c, Rv0130, Rv3223c, Rv3024c, Rv0948c, Rv2276, Rv0678
Rv0971c	echA7	Probable enoyl-CoA hydratase EchA7 (enoyl hydrase) (unsaturated acyl-CoA hydratase) (crotonase)	Non essential	lipid metabolism	Rv3653, Rv2741, Rv0022c, Rv3780, Rv2179c, Rv3085, Rv3809c, Rv1665, Rv2066, Rv2868c
Rv0972c	fadE12	Acyl-CoA dehydrogenase FadE12	Non essential	lipid metabolism	Rv3045, Rv2950c, Rv1931c, Rv1653, Rv2332, Rv1400c, Rv0956, Rv2953, Rv2780, Rv3561
Rv0973c	accA2	Probable acetyl-/propionyl-coenzyme A carboxylase alpha chain (alpha subunit) AccA2: biotin carboxylase + biotin carboxyl carrier protein (BCCP)	Non essential	lipid metabolism	Rv0148, Rv0802c, Rv3089, Rv1746, Rv0233, Rv0182c, Rv3133c, Rv2958c, NONE, NONE
Rv0974c	accD2	Probable acetyl-/propionyl-CoA carboxylase (beta subunit) AccD2	Non essential	lipid metabolism	Rv2043c, Rv1541c, Rv0601c, Rv3444c, Rv2007c, Rv2757c, Rv3130c, Rv1755c, Rv1848, Rv1218c
Rv0975c	fadE13	Probable acyl-CoA dehydrogenase FadE13	Non essential	lipid metabolism	Rv0934, Rv3509c, Rv2301, Rv3886c, Rv0956, Rv2332, Rv2950c, Rv2196, Rv1242, Rv2953
Rv0976c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv1173, Rv3734c, Rv3506, Rv2952, Rv1029, Rv1731, Rv1448c, Rv0295c, Rv3855, Rv3088
Rv0977	PE_PGRS16	PE-PGRS family protein PE_PGRS16	Growth advantage	PE/PPE	Rv2918c, Rv3106, Rv3862c, Rv0286, Rv3366, Rv2299c, Rv2294, Rv3743c, Rv0518, NONE
Rv0978c	PE_PGRS17	PE-PGRS family protein PE_PGRS17	Growth advantage	PE/PPE	Rv3119, Rv1745c, Rv3109, Rv1886c, Rv1746, Rv3398c, Rv3826, Rv0847, Rv0148, Rv1344
Rv0979A	rpmF	50S ribosomal protein L32 RpmF	Uncertain	information pathways	Rv3465, Rv0733, Rv3032, Rv0824c, Rv3914, Rv2986c, Rv3443c, Rv0288, Rv2882c, Rv0016c
Rv0979c	-	Hypothetical protein	Growth advantage	conserved hypotheticals	Rv1300, Rv1617, Rv2839c, Rv1828, Rv2477c, Rv1093, Rv3221A, Rv0363c, Rv3245c, Rv3789
Rv0980c	PE_PGRS18	PE-PGRS family protein PE_PGRS18	Growth advantage	PE/PPE	Rv3151, Rv3150, Rv0848, Rv1372, Rv3392c, Rv1743, Rv3145, Rv3152, Rv2416c, Rv0867c
Rv0981	mprA	Mycobacterial persistence regulator MRPA (two component response transcriptional regulatory protein)	Growth advantage	regulatory proteins	Rv1221, Rv0432, Rv3557c, Rv2710, Rv3571, Rv1692, Rv3866, Rv1819c, Rv3881c, Rv3537
Rv0982	mprB	Two component sensor kinase MprB	Essential	regulatory proteins	Rv2865, Rv3240c, Rv3358, Rv0596c, Rv1259, Rv2919c, Rv0211, Rv0626, Rv0496, Rv1537
Rv0983	pepD	Probable serine protease PepD (serine proteinase) (MTB32B)	Non essential	intermediary metabolism and respiration	Rv1932, Rv2476c, Rv1698, Rv1822, Rv2359, Rv3413c, Rv3810, Rv2733c, Rv0561c, Rv1538c
Rv0984	moaB2	Possible pterin-4-alpha-carbinolamine dehydratase MoaB2 (PHS) (4-alpha-hydroxy-tetrahydropterin dehydratase) (pterin-4-a-carbinolamine dehydratase) (phenylalanine hydroxylase-stimulating protein) (PHS) (pterin carbinolamine dehydratase) (PCD)	Non essential	intermediary metabolism and respiration	Rv3117, Rv2881c, Rv1334, Rv0483, Rv3803c, Rv1089, Rv3654c, Rv2173, Rv2948c, Rv3199c
